number_of_features,execution_times,fitness,idle_times,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
7600,6.949,0.4629,35.2283,0.7669,0.2102,0.5,1.0,1082,ranking,1000,rbtree,linear
7900,7.2708,0.52,34.9065,0.8181,0.2402,0.5049,1.0,1082,ranking,1000,rbtree,linear
8000,7.3001,0.5699,34.8772,0.8529,0.2098,0.6188,1.0,1082,ranking,1000,rbtree,linear
7800,7.1404,0.4557,35.0369,0.7977,0.2211,0.5052,1.0,1082,ranking,1000,rbtree,linear
7700,7.09,0.4635,35.0873,0.7963,0.229,0.499,1.0,1082,ranking,1000,rbtree,linear
8100,7.3351,0.4156,34.8422,0.829,0.2193,0.4621,1.0,1082,ranking,1000,rbtree,linear
8400,7.6722,0.4626,34.5051,0.8897,0.2377,0.4906,1.0,1082,ranking,1000,rbtree,linear
8500,8.0668,0.5693,34.1105,0.9537,0.2508,0.6234,1.0,1082,ranking,1000,rbtree,linear
8300,7.8184,0.4702,34.3589,0.8948,0.2415,0.5827,1.0,1082,ranking,1000,rbtree,linear
8200,7.2588,0.5347,34.9185,0.8225,0.2212,0.5474,1.0,1082,ranking,1000,rbtree,linear
8600,7.6431,0.4825,34.5342,0.8707,0.2425,0.4853,1.0,1082,ranking,1000,rbtree,linear
8900,8.3898,0.5879,33.7875,0.9858,0.2846,0.6023,1.0,1082,ranking,1000,rbtree,linear
9000,7.9632,0.4837,34.2141,0.9411,0.2455,0.5106,1.0,1082,ranking,1000,rbtree,linear
8700,8.0298,0.5773,34.1475,0.9512,0.2427,0.5925,1.0,1082,ranking,1000,rbtree,linear
8800,7.9715,0.4905,34.2058,0.9361,0.2578,0.499,1.0,1082,ranking,1000,rbtree,linear
9100,7.9933,0.4483,38.7763,0.9164,0.2604,0.4818,1.0,1082,ranking,1000,rbtree,linear
9400,8.2439,0.5102,38.5257,0.9507,0.2705,0.517,1.0,1082,ranking,1000,rbtree,linear
9500,8.3219,0.4798,38.4477,0.9638,0.251,0.5159,1.0,1082,ranking,1000,rbtree,linear
9200,8.2001,0.4672,38.5695,0.9462,0.2656,0.4911,1.0,1082,ranking,1000,rbtree,linear
9300,8.3696,0.5561,38.4,1.0098,0.2566,0.5979,1.0,1082,ranking,1000,rbtree,linear
9700,8.5561,0.5114,38.2135,0.9954,0.2696,0.5367,1.0,1082,ranking,1000,rbtree,linear
9600,8.6285,0.4741,38.1411,1.0231,0.2731,0.4973,1.0,1082,ranking,1000,rbtree,linear
9800,8.5762,0.5336,38.1934,1.0318,0.2665,0.5944,1.0,1082,ranking,1000,rbtree,linear
9900,8.7037,0.5672,38.0659,1.0402,0.2902,0.6017,1.0,1082,ranking,1000,rbtree,linear
10000,8.6574,0.4365,38.1122,1.0233,0.2769,0.497,1.0,1082,ranking,1000,rbtree,linear
10300,8.7252,0.5521,38.0444,1.0502,0.2763,0.6367,1.0,1082,ranking,1000,rbtree,linear
10100,8.8232,0.5566,37.9464,1.0585,0.2824,0.6225,1.0,1082,ranking,1000,rbtree,linear
10200,8.9758,0.4832,37.7938,1.0387,0.3061,0.5043,1.0,1082,ranking,1000,rbtree,linear
10400,9.1344,0.4726,37.6353,1.0965,0.2916,0.6041,1.0,1082,ranking,1000,rbtree,linear
10500,8.8604,0.5806,37.9092,1.0456,0.2777,0.6196,1.0,1082,ranking,1000,rbtree,linear
10600,9.0376,0.492,43.4058,1.0367,0.3057,0.5245,1.0,1082,ranking,1000,rbtree,linear
10900,9.1045,0.4262,43.3389,1.0728,0.2981,0.4934,1.0,1082,ranking,1000,rbtree,linear
11000,9.4238,0.465,43.0196,1.1176,0.3094,0.4975,1.0,1082,ranking,1000,rbtree,linear
10700,9.1598,0.4866,43.2836,1.059,0.3027,0.5229,1.0,1082,ranking,1000,rbtree,linear
10800,9.1753,0.5498,43.2682,1.1218,0.3068,0.6275,1.0,1082,ranking,1000,rbtree,linear
11100,9.4666,0.4937,42.9768,1.1273,0.3111,0.5178,1.0,1082,ranking,1000,rbtree,linear
11400,9.7876,0.4762,42.6559,1.1712,0.35,0.511,1.0,1082,ranking,1000,rbtree,linear
11500,9.6641,0.5043,42.7793,1.1406,0.3264,0.5364,1.0,1082,ranking,1000,rbtree,linear
11300,9.6506,0.4673,42.7929,1.1507,0.3332,0.5131,1.0,1082,ranking,1000,rbtree,linear
11200,9.9334,0.4876,42.5101,1.1716,0.3584,0.5124,1.0,1082,ranking,1000,rbtree,linear
11600,10.0895,0.475,42.354,1.226,0.3464,0.5106,1.0,1082,ranking,1000,rbtree,linear
11900,9.9113,0.5678,42.5321,1.2036,0.3436,0.6253,1.0,1082,ranking,1000,rbtree,linear
12000,10.1974,0.491,42.2461,1.2491,0.3701,0.5121,1.0,1082,ranking,1000,rbtree,linear
11800,10.0105,0.5794,42.433,1.2249,0.3252,0.6134,1.0,1082,ranking,1000,rbtree,linear
11700,9.9752,0.5629,42.4682,1.207,0.3563,0.6084,1.0,1082,ranking,1000,rbtree,linear
12300,10.5531,0.5173,100.5487,1.2436,0.3516,0.522,1.0,1082,ranking,1000,rbtree,linear
12200,10.8759,0.5683,100.2259,1.296,0.3806,0.6217,1.0,1082,ranking,1000,rbtree,linear
12100,10.8056,0.4839,100.2962,1.2385,0.3462,0.517,1.0,1082,ranking,1000,rbtree,linear
12400,10.7577,0.4673,100.3441,1.2636,0.3948,0.5048,1.0,1082,ranking,1000,rbtree,linear
12500,10.7227,0.474,100.3791,1.2579,0.3649,0.5176,1.0,1082,ranking,1000,rbtree,linear
12600,10.8304,0.5812,100.2715,1.3183,0.387,0.6279,1.0,1082,ranking,1000,rbtree,linear
12900,11.0317,0.553,100.0702,1.3595,0.3881,0.6287,1.0,1082,ranking,1000,rbtree,linear
13000,10.8514,0.4744,100.2505,1.2891,0.3833,0.5143,1.0,1082,ranking,1000,rbtree,linear
12700,10.9264,0.566,100.1754,1.3535,0.4096,0.6381,1.0,1082,ranking,1000,rbtree,linear
12800,10.6267,0.4274,100.4751,1.2944,0.389,0.4723,1.0,1082,ranking,1000,rbtree,linear
13100,11.0725,0.5615,100.0293,1.37,0.3739,0.6002,1.0,1082,ranking,1000,rbtree,linear
13400,11.3701,0.4556,99.7318,1.3767,0.3781,0.5186,1.0,1082,ranking,1000,rbtree,linear
13500,11.4814,0.5103,99.6204,1.3636,0.3803,0.5425,1.0,1082,ranking,1000,rbtree,linear
13300,11.1462,0.5545,99.9557,1.2974,0.3849,0.6214,1.0,1082,ranking,1000,rbtree,linear
13200,11.2082,0.4798,99.8936,1.3027,0.3982,0.5242,1.0,1082,ranking,1000,rbtree,linear
13600,11.1432,0.4567,52.1546,1.351,0.407,0.5017,1.0,1082,ranking,1000,rbtree,linear
13900,11.2995,0.4458,51.9983,1.3611,0.3978,0.5097,1.0,1082,ranking,1000,rbtree,linear
14000,11.6016,0.5065,51.6962,1.432,0.4301,0.5398,1.0,1082,ranking,1000,rbtree,linear
13800,11.2554,0.4957,52.0424,1.358,0.4276,0.5203,1.0,1082,ranking,1000,rbtree,linear
13700,11.0981,0.4714,52.1997,1.3398,0.3705,0.5001,1.0,1082,ranking,1000,rbtree,linear
14100,11.4584,0.4689,51.8395,1.4161,0.3888,0.52,1.0,1082,ranking,1000,rbtree,linear
14400,11.6192,0.4847,51.6787,1.3972,0.4339,0.5276,1.0,1082,ranking,1000,rbtree,linear
14500,12.2537,0.5122,51.0441,1.5147,0.4055,0.5307,1.0,1082,ranking,1000,rbtree,linear
14200,11.7943,0.568,51.5035,1.4924,0.4296,0.6274,1.0,1082,ranking,1000,rbtree,linear
14300,11.7034,0.4809,51.5945,1.4295,0.3908,0.5153,1.0,1082,ranking,1000,rbtree,linear
14600,11.9285,0.4566,51.3693,1.4788,0.426,0.5159,1.0,1082,ranking,1000,rbtree,linear
14900,12.0073,0.4401,51.2905,1.4664,0.4132,0.4994,1.0,1082,ranking,1000,rbtree,linear
15000,12.2124,0.4754,51.0854,1.4948,0.4691,0.5027,1.0,1082,ranking,1000,rbtree,linear
14800,11.6406,0.483,51.6572,1.4307,0.4008,0.5328,1.0,1082,ranking,1000,rbtree,linear
14700,11.9816,0.5499,51.3163,1.5001,0.4078,0.6207,1.0,1082,ranking,1000,rbtree,linear
15300,12.3351,0.4748,56.209,1.5348,0.4296,0.5238,1.0,1082,ranking,1000,rbtree,linear
15200,12.3948,0.4783,56.1493,1.5183,0.4528,0.519,1.0,1082,ranking,1000,rbtree,linear
15100,12.2361,0.4218,56.3079,1.5016,0.4603,0.4956,1.0,1082,ranking,1000,rbtree,linear
15400,12.6112,0.4697,55.9329,1.5618,0.4685,0.5262,1.0,1082,ranking,1000,rbtree,linear
15500,13.0818,0.4681,55.4623,1.5613,0.4801,0.5035,1.0,1082,ranking,1000,rbtree,linear
15600,12.8473,0.4602,55.6968,1.5926,0.4863,0.5106,1.0,1082,ranking,1000,rbtree,linear
15900,12.975,0.4847,55.5691,1.5453,0.5212,0.521,1.0,1082,ranking,1000,rbtree,linear
16000,12.6981,0.4932,55.846,1.5577,0.4557,0.5438,1.0,1082,ranking,1000,rbtree,linear
15800,13.0603,0.5637,55.4838,1.6141,0.4917,0.6299,1.0,1082,ranking,1000,rbtree,linear
15700,12.4383,0.4915,56.1058,1.507,0.4934,0.5301,1.0,1082,ranking,1000,rbtree,linear
16200,12.7153,0.4723,55.8288,1.583,0.4554,0.5215,1.0,1082,ranking,1000,rbtree,linear
16300,12.9053,0.4751,55.6388,1.5619,0.4944,0.5233,1.0,1082,ranking,1000,rbtree,linear
16100,12.6105,0.4882,55.9336,1.6255,0.4418,0.5355,1.0,1082,ranking,1000,rbtree,linear
16400,13.3061,0.4656,55.238,1.5941,0.4954,0.5174,1.0,1082,ranking,1000,rbtree,linear
16500,12.9871,0.4717,55.557,1.6143,0.4818,0.5156,1.0,1082,ranking,1000,rbtree,linear
16600,13.2827,0.4723,59.3883,1.6628,0.4833,0.5255,1.0,1082,ranking,1000,rbtree,linear
16900,13.1963,0.4849,59.4747,1.6309,0.491,0.5286,1.0,1082,ranking,1000,rbtree,linear
17000,13.4979,0.4817,59.1731,1.6493,0.5266,0.5323,1.0,1082,ranking,1000,rbtree,linear
16800,13.4743,0.4737,59.1967,1.653,0.4989,0.5169,1.0,1082,ranking,1000,rbtree,linear
16700,13.1406,0.5435,59.5303,1.6941,0.4464,0.6363,1.0,1082,ranking,1000,rbtree,linear
17100,14.3083,0.4882,58.3627,1.7133,0.573,0.5358,1.0,1082,ranking,1000,rbtree,linear
17400,13.6478,0.463,59.0232,1.6481,0.5191,0.5038,1.0,1082,ranking,1000,rbtree,linear
17500,14.1499,0.4885,58.5211,1.7646,0.5521,0.5312,1.0,1082,ranking,1000,rbtree,linear
17300,13.7823,0.4893,58.8887,1.7226,0.5176,0.5328,1.0,1082,ranking,1000,rbtree,linear
17200,13.7223,0.4655,58.9487,1.6737,0.5277,0.517,1.0,1082,ranking,1000,rbtree,linear
17600,13.6272,0.4762,59.0438,1.7044,0.4881,0.5308,1.0,1082,ranking,1000,rbtree,linear
17900,13.9052,0.4838,58.7658,1.7317,0.5055,0.5318,1.0,1082,ranking,1000,rbtree,linear
18000,14.4811,0.562,58.1898,1.8205,0.5294,0.6235,1.0,1082,ranking,1000,rbtree,linear
17800,14.3627,0.505,58.3083,1.8049,0.5551,0.5454,1.0,1082,ranking,1000,rbtree,linear
17700,13.8672,0.4889,58.8038,1.6871,0.4707,0.5401,1.0,1082,ranking,1000,rbtree,linear
18300,14.8585,0.499,64.8883,1.8559,0.5602,0.5447,1.0,1082,ranking,1000,rbtree,linear
18100,14.4248,0.5028,65.322,1.8341,0.5371,0.5446,1.0,1082,ranking,1000,rbtree,linear
18400,14.5621,0.4798,65.1847,1.7615,0.5985,0.5342,1.0,1082,ranking,1000,rbtree,linear
18500,14.3572,0.4881,65.3896,1.8352,0.5473,0.5491,1.0,1082,ranking,1000,rbtree,linear
18200,14.5625,0.4796,65.1843,1.8188,0.6044,0.5333,1.0,1082,ranking,1000,rbtree,linear
18600,14.692,0.4787,65.0548,1.7923,0.531,0.5352,1.0,1082,ranking,1000,rbtree,linear
18900,14.8774,0.4994,64.8695,1.8763,0.552,0.5434,1.0,1082,ranking,1000,rbtree,linear
19000,14.8204,0.4788,64.9264,1.8682,0.547,0.5349,1.0,1082,ranking,1000,rbtree,linear
18800,14.8742,0.4775,64.8726,1.8763,0.5524,0.5325,1.0,1082,ranking,1000,rbtree,linear
18700,15.0338,0.4679,64.7131,1.865,0.5897,0.5307,1.0,1082,ranking,1000,rbtree,linear
19200,15.1593,0.4779,64.5875,1.8709,0.6121,0.5336,1.0,1082,ranking,1000,rbtree,linear
19300,14.9631,0.4742,64.7837,1.8681,0.5779,0.5306,1.0,1082,ranking,1000,rbtree,linear
19100,14.4873,0.4663,65.2595,1.8342,0.5273,0.5243,1.0,1082,ranking,1000,rbtree,linear
19400,15.6134,0.4743,64.1334,1.9945,0.5766,0.533,1.0,1082,ranking,1000,rbtree,linear
19500,15.0657,0.4833,64.6811,1.8848,0.5936,0.5338,1.0,1082,ranking,1000,rbtree,linear
19700,15.8636,0.4754,19.059,1.9907,0.6326,0.5327,1.0,1082,ranking,1000,rbtree,linear
19600,15.8795,0.4769,19.0431,2.0054,0.6305,0.5321,1.0,1082,ranking,1000,rbtree,linear
19900,15.5347,0.4761,19.3879,1.9262,0.5718,0.5332,1.0,1082,ranking,1000,rbtree,linear
19800,15.1988,0.4757,19.7238,1.8907,0.5945,0.5331,1.0,1082,ranking,1000,rbtree,linear
20000,15.4763,0.4762,19.4463,1.9005,0.5796,0.5331,1.0,1082,ranking,1000,rbtree,linear
100,1.9164,0.4917,21.2214,0.1279,0.0082,0.4895,1.0,1082,ranking,1000,rbtree,linear
400,2.3171,0.5316,20.8207,0.1816,0.0149,0.5911,1.0,1082,ranking,1000,rbtree,linear
500,2.3727,0.5346,20.7651,0.1856,0.0195,0.5995,1.0,1082,ranking,1000,rbtree,linear
200,2.1334,0.4815,21.0044,0.1466,0.01,0.5177,1.0,1082,ranking,1000,rbtree,linear
300,12.4932,0.5282,10.6446,0.2913,0.0125,0.8163,6.5,1082,ranking,1000,rbtree,linear
600,2.3824,0.5801,20.7555,0.1991,0.0206,0.6168,1.0,1082,ranking,1000,rbtree,linear
900,2.5724,0.5019,20.5655,0.2064,0.0273,0.5459,1.0,1082,ranking,1000,rbtree,linear
1000,2.6256,0.6142,20.5122,0.2023,0.0332,0.5625,1.0,1082,ranking,1000,rbtree,linear
800,2.4305,0.5189,20.7074,0.1845,0.0249,0.5434,1.0,1082,ranking,1000,rbtree,linear
700,2.5109,0.5595,20.6269,0.2154,0.0224,0.6132,1.0,1082,ranking,1000,rbtree,linear
1100,2.7657,0.5409,20.3721,0.2444,0.0358,0.6286,1.0,1082,ranking,1000,rbtree,linear
1400,2.8641,0.4453,20.2737,0.2416,0.0418,0.5007,1.0,1082,ranking,1000,rbtree,linear
1500,3.1401,0.5836,19.9977,0.3081,0.0428,0.626,1.0,1082,ranking,1000,rbtree,linear
1200,2.881,0.5326,20.2568,0.2721,0.0356,0.6333,1.0,1082,ranking,1000,rbtree,linear
1300,2.8938,0.5828,20.244,0.2716,0.0367,0.6117,1.0,1082,ranking,1000,rbtree,linear
1600,3.0779,0.5761,18.1903,0.2981,0.0494,0.61,1.0,1082,ranking,1000,rbtree,linear
1900,3.1845,0.3876,18.0837,0.2985,0.0569,0.476,1.0,1082,ranking,1000,rbtree,linear
2000,3.2114,0.5662,18.0568,0.2865,0.0558,0.5912,1.0,1082,ranking,1000,rbtree,linear
1700,3.1208,0.5765,18.1474,0.276,0.0525,0.56,1.0,1082,ranking,1000,rbtree,linear
1800,3.1847,0.5585,18.0835,0.3084,0.0526,0.5926,1.0,1082,ranking,1000,rbtree,linear
2100,3.2936,0.5526,17.9745,0.3389,0.0597,0.6136,1.0,1082,ranking,1000,rbtree,linear
2400,3.5949,0.5779,17.6733,0.3552,0.07,0.6113,1.0,1082,ranking,1000,rbtree,linear
2500,3.5656,0.3664,17.7025,0.3417,0.0668,0.4404,1.0,1082,ranking,1000,rbtree,linear
2200,3.3681,0.513,17.9001,0.3106,0.0626,0.5087,1.0,1082,ranking,1000,rbtree,linear
2300,3.3699,0.446,17.8982,0.3121,0.0674,0.4666,1.0,1082,ranking,1000,rbtree,linear
2600,3.7148,0.5525,17.5534,0.3633,0.0758,0.5687,1.0,1082,ranking,1000,rbtree,linear
2900,3.8718,0.4883,17.3964,0.3887,0.0824,0.5868,1.0,1082,ranking,1000,rbtree,linear
3000,4.0928,0.572,17.1754,0.4289,0.0827,0.6135,1.0,1082,ranking,1000,rbtree,linear
2800,3.9104,0.5753,17.3577,0.3819,0.0894,0.6339,1.0,1082,ranking,1000,rbtree,linear
2700,3.6697,0.5004,17.5985,0.3473,0.0782,0.4929,1.0,1082,ranking,1000,rbtree,linear
3100,4.0084,0.5652,22.7456,0.4155,0.0872,0.6195,1.0,1082,ranking,1000,rbtree,linear
3400,4.1344,0.5272,22.6196,0.4255,0.0916,0.598,1.0,1082,ranking,1000,rbtree,linear
3500,4.4163,0.576,22.3376,0.444,0.1006,0.5625,1.0,1082,ranking,1000,rbtree,linear
3200,4.0021,0.5693,22.7519,0.3876,0.092,0.5734,1.0,1082,ranking,1000,rbtree,linear
3300,4.1141,0.576,22.6398,0.423,0.0885,0.6068,1.0,1082,ranking,1000,rbtree,linear
3600,4.5368,0.5455,22.2172,0.4594,0.1033,0.5544,1.0,1082,ranking,1000,rbtree,linear
3900,4.6028,0.4575,22.1511,0.4767,0.1123,0.4703,1.0,1082,ranking,1000,rbtree,linear
4000,4.6094,0.4998,22.1446,0.4793,0.1031,0.5884,1.0,1082,ranking,1000,rbtree,linear
3700,4.4261,0.4954,22.3279,0.4493,0.0995,0.5068,1.0,1082,ranking,1000,rbtree,linear
3800,4.5675,0.5636,22.1864,0.4867,0.1007,0.5907,1.0,1082,ranking,1000,rbtree,linear
4100,4.6379,0.5679,22.1161,0.5185,0.1173,0.6161,1.0,1082,ranking,1000,rbtree,linear
4400,5.0359,0.481,21.718,0.5017,0.1259,0.4893,1.0,1082,ranking,1000,rbtree,linear
4500,5.0532,0.4139,21.7008,0.5487,0.139,0.501,1.0,1082,ranking,1000,rbtree,linear
4200,4.8124,0.6152,21.9416,0.5245,0.119,0.6231,1.0,1082,ranking,1000,rbtree,linear
4300,5.1598,0.586,21.5942,0.5559,0.1254,0.6332,1.0,1082,ranking,1000,rbtree,linear
4600,5.2678,0.5109,26.3304,0.5577,0.1319,0.6255,1.0,1082,ranking,1000,rbtree,linear
4900,5.1703,0.4379,26.4279,0.5417,0.1332,0.4737,1.0,1082,ranking,1000,rbtree,linear
5000,5.5432,0.5796,26.055,0.5801,0.1412,0.6274,1.0,1082,ranking,1000,rbtree,linear
4700,5.2467,0.3662,26.3516,0.5337,0.1341,0.4689,1.0,1082,ranking,1000,rbtree,linear
4800,5.3517,0.5732,26.2465,0.5464,0.146,0.6175,1.0,1082,ranking,1000,rbtree,linear
5100,5.3761,0.5896,26.2222,0.592,0.1434,0.6181,1.0,1082,ranking,1000,rbtree,linear
5400,5.5768,0.5582,26.0214,0.625,0.1424,0.6366,1.0,1082,ranking,1000,rbtree,linear
5500,5.7049,0.5693,25.8934,0.6082,0.1666,0.5785,1.0,1082,ranking,1000,rbtree,linear
5200,5.5992,0.5802,25.999,0.6115,0.1496,0.6124,1.0,1082,ranking,1000,rbtree,linear
5300,5.6457,0.5904,25.9526,0.6267,0.1557,0.6325,1.0,1082,ranking,1000,rbtree,linear
5600,5.7975,0.5251,25.8008,0.6446,0.1606,0.5993,1.0,1082,ranking,1000,rbtree,linear
5900,6.1239,0.5757,25.4744,0.6824,0.1722,0.6386,1.0,1082,ranking,1000,rbtree,linear
6000,6.0589,0.562,25.5394,0.6736,0.1611,0.557,1.0,1082,ranking,1000,rbtree,linear
5800,5.746,0.3901,25.8523,0.6198,0.1569,0.5542,1.0,1082,ranking,1000,rbtree,linear
5700,5.8015,0.5536,25.7967,0.641,0.1572,0.6388,1.0,1082,ranking,1000,rbtree,linear
6100,6.1158,0.496,30.7069,0.6951,0.181,0.5791,1.0,1082,ranking,1000,rbtree,linear
6400,6.5762,0.4385,30.2465,0.7159,0.2,0.5325,1.0,1082,ranking,1000,rbtree,linear
6500,6.3412,0.5626,30.4815,0.7186,0.1739,0.5968,1.0,1082,ranking,1000,rbtree,linear
6200,6.1393,0.4437,30.6834,0.6721,0.1724,0.4801,1.0,1082,ranking,1000,rbtree,linear
6300,6.531,0.5641,30.2917,0.7348,0.2105,0.623,1.0,1082,ranking,1000,rbtree,linear
6600,6.5632,0.4605,30.2595,0.7555,0.1921,0.61,1.0,1082,ranking,1000,rbtree,linear
6900,6.6195,0.5304,30.2032,0.7528,0.1871,0.6227,1.0,1082,ranking,1000,rbtree,linear
7000,6.6969,0.5962,30.1258,0.7653,0.1843,0.6474,1.0,1082,ranking,1000,rbtree,linear
6700,6.3956,0.3896,30.4271,0.7096,0.1827,0.5088,1.0,1082,ranking,1000,rbtree,linear
6800,6.592,0.5269,30.2307,0.7451,0.1946,0.6186,1.0,1082,ranking,1000,rbtree,linear
7100,6.7179,0.4336,30.1048,0.7352,0.2146,0.4703,1.0,1082,ranking,1000,rbtree,linear
7400,7.1022,0.4893,29.7205,0.8039,0.2208,0.512,1.0,1082,ranking,1000,rbtree,linear
7500,7.0693,0.442,29.7534,0.7714,0.2271,0.488,1.0,1082,ranking,1000,rbtree,linear
7200,6.8625,0.4917,29.9602,0.7808,0.1935,0.5761,1.0,1082,ranking,1000,rbtree,linear
7300,6.9552,0.4442,29.8675,0.7822,0.2249,0.5079,1.0,1082,ranking,1000,rbtree,linear
7600,6.9744,0.5336,34.6032,0.8264,0.2155,0.6079,1.0,1082,ranking,1000,rbtree,linear
7900,7.4307,0.4774,34.1468,0.8141,0.237,0.4881,1.0,1082,ranking,1000,rbtree,linear
8000,7.4178,0.4449,34.1598,0.8438,0.2435,0.4709,1.0,1082,ranking,1000,rbtree,linear
7800,7.1851,0.4865,34.3925,0.7954,0.2148,0.5021,1.0,1082,ranking,1000,rbtree,linear
7700,7.0096,0.4917,34.568,0.7781,0.2059,0.5187,1.0,1082,ranking,1000,rbtree,linear
8100,7.5084,0.4518,34.0692,0.8885,0.2352,0.5885,1.0,1082,ranking,1000,rbtree,linear
8400,7.6535,0.5751,33.9241,0.9116,0.2309,0.6233,1.0,1082,ranking,1000,rbtree,linear
8500,7.5516,0.5103,34.0259,0.8665,0.2311,0.52,1.0,1082,ranking,1000,rbtree,linear
8200,7.8637,0.4752,33.7138,0.9095,0.2619,0.4931,1.0,1082,ranking,1000,rbtree,linear
8300,7.7337,0.4764,33.8438,0.8746,0.253,0.482,1.0,1082,ranking,1000,rbtree,linear
8600,7.8246,0.5617,33.7529,0.9246,0.2355,0.604,1.0,1082,ranking,1000,rbtree,linear
8900,7.9741,0.4639,33.6035,0.9199,0.2754,0.4802,1.0,1082,ranking,1000,rbtree,linear
9000,7.945,0.5653,33.6326,0.9353,0.238,0.63,1.0,1082,ranking,1000,rbtree,linear
8700,7.6929,0.4537,33.8847,0.8995,0.234,0.5981,1.0,1082,ranking,1000,rbtree,linear
8800,7.9732,0.5513,33.6044,0.9592,0.2527,0.6047,1.0,1082,ranking,1000,rbtree,linear
9100,7.9521,0.5658,39.3897,0.9268,0.2681,0.5822,1.0,1082,ranking,1000,rbtree,linear
9400,8.1576,0.557,39.1842,0.9573,0.2686,0.6315,1.0,1082,ranking,1000,rbtree,linear
9500,8.2792,0.4677,39.0627,0.9421,0.2851,0.5046,1.0,1082,ranking,1000,rbtree,linear
9200,8.1025,0.5867,39.2393,0.9425,0.2509,0.633,1.0,1082,ranking,1000,rbtree,linear
9300,8.0748,0.5714,39.267,0.9398,0.2448,0.5906,1.0,1082,ranking,1000,rbtree,linear
9700,8.4495,0.4393,38.8924,0.9909,0.2668,0.5521,1.0,1082,ranking,1000,rbtree,linear
9800,8.5391,0.5513,38.8028,1.0185,0.2737,0.626,1.0,1082,ranking,1000,rbtree,linear
9600,8.2901,0.4933,39.0518,0.9457,0.2756,0.5184,1.0,1082,ranking,1000,rbtree,linear
9900,8.6733,0.5701,38.6685,1.0281,0.2827,0.5876,1.0,1082,ranking,1000,rbtree,linear
10000,8.6808,0.4441,38.6611,1.0279,0.3006,0.4874,1.0,1082,ranking,1000,rbtree,linear
10300,8.7194,0.4622,38.6224,1.0248,0.2818,0.5008,1.0,1082,ranking,1000,rbtree,linear
10200,9.2664,0.5752,38.0755,1.1317,0.3201,0.5999,1.0,1082,ranking,1000,rbtree,linear
10100,9.1283,0.5928,38.2136,1.0676,0.2843,0.6374,1.0,1082,ranking,1000,rbtree,linear
10400,9.0801,0.5328,38.2617,1.0975,0.3051,0.6136,1.0,1082,ranking,1000,rbtree,linear
10500,8.9444,0.5214,38.3974,1.0483,0.2824,0.5382,1.0,1082,ranking,1000,rbtree,linear
10600,9.2048,0.4618,42.5538,1.0956,0.3328,0.5136,1.0,1082,ranking,1000,rbtree,linear
10900,9.4265,0.5576,42.3321,1.1133,0.3019,0.6346,1.0,1082,ranking,1000,rbtree,linear
11000,10.0185,0.4989,41.7401,1.1496,0.349,0.5285,1.0,1082,ranking,1000,rbtree,linear
10700,9.1459,0.4461,42.6128,1.0705,0.3186,0.4836,1.0,1082,ranking,1000,rbtree,linear
10800,9.1772,0.4869,42.5814,1.0767,0.291,0.5144,1.0,1082,ranking,1000,rbtree,linear
11100,9.0633,0.5249,42.6953,1.0427,0.2965,0.542,1.0,1082,ranking,1000,rbtree,linear
11400,9.5283,0.5099,42.2304,1.1005,0.3116,0.5293,1.0,1082,ranking,1000,rbtree,linear
11500,9.5317,0.4483,42.2269,1.1395,0.3172,0.5111,1.0,1082,ranking,1000,rbtree,linear
11300,9.3285,0.5705,42.4301,1.1267,0.3057,0.6243,1.0,1082,ranking,1000,rbtree,linear
11200,9.6233,0.5498,42.1353,1.1747,0.328,0.6352,1.0,1082,ranking,1000,rbtree,linear
11600,9.907,0.5463,41.8516,1.1862,0.3501,0.6243,1.0,1082,ranking,1000,rbtree,linear
11900,9.9727,0.4768,41.7859,1.1946,0.3497,0.5138,1.0,1082,ranking,1000,rbtree,linear
12000,9.9404,0.4667,41.8182,1.1638,0.3478,0.4997,1.0,1082,ranking,1000,rbtree,linear
11800,9.7904,0.4409,41.9682,1.1951,0.3153,0.5207,1.0,1082,ranking,1000,rbtree,linear
11700,9.8782,0.5623,41.8804,1.1952,0.3302,0.6051,1.0,1082,ranking,1000,rbtree,linear
12200,10.1093,0.5631,46.6037,1.2381,0.3293,0.6153,1.0,1082,ranking,1000,rbtree,linear
12100,10.2201,0.5666,46.4928,1.246,0.3465,0.6232,1.0,1082,ranking,1000,rbtree,linear
12400,10.3258,0.4502,46.3872,1.2211,0.3477,0.4956,1.0,1082,ranking,1000,rbtree,linear
12500,10.1796,0.5048,46.5333,1.2139,0.338,0.5489,1.0,1082,ranking,1000,rbtree,linear
12300,10.1051,0.4574,46.6078,1.2047,0.347,0.5006,1.0,1082,ranking,1000,rbtree,linear
12700,10.9603,0.45,45.7526,1.324,0.4261,0.4884,1.0,1082,ranking,1000,rbtree,linear
12800,10.5292,0.4795,46.1837,1.269,0.3541,0.5162,1.0,1082,ranking,1000,rbtree,linear
12600,10.5097,0.4393,46.2032,1.248,0.3737,0.4808,1.0,1082,ranking,1000,rbtree,linear
12900,11.0217,0.5579,45.6912,1.3192,0.3667,0.5993,1.0,1082,ranking,1000,rbtree,linear
13000,11.0545,0.5749,45.6584,1.3741,0.3805,0.622,1.0,1082,ranking,1000,rbtree,linear
