Iteration,Mean,Std
1.0,674.2312012513479,21.715963719906863
2.0,558.1926823457082,19.886428081730692
3.0,574.8350811799368,19.514003574739622
4.0,469.0401159127553,22.112035244807277
5.0,395.35888934135437,17.347198438317818
6.0,329.46529547373456,29.56008180942413
7.0,296.6145164966583,5.908965611855274
8.0,257.64456335703534,3.135500654851587
9.0,239.53776733080545,2.538604016475159
10.0,205.47765445709229,0.23522567760824248
11.0,181.70295000076294,1.4795292402646365
12.0,162.74970197677612,0.15769404502942339
13.0,147.65339771906534,1.149105645867349
14.0,134.754016717275,0.28907607419040215
15.0,124.23845942815144,0.30144126095785095
16.0,112.03481260935466,0.20726497017554507
17.0,104.69238257408142,0.0997757422358673
18.0,98.73431881268819,0.16794207208317663
19.0,94.12876995404561,0.1498454888587359
20.0,91.47041447957356,0.06897001363462278
21.0,90.49949328104655,0.14367825291589617
22.0,90.07493654886882,0.2614622584211003
23.0,90.51699924468994,0.2164573174759874
24.0,89.45442406336467,0.07487723294529428
25.0,86.91870760917664,0.10472495903563334
