Number of features,Execution time,Predicted time
65,0.64307,1.8508
66,1.51479,1.8508
67,0.64368,1.8508
68,1.05657,1.8508
69,0.6444850000000001,1.8508
70,1.3168933333333335,1.8508
71,0.64633,1.8508000000000002
72,0.8549227272727272,1.8507999999999993
73,1.1982325,1.8508
74,0.8415958333333333,1.8507999999999998
75,0.9672274999999999,1.8508
76,0.8875433333333334,1.8507999999999998
77,0.9039200000000001,1.8508000000000002
78,1.1377785714285713,1.8508000000000002
79,0.9252633333333334,1.8507999999999998
80,0.651705,1.8508
81,0.9512483333333333,1.8508000000000002
82,0.6326216666666666,1.8839
83,0.9683980000000001,1.8839
84,0.7732399999999999,1.8839
85,0.8020266666666667,1.8839000000000006
86,0.8479033333333333,1.8839000000000006
87,1.1563033333333335,1.8838999999999995
88,1.0735800000000002,1.8838999999999995
89,0.9653700000000001,1.8839
90,0.7848583333333331,1.8839
91,0.8457399999999999,1.8839
92,0.9391449999999999,1.8839
93,0.922785,1.8839
94,0.6574900000000001,1.8839
95,0.6542250000000001,1.8838999999999995
96,0.6575124999999999,1.8839
97,1.440985,1.8838999999999995
98,1.55931,1.8839
99,0.6531100000000001,1.8839
100,0.6581600000000001,1.8839
101,0.663315,1.4632
103,0.656655,1.4632
104,1.1887725,1.4632
105,0.8233700000000003,1.4632
106,0.862175,1.4632
107,0.6658350000000001,1.4632
108,0.8544550000000001,1.4632
109,0.659725,1.4632
110,0.8113940000000001,1.4632000000000003
111,1.2086666666666666,1.4632
112,0.96728,1.4632
113,0.6616000000000001,1.4632
114,0.6839114285714286,1.4632000000000003
115,1.1750479999999999,1.4632000000000003
116,0.6648299999999999,1.4632
117,0.7982033333333333,1.4632000000000003
118,0.6683100000000001,1.4632
119,0.6653399999999999,1.4632
120,0.6663199999999999,1.4632
121,0.6716400000000001,1.4632
122,0.669935,1.4632
123,1.56767,1.4632
124,1.4059300000000001,1.4632
126,1.342285,1.8036999999999999
127,0.66591,1.8036999999999999
128,0.67113,1.8036999999999999
129,0.6722300000000001,1.8036999999999999
130,1.49949,1.8036999999999999
131,0.8669550000000001,1.8036999999999999
132,0.9755050000000001,1.8036999999999999
133,0.6750657142857145,1.8037000000000003
134,1.6219875000000001,1.8036999999999999
135,0.6800849999999999,1.8036999999999999
136,0.67619,1.8036999999999999
137,1.13686,1.8037
138,0.6791966666666667,1.5082999999999995
139,1.006845,1.5083000000000004
140,1.272094,1.5083000000000002
141,0.7687433333333333,1.5083000000000004
142,1.3778074999999999,1.5083
143,1.1856920000000002,1.5083000000000002
144,1.0484233333333335,1.5082999999999998
145,1.0855966666666668,1.5083000000000004
146,0.68143,1.5082999999999995
147,0.9571237499999998,1.5083
148,0.6808700000000002,1.5082999999999995
149,1.102554,1.5083000000000002
150,0.6913400000000001,1.5082999999999998
151,1.0390100000000002,1.5082999999999998
152,0.8257966666666667,1.5083000000000004
153,1.9665666666666664,1.5082999999999995
154,1.0044599999999997,1.5082999999999995
155,1.09015,0.8902
156,0.8536042857142858,0.8902
157,1.09731,0.8902
158,0.6856933333333334,0.8902
159,0.8986585714285713,0.8902
160,1.06194,0.8901999999999999
161,0.7138100000000001,0.8901999999999999
162,0.6904699999999999,0.8901999999999999
163,0.68712,0.8901999999999999
164,0.6919000000000001,0.8901999999999999
165,1.2293928571428565,0.8902
166,0.68874,0.8901999999999999
167,1.32657,0.8902
169,0.6913100000000001,0.8901999999999999
170,1.0316733333333332,0.8902
171,0.6928,0.8901999999999999
172,0.6937599999999999,0.8901999999999999
173,0.7337733333333335,0.7986000000000001
174,1.8547799999999999,0.7986000000000001
175,1.278695,0.7986
178,0.8605349999999999,0.7986000000000001
180,0.695735,0.7986000000000001
182,0.6977399999999999,0.7986000000000001
