Iteration,Mean,Std
1.0,704.168332417806,45.40567312618657
2.0,515.0414187908173,31.95954131734312
3.0,363.471559604009,31.638506825085543
4.0,307.51063625017804,17.927022015423585
5.0,291.9839786688487,19.302897055474524
6.0,262.5587685902913,8.465610571766074
7.0,252.70860878626505,6.857138074642495
8.0,211.41740584373474,5.745328994928119
9.0,213.63962332407633,6.021786284961092
10.0,182.5588033994039,1.6933321585165664
11.0,179.44722986221313,3.4981811707590316
12.0,163.92391419410706,12.342178959773626
13.0,174.2825543085734,2.8151723187060074
14.0,199.7455314795176,3.7646087531821717
15.0,195.57724181811014,6.733423627903851
16.0,180.40323241551718,0.9609755540626834
17.0,184.68652439117432,1.9556875190903726
20.0,193.24877834320068,5.789867017514127
21.0,209.6619642575582,13.77080044790259
22.0,171.64670991897583,1.425532467707662
23.0,178.96357123057047,3.0603858242621333
24.0,177.42170373598734,2.212284051762958
25.0,176.8338402112325,1.7936560566848552
