Iteration,Mean,Std
1.0,81.81957332293193,45.40567312618657
2.0,64.58882689476013,31.95954131734312
3.0,80.94467568397522,57.368730216446004
4.0,43.754560788472496,17.927022015423585
5.0,45.18261965115865,19.302897055474524
6.0,31.98593012491862,8.465610571766074
7.0,31.230816682179768,6.857138074642495
8.0,23.381459712982178,5.745328994928119
9.0,24.45652683575948,6.021786284961093
10.0,17.39606253306071,1.6933321585165664
11.0,22.167662858963013,3.4981811707590316
12.0,30.906080961227417,12.401648393080436
13.0,29.82559545834859,2.8151723187060074
14.0,29.317484696706135,3.7646087531821717
15.0,63.93911417325338,6.733423627903851
16.0,22.496217171351116,0.9609755540626834
17.0,21.51491355895996,1.9556875190903726
20.0,29.345884084701538,5.789867017514127
21.0,85.90404931704204,13.77080044790259
22.0,21.695576429367065,1.425532467707662
23.0,27.54673178990682,3.0603858242621333
24.0,24.59670360883077,2.212284051762958
25.0,15.579858223597208,1.7936560566848554
