Iteration,Mean,Std
1.0,693.2231015364329,38.10394277862803
2.0,508.923645178477,13.747931747552574
3.0,354.8648564020793,16.21888696844265
4.0,308.4427375793457,18.263980429985175
5.0,291.9646695454915,12.829386333871991
6.0,262.98243649800617,6.508333601191003
7.0,256.09333697954816,9.272104998592397
8.0,211.71635055541992,3.304600439107325
9.0,214.13242387771606,6.059754361787416
10.0,183.8374191125234,1.8312285911619377
11.0,180.57377274831137,1.1663566756792831
12.0,164.94721055030823,0.9120846553748672
13.0,174.9276519616445,2.462742904959589
14.0,200.49924039840698,3.5812299160408934
15.0,195.9821534951528,1.3260265253782006
16.0,181.47630111376444,5.495876601905171
17.0,186.2276128133138,8.8567661459281
18.0,189.2521390914917,4.00506213872563
19.0,191.17118120193481,10.729141005473455
20.0,194.45181997617087,2.8999550507935097
21.0,211.07704186439514,11.259645283459632
22.0,172.42058610916138,1.0636172393028078
23.0,179.77703460057577,5.797243926368713
24.0,178.13233749071756,1.185411608844647
25.0,177.29584423700967,0.37612063922037203
