Iteration,Mean,Std
1.0,151.74897185961404,0.9266985796098315
2.0,149.12616682052612,2.638447348152549
3.0,128.37377389272055,2.2611469564876536
4.0,116.48141853014629,4.856054845644584
5.0,131.8510201772054,2.988824226327076
6.0,126.89806342124939,0.45798717062480887
7.0,121.29226477940877,1.6710751054206998
8.0,118.53099648157756,0.5775583002410913
9.0,115.80732607841492,0.285021786337949
10.0,114.65001050631206,0.6158572009970448
11.0,114.82890582084656,1.0997551696548222
12.0,113.74229709307353,0.30361132993221107
13.0,115.80914783477783,1.6510810775486466
14.0,116.2776870727539,0.9516875170866911
15.0,114.85098854700725,1.0853862777927736
16.0,115.72729158401489,0.5280005390808653
17.0,115.00012270609538,0.6709598253364671
18.0,113.94107675552368,0.6918428840288295
19.0,114.74461054801941,0.7403312591082335
20.0,114.10248446464539,0.21353730053648928
21.0,115.19880779584248,1.6285160580485585
22.0,115.90677626927693,1.3475974484546969
23.0,114.43776202201843,1.655895751120407
24.0,114.49806078275044,0.8635792252515637
25.0,114.16918937365215,0.8982946459624791
