Iteration,Mean,Std
1.0,1761.110806465149,172.4103750592982
2.0,1206.5465488433838,141.7334544993927
3.0,844.0880870819092,74.25412444692599
4.0,725.4270896116892,65.35660961009742
5.0,663.4308702945709,57.77260362011355
7.0,536.8912130991617,40.455381639258114
8.0,494.6575885613759,36.567215029436674
9.0,464.731529156367,30.712840336357182
10.0,441.6583805878957,27.583567298990513
11.0,418.47067364056903,24.924424792593904
12.0,400.6386830012004,21.876655974028502
13.0,386.38597536087036,17.749745066639
14.0,369.38714186350506,16.121608804445444
15.0,359.5866661866506,14.183683322854264
16.0,352.74532492955524,15.240261273235792
17.0,348.11755871772766,12.09851901653878
18.0,339.87069423993427,10.931848885027696
19.0,336.33391427993774,55.372240074409966
21.0,330.0751148064931,5.224928012337463
22.0,325.4292130470276,7.137486204510948
23.0,330.10037541389465,6.897670934086569
24.0,324.0761561393738,8.8585847836025
25.0,364.7688539028168,5.6727534514089655
