Iteration,Mean,Std
1.0,261.09601950645447,155.76575569680767
2.0,173.71255294481912,100.96398867162148
3.0,161.9153565565745,94.24840982957456
4.0,122.48706062634785,67.40691896394387
5.0,105.36783973375957,55.649394404833416
6.0,95.61889783541362,48.459524425814735
7.0,80.46578637758891,40.53378255275736
8.0,67.84229548772176,34.78471182668218
9.0,60.19315004348755,29.65320071157033
10.0,54.99278481801351,26.269424100429696
11.0,51.14523466428121,23.585460582391274
12.0,48.648045460383095,22.547585345001096
13.0,45.09793837865194,20.069235870275357
14.0,40.50306463241577,16.911614140327256
15.0,37.35933796564738,14.87505408137162
16.0,35.46898182233175,13.630797628892198
17.0,36.19497879346212,13.504525956334609
18.0,33.38810666402181,11.706852040535345
19.0,36.79952319463094,14.613398745203693
20.0,37.95272318522135,14.867745235286945
21.0,32.79579679171244,11.29826087515352
22.0,29.796478192011516,9.846591972119484
23.0,38.74196871121725,13.660934880687954
24.0,26.676645914713543,7.56922771640342
25.0,56.15273507436117,21.121344996189922
