Iteration,Mean,Std
1.0,1758.1991057395935,155.76575569680767
2.0,1208.5747164090474,100.96398867162148
3.0,850.0693360169729,94.24840982957456
4.0,725.4291664759318,67.40691896394387
5.0,660.8459561665853,55.649394404833416
6.0,583.3635526498159,48.45952442581474
7.0,536.423014720281,40.53378255275736
8.0,492.96347467104596,34.78471182668218
9.0,457.6521990299225,29.65320071157033
10.0,436.22910110155743,26.269424100429696
11.0,412.836562315623,23.585460582391274
12.0,397.11825307210285,22.547585345001096
13.0,384.93484322230023,20.069235870275357
14.0,367.1086027622223,16.911614140327256
15.0,357.11884291966754,14.87505408137162
16.0,350.40984503428143,13.630797628892198
17.0,345.9881357351939,13.504525956334613
18.0,338.19343105951947,11.706852040535345
19.0,336.4259230295817,14.613398745203693
20.0,330.3213055928548,14.867745235286945
21.0,330.1676123936971,11.29826087515352
22.0,323.99599560101825,9.846591972119484
23.0,328.4298686186473,13.660934880687954
24.0,321.7930796941121,7.569227716403419
25.0,364.375022093455,21.121344996189922
