Number of features,Number of samples,Execution time,Fitness,Train score,Test time,Number of iterations,Time by iteration,Max iterations,Optimizer,Kernel
20,100,1.2253,0.7544,0.0,0.0025,12,0.0037,1000,avltree,1
22,100,1.2325,0.6377,0.0,0.0023,15,0.0043,1000,avltree,1
27,100,1.2532,0.6416,0.0,0.0023,15,0.0047,1000,avltree,1
21,100,1.2191,0.7053,0.0,0.0024,12,0.0044,1000,avltree,1
18,100,1.2196,0.7497,0.0,0.0023,13,0.0034,1000,avltree,1
24,100,1.2729,0.6711,0.0,0.0022,16,0.0055,1000,avltree,1
21,100,1.1923,0.5817,0.0,0.0022,13,0.0036,1000,avltree,1
26,100,1.2353,0.8242,0.0,0.0022,14,0.004,1000,avltree,1
16,100,1.1883,0.5903,0.0,0.0022,11,0.0031,1000,avltree,1
15,100,1.2501,0.6182,0.0,0.0025,11,0.0036,1000,avltree,1
23,100,1.1935,0.6263,0.0,0.0021,12,0.0039,1000,avltree,1
21,100,1.1772,0.8408,0.0,0.0022,13,0.004,1000,avltree,1
23,100,1.192,0.8002,0.0,0.0022,14,0.0034,1000,avltree,1
18,100,1.1931,0.7786,0.0,0.0023,12,0.0039,1000,avltree,1
13,100,1.2267,0.7033,0.0,0.0022,10,0.0027,1000,avltree,1
21,100,1.2089,0.6315,0.0,0.0023,14,0.0034,1000,avltree,1
17,100,1.1967,0.6351,0.0,0.0022,13,0.003,1000,avltree,1
22,100,1.2146,0.8314,0.0,0.0022,14,0.0037,1000,avltree,1
22,100,1.2109,0.7351,0.0,0.0022,13,0.0033,1000,avltree,1
18,100,1.2021,0.6464,0.0,0.0022,11,0.0031,1000,avltree,1
23,100,1.2144,0.7023,0.0,0.0024,15,0.0037,1000,avltree,1
19,100,1.1631,0.7683,0.0,0.0023,12,0.0041,1000,avltree,1
27,100,1.2578,0.8256,0.0,0.0023,16,0.0054,1000,avltree,1
24,100,1.187,0.6975,0.0,0.0022,14,0.0036,1000,avltree,1
24,100,1.2612,0.796,0.0,0.0022,15,0.0053,1000,avltree,1
23,100,1.2111,0.6789,0.0,0.0022,14,0.0037,1000,avltree,1
20,100,1.1684,0.7349,0.0,0.0021,13,0.0033,1000,avltree,1
12,100,1.1716,0.732,0.0,0.0021,11,0.0027,1000,avltree,1
20,100,1.1689,0.7485,0.0,0.0021,12,0.0035,1000,avltree,1
14,100,2.0903,0.7576,0.0,0.0048,11,0.0073,1000,avltree,1
20,100,2.1857,0.5924,0.0,0.0028,11,0.0051,1000,avltree,1
12,100,2.1303,0.6799,0.0,0.0024,9,0.0034,1000,avltree,1
14,100,2.0812,0.574,0.0,0.0029,11,0.004,1000,avltree,1
23,100,2.2616,0.8275,0.0,0.003,14,0.0065,1000,avltree,1
14,100,2.0691,0.7205,0.0,0.0029,11,0.007,1000,avltree,1
27,100,2.138,0.8405,0.0,0.0028,15,0.0092,1000,avltree,1
17,100,2.098,0.7804,0.0,0.0053,12,0.0063,1000,avltree,1
16,100,2.1012,0.6388,0.0,0.0029,12,0.0048,1000,avltree,1
18,100,2.0471,0.7768,0.0,0.0029,13,0.0056,1000,avltree,1
19,100,2.1278,0.691,0.0,0.003,12,0.0073,1000,avltree,1
21,100,2.1037,0.7492,0.0,0.0029,13,0.007,1000,avltree,1
17,100,1.9578,0.6844,0.0,0.0031,11,0.0048,1000,avltree,1
22,100,2.1269,0.7071,0.0,0.0029,14,0.01,1000,avltree,1
14,100,1.9782,0.7384,0.0,0.0029,11,0.0048,1000,avltree,1
17,100,2.0915,0.7199,0.0,0.003,13,0.0064,1000,avltree,1
15,100,2.06,0.5674,0.0,0.0043,11,0.0064,1000,avltree,1
17,100,2.0062,0.6837,0.0,0.003,11,0.0073,1000,avltree,1
17,100,1.9154,0.6413,0.0,0.003,10,0.0069,1000,avltree,1
16,100,2.0589,0.7537,0.0,0.005,12,0.0091,1000,avltree,1
15,100,2.1978,0.718,0.0,0.0029,12,0.0098,1000,avltree,1
19,100,2.0566,0.782,0.0,0.0024,11,0.0064,1000,avltree,1
21,100,2.1729,0.7858,0.0,0.0086,14,0.0066,1000,avltree,1
17,100,2.223,0.6739,0.0,0.0027,12,0.0076,1000,avltree,1
13,100,1.9529,0.6218,0.0,0.0026,11,0.0039,1000,avltree,1
18,100,2.0842,0.7638,0.0,0.003,11,0.0103,1000,avltree,1
17,100,2.2007,0.6711,0.0,0.0029,12,0.0051,1000,avltree,1
18,100,2.111,0.7335,0.0,0.0029,12,0.0051,1000,avltree,1
19,100,2.0989,0.7093,0.0,0.0038,12,0.0058,1000,avltree,1
17,100,2.1595,0.5393,0.0,0.0028,11,0.0055,1000,avltree,1
21,100,2.0829,0.6664,0.0,0.0029,13,0.0062,1000,avltree,1
21,100,2.02,0.7612,0.0,0.0028,15,0.0069,1000,avltree,1
22,100,2.1081,0.6633,0.0,0.003,14,0.0082,1000,avltree,1
20,100,2.1738,0.6808,0.0,0.003,13,0.0069,1000,avltree,1
22,100,2.1329,0.6796,0.0,0.0031,13,0.0077,1000,avltree,1
17,100,2.0343,0.6672,0.0,0.0029,12,0.0077,1000,avltree,1
19,100,2.045,0.7132,0.0,0.003,12,0.0053,1000,avltree,1
20,100,2.1153,0.8009,0.0,0.0031,14,0.0074,1000,avltree,1
23,100,2.0424,0.7205,0.0,0.0031,14,0.0086,1000,avltree,1
17,100,1.8743,0.6164,0.0,0.0023,11,0.0043,1000,avltree,1
16,100,2.0962,0.6841,0.0,0.0053,9,0.0041,1000,avltree,1
19,100,2.2278,0.7215,0.0,0.0029,14,0.0058,1000,avltree,1
21,100,2.0393,0.8408,0.0,0.0028,14,0.006,1000,avltree,1
18,100,2.0727,0.7716,0.0,0.0027,10,0.0051,1000,avltree,1
16,100,2.1446,0.751,0.0,0.0028,12,0.0046,1000,avltree,1
18,100,2.1331,0.7199,0.0,0.0029,12,0.0063,1000,avltree,1
16,100,2.197,0.63,0.0,0.0029,13,0.005,1000,avltree,1
12,100,2.1696,0.5997,0.0,0.0029,10,0.0048,1000,avltree,1
19,100,2.2084,0.7911,0.0,0.0029,14,0.0063,1000,avltree,1
21,100,2.0118,0.6273,0.0,0.0026,13,0.0066,1000,avltree,1
20,100,2.0994,0.7447,0.0,0.003,13,0.0058,1000,avltree,1
14,100,2.0344,0.6998,0.0,0.0028,11,0.0052,1000,avltree,1
17,100,2.0966,0.6484,0.0,0.0027,12,0.0055,1000,avltree,1
16,100,2.0686,0.6972,0.0,0.0058,11,0.0057,1000,avltree,1
18,100,2.0899,0.7094,0.0,0.004,10,0.0045,1000,avltree,1
16,100,2.1906,0.7494,0.0,0.0028,12,0.0052,1000,avltree,1
17,100,2.0803,0.7543,0.0,0.0049,11,0.0047,1000,avltree,1
17,100,2.0796,0.7936,0.0,0.0042,12,0.0068,1000,avltree,1
15,100,2.0783,0.8014,0.0,0.0029,11,0.006,1000,avltree,1
14,100,2.0024,0.6959,0.0,0.0029,10,0.0061,1000,avltree,1
16,100,2.1106,0.7601,0.0,0.0029,11,0.005,1000,avltree,1
14,100,2.0062,0.5905,0.0,0.0027,11,0.0046,1000,avltree,1
14,100,2.1673,0.7358,0.0,0.003,12,0.0071,1000,avltree,1
15,100,2.2062,0.7523,0.0,0.0034,11,0.0056,1000,avltree,1
19,100,2.2555,0.7462,0.0,0.0028,13,0.0063,1000,avltree,1
11,100,2.0546,0.6368,0.0,0.0029,11,0.0037,1000,avltree,1
16,100,2.0869,0.8194,0.0,0.0043,12,0.0101,1000,avltree,1
17,100,2.0451,0.6412,0.0,0.0031,11,0.0046,1000,avltree,1
16,100,2.04,0.7442,0.0,0.0032,11,0.0052,1000,avltree,1
16,100,2.0937,0.7241,0.0,0.0048,11,0.0065,1000,avltree,1
18,100,2.0947,0.8404,0.0,0.003,12,0.0058,1000,avltree,1
10,100,2.0664,0.5159,0.0,0.0027,9,0.0038,1000,avltree,1
18,100,2.0504,0.7189,0.0,0.0037,12,0.005,1000,avltree,1
18,100,2.0804,0.7969,0.0,0.003,13,0.0075,1000,avltree,1
14,100,2.0743,0.6563,0.0,0.0029,10,0.0042,1000,avltree,1
17,100,2.0956,0.6858,0.0,0.0026,11,0.0046,1000,avltree,1
20,100,2.0842,0.7647,0.0,0.0029,12,0.0092,1000,avltree,1
13,100,2.1235,0.7458,0.0,0.0029,11,0.0053,1000,avltree,1
15,100,2.07,0.6835,0.0,0.0032,11,0.0068,1000,avltree,1
10,100,2.14,0.5179,0.0,0.0029,8,0.0073,1000,avltree,1
13,100,1.2274,0.7075,0.0,0.0024,10,0.0042,1000,avltree,1
16,100,1.2413,0.8051,0.0,0.0019,11,0.0031,1000,avltree,1
18,100,1.1821,0.7323,0.0,0.002,13,0.0033,1000,avltree,1
18,100,1.1657,0.6998,0.0,0.0023,10,0.003,1000,avltree,1
17,100,1.1697,0.7278,0.0,0.0021,11,0.0029,1000,avltree,1
19,100,1.1561,0.6991,0.0,0.0022,11,0.0035,1000,avltree,1
16,100,1.1594,0.7237,0.0,0.0025,13,0.0037,1000,avltree,1
10,100,1.1393,0.5987,0.0,0.002,10,0.0023,1000,avltree,1
15,100,1.2344,0.7176,0.0,0.0024,11,0.0039,1000,avltree,1
12,100,1.1333,0.7009,0.0,0.0022,11,0.0031,1000,avltree,1
21,100,1.2105,0.7982,0.0,0.0022,13,0.0035,1000,avltree,1
13,100,1.1458,0.662,0.0,0.0022,10,0.0027,1000,avltree,1
17,100,1.2049,0.6433,0.0,0.0021,12,0.0031,1000,avltree,1
19,100,1.1746,0.6513,0.0,0.0023,13,0.0031,1000,avltree,1
15,100,1.2039,0.7251,0.0,0.0021,10,0.0028,1000,avltree,1
11,100,1.1643,0.7257,0.0,0.002,9,0.0025,1000,avltree,1
22,100,1.208,0.858,0.0,0.0022,14,0.0037,1000,avltree,1
11,100,1.1874,0.6111,0.0,0.0021,10,0.0027,1000,avltree,1
18,100,1.1638,0.7814,0.0,0.002,12,0.0032,1000,avltree,1
11,100,1.1752,0.6842,0.0,0.002,10,0.0024,1000,avltree,1
14,100,2.1839,0.6089,0.0,0.0055,10,0.0056,1000,avltree,1
12,100,2.0798,0.5499,0.0,0.0088,10,0.0054,1000,avltree,1
17,100,2.0327,0.7595,0.0,0.0026,12,0.005,1000,avltree,1
16,100,1.9886,0.5106,0.0,0.003,11,0.0051,1000,avltree,1
15,100,1.975,0.6323,0.0,0.0028,10,0.0068,1000,avltree,1
20,100,2.159,0.8206,0.0,0.003,14,0.0096,1000,avltree,1
17,100,1.9973,0.7187,0.0,0.003,13,0.0072,1000,avltree,1
11,100,2.0095,0.781,0.0,0.0029,10,0.006,1000,avltree,1
17,100,1.9381,0.8027,0.0,0.0066,13,0.011,1000,avltree,1
20,100,2.0005,0.7013,0.0,0.003,14,0.007,1000,avltree,1
13,100,1.9345,0.7556,0.0,0.0058,12,0.0077,1000,avltree,1
17,100,1.966,0.6725,0.0,0.0029,10,0.008,1000,avltree,1
18,100,1.987,0.8163,0.0,0.003,12,0.0078,1000,avltree,1
14,100,1.9302,0.7475,0.0,0.0029,11,0.0064,1000,avltree,1
18,100,2.1469,0.7099,0.0,0.0029,12,0.0055,1000,avltree,1
17,100,1.9544,0.7277,0.0,0.0058,12,0.0069,1000,avltree,1
19,100,2.0114,0.668,0.0,0.003,13,0.0093,1000,avltree,1
14,100,2.122,0.7758,0.0,0.0029,12,0.0062,1000,avltree,1
18,100,2.0093,0.7582,0.0,0.003,13,0.0081,1000,avltree,1
15,100,1.9736,0.7381,0.0,0.0029,12,0.0046,1000,avltree,1
12,100,1.1653,0.6859,0.0,0.0019,11,0.0028,1000,avltree,1
16,100,1.1548,0.7638,0.0,0.0019,11,0.0026,1000,avltree,1
14,100,1.1511,0.7199,0.0,0.0021,11,0.0028,1000,avltree,1
16,100,1.2079,0.6863,0.0,0.0022,12,0.0032,1000,avltree,1
15,100,1.1864,0.6526,0.0,0.0021,12,0.003,1000,avltree,1
11,100,1.1521,0.6372,0.0,0.002,10,0.0025,1000,avltree,1
15,100,1.168,0.7226,0.0,0.0023,11,0.0029,1000,avltree,1
16,100,1.1783,0.6551,0.0,0.0022,12,0.0029,1000,avltree,1
12,100,1.2384,0.6968,0.0,0.0025,10,0.0038,1000,avltree,1
12,100,1.1673,0.7216,0.0,0.002,11,0.003,1000,avltree,1
16,100,1.164,0.7409,0.0,0.0023,9,0.0037,1000,avltree,1
12,100,1.2017,0.6881,0.0,0.0024,10,0.0034,1000,avltree,1
15,100,1.1816,0.6464,0.0,0.0026,11,0.0035,1000,avltree,1
18,100,1.2646,0.7978,0.0,0.0021,12,0.0037,1000,avltree,1
13,100,1.1728,0.6657,0.0,0.0023,11,0.0033,1000,avltree,1
19,100,1.1646,0.7764,0.0,0.002,12,0.0035,1000,avltree,1
17,100,1.1542,0.795,0.0,0.0024,11,0.0029,1000,avltree,1
19,100,1.1789,0.7664,0.0,0.0022,13,0.0033,1000,avltree,1
17,100,1.1946,0.7183,0.0,0.0022,12,0.003,1000,avltree,1
15,100,1.1805,0.563,0.0,0.0022,11,0.0037,1000,avltree,1
15,100,2.0212,0.6225,0.0,0.0027,11,0.0049,1000,avltree,1
16,100,2.1288,0.8193,0.0,0.0038,11,0.0046,1000,avltree,1
15,100,2.1634,0.6289,0.0,0.0029,10,0.0062,1000,avltree,1
18,100,2.188,0.7244,0.0,0.0027,11,0.0053,1000,avltree,1
16,100,2.1325,0.7067,0.0,0.0029,12,0.006,1000,avltree,1
19,100,2.074,0.7231,0.0,0.0028,13,0.0052,1000,avltree,1
17,100,2.1079,0.7157,0.0,0.003,12,0.0054,1000,avltree,1
10,100,2.0548,0.594,0.0,0.005,9,0.005,1000,avltree,1
12,100,2.2018,0.7719,0.0,0.0031,10,0.0067,1000,avltree,1
16,100,2.0913,0.6727,0.0,0.0053,10,0.0058,1000,avltree,1
17,100,2.1551,0.7332,0.0,0.0038,12,0.0076,1000,avltree,1
16,100,2.0827,0.6991,0.0,0.003,13,0.008,1000,avltree,1
19,100,2.1078,0.7533,0.0,0.003,12,0.0074,1000,avltree,1
16,100,2.0407,0.7105,0.0,0.0053,12,0.0076,1000,avltree,1
12,100,1.9622,0.7079,0.0,0.003,12,0.0054,1000,avltree,1
13,100,2.0622,0.7648,0.0,0.0029,11,0.0089,1000,avltree,1
22,100,2.0058,0.858,0.0,0.0031,15,0.0092,1000,avltree,1
19,100,2.1222,0.7498,0.0,0.0032,13,0.0066,1000,avltree,1
14,100,1.9705,0.7249,0.0,0.0028,10,0.0062,1000,avltree,1
14,100,1.6972,0.7544,0.0,0.0021,11,0.0035,1000,avltree,1
14,100,1.2185,0.5775,0.0,0.0023,10,0.0034,1000,avltree,1
11,100,1.1928,0.5309,0.0,0.0024,13,0.0033,1000,avltree,1
15,100,1.1903,0.797,0.0,0.0021,11,0.003,1000,avltree,1
15,100,1.1963,0.7104,0.0,0.0021,10,0.003,1000,avltree,1
16,100,1.2112,0.6448,0.0,0.0021,11,0.003,1000,avltree,1
14,100,1.257,0.6527,0.0,0.0025,12,0.0042,1000,avltree,1
19,100,1.1986,0.8099,0.0,0.0023,14,0.0036,1000,avltree,1
17,100,1.273,0.7966,0.0,0.0024,12,0.004,1000,avltree,1
16,100,1.2495,0.792,0.0,0.0024,12,0.004,1000,avltree,1
14,100,1.2499,0.5605,0.0,0.0025,11,0.0039,1000,avltree,1
13,100,1.172,0.5481,0.0,0.002,10,0.0027,1000,avltree,1
14,100,1.1403,0.6224,0.0,0.0023,11,0.0032,1000,avltree,1
15,100,1.1565,0.7917,0.0,0.0019,12,0.0028,1000,avltree,1
14,100,1.1639,0.6994,0.0,0.002,12,0.0027,1000,avltree,1
11,100,1.2026,0.7077,0.0,0.0019,10,0.0022,1000,avltree,1
14,100,1.1622,0.585,0.0,0.0021,11,0.0028,1000,avltree,1
15,100,1.1785,0.8187,0.0,0.002,12,0.0029,1000,avltree,1
12,100,1.2418,0.5909,0.0,0.0024,10,0.0037,1000,avltree,1
10,100,1.1864,0.5166,0.0,0.0019,10,0.0024,1000,avltree,1
12,100,1.1664,0.6744,0.0,0.0021,10,0.0027,1000,avltree,1
10,100,2.2028,0.5334,0.0,0.0041,10,0.0035,1000,avltree,1
15,100,2.0539,0.7292,0.0,0.0029,11,0.0051,1000,avltree,1
15,100,2.1936,0.7233,0.0,0.003,13,0.0059,1000,avltree,1
15,100,2.0707,0.7358,0.0,0.0029,11,0.0069,1000,avltree,1
19,100,2.0631,0.7482,0.0,0.0029,14,0.0057,1000,avltree,1
13,100,2.0397,0.7316,0.0,0.0024,11,0.0045,1000,avltree,1
18,100,2.1189,0.7572,0.0,0.0024,13,0.0046,1000,avltree,1
14,100,2.1641,0.58,0.0,0.0029,13,0.0057,1000,avltree,1
15,100,2.0687,0.806,0.0,0.0029,12,0.0064,1000,avltree,1
13,100,2.0958,0.6075,0.0,0.0028,10,0.0041,1000,avltree,1
18,100,2.2089,0.821,0.0,0.003,12,0.0057,1000,avltree,1
15,100,2.1316,0.6602,0.0,0.003,11,0.0047,1000,avltree,1
14,100,2.041,0.6942,0.0,0.0029,11,0.0073,1000,avltree,1
18,100,2.0862,0.7472,0.0,0.003,12,0.0082,1000,avltree,1
16,100,2.2552,0.7067,0.0,0.0057,12,0.0081,1000,avltree,1
18,100,2.2356,0.7722,0.0,0.005,12,0.0098,1000,avltree,1
20,100,2.0419,0.8538,0.0,0.0034,13,0.0089,1000,avltree,1
15,100,2.0096,0.7119,0.0,0.003,11,0.0066,1000,avltree,1
18,100,2.1981,0.6809,0.0,0.0031,13,0.0072,1000,avltree,1
13,100,1.4348,0.6241,0.0,0.0019,12,0.0026,1000,avltree,1
11,100,2.2271,0.6237,0.0,0.0026,10,0.0036,1000,avltree,1
15,100,2.1156,0.78,0.0,0.0031,10,0.0069,1000,avltree,1
13,100,2.0132,0.5736,0.0,0.0027,12,0.0048,1000,avltree,1
16,100,2.0329,0.7309,0.0,0.0032,12,0.0094,1000,avltree,1
18,100,2.1336,0.7956,0.0,0.0056,12,0.0095,1000,avltree,1
16,100,2.1403,0.7352,0.0,0.0027,10,0.0043,1000,avltree,1
16,100,2.1507,0.7735,0.0,0.003,12,0.0052,1000,avltree,1
11,100,1.9884,0.6157,0.0,0.0027,10,0.0041,1000,avltree,1
11,100,2.1113,0.5753,0.0,0.0029,10,0.0042,1000,avltree,1
14,100,2.0746,0.6475,0.0,0.003,12,0.0058,1000,avltree,1
16,100,2.0707,0.7427,0.0,0.0027,12,0.0048,1000,avltree,1
14,100,1.9205,0.6713,0.0,0.0047,12,0.0065,1000,avltree,1
16,100,2.0005,0.7741,0.0,0.003,12,0.0081,1000,avltree,1
16,100,2.0061,0.6082,0.0,0.0031,11,0.0056,1000,avltree,1
15,100,1.9415,0.7631,0.0,0.0028,12,0.0061,1000,avltree,1
11,100,1.8368,0.663,0.0,0.003,10,0.0051,1000,avltree,1
22,100,1.9981,0.858,0.0,0.0031,14,0.0093,1000,avltree,1
15,100,1.8886,0.7666,0.0,0.0032,11,0.0089,1000,avltree,1
12,100,1.9582,0.7169,0.0,0.0029,10,0.0061,1000,avltree,1
14,100,1.9386,0.6991,0.0,0.0038,11,0.006,1000,avltree,1
16,100,2.2051,0.6422,0.0,0.003,13,0.0061,1000,avltree,1
8,100,2.1137,0.6418,0.0,0.0029,9,0.0059,1000,avltree,1
17,100,2.1853,0.8184,0.0,0.003,13,0.0055,1000,avltree,1
16,100,2.0146,0.7894,0.0,0.0029,13,0.0065,1000,avltree,1
18,100,2.1313,0.7728,0.0,0.0031,14,0.0077,1000,avltree,1
17,100,2.0916,0.6952,0.0,0.003,13,0.0068,1000,avltree,1
16,100,2.0643,0.7111,0.0,0.0031,11,0.0063,1000,avltree,1
16,100,1.8999,0.8014,0.0,0.0029,11,0.0079,1000,avltree,1
12,100,2.0338,0.7297,0.0,0.003,10,0.0061,1000,avltree,1
16,100,2.1437,0.7332,0.0,0.0031,12,0.0069,1000,avltree,1
17,100,1.9446,0.7618,0.0,0.003,13,0.0073,1000,avltree,1
15,100,2.0656,0.8076,0.0,0.0058,12,0.0079,1000,avltree,1
13,100,2.0653,0.5069,0.0,0.003,9,0.0051,1000,avltree,1
13,100,2.0695,0.7546,0.0,0.003,11,0.0061,1000,avltree,1
13,100,1.8041,0.7667,0.0,0.0047,9,0.0066,1000,avltree,1
12,100,2.1186,0.5817,0.0,0.0052,11,0.0057,1000,avltree,1
13,100,1.9405,0.6435,0.0,0.0029,11,0.0058,1000,avltree,1
11,100,1.8838,0.6474,0.0,0.0029,10,0.0056,1000,avltree,1
14,100,2.1423,0.7176,0.0,0.003,12,0.0048,1000,avltree,1
12,100,1.6278,0.7657,0.0,0.002,10,0.0026,1000,avltree,1
13,100,1.897,0.7101,0.0,0.003,11,0.0046,1000,avltree,1
16,100,1.994,0.7527,0.0,0.0056,12,0.0067,1000,avltree,1
14,100,2.0778,0.6673,0.0,0.0055,11,0.0064,1000,avltree,1
15,100,1.8928,0.8371,0.0,0.0057,10,0.0087,1000,avltree,1
14,100,1.8458,0.5632,0.0,0.0028,11,0.0068,1000,avltree,1
15,100,1.9995,0.7273,0.0,0.003,12,0.0059,1000,avltree,1
13,100,1.849,0.7098,0.0,0.0056,10,0.0066,1000,avltree,1
12,100,2.0771,0.5627,0.0,0.0045,10,0.0045,1000,avltree,1
13,100,2.0807,0.7709,0.0,0.007,11,0.0053,1000,avltree,1
14,100,2.0065,0.7235,0.0,0.003,9,0.005,1000,avltree,1
16,100,2.183,0.7842,0.0,0.003,12,0.0081,1000,avltree,1
16,100,1.939,0.6994,0.0,0.0052,11,0.0072,1000,avltree,1
12,100,1.9567,0.6572,0.0,0.0056,9,0.0053,1000,avltree,1
13,100,1.9069,0.6594,0.0,0.003,9,0.0056,1000,avltree,1
14,100,2.0792,0.7186,0.0,0.003,11,0.006,1000,avltree,1
14,100,2.0105,0.7706,0.0,0.003,10,0.0047,1000,avltree,1
14,100,2.0003,0.7471,0.0,0.0027,11,0.0046,1000,avltree,1
14,100,2.032,0.7069,0.0,0.003,11,0.0058,1000,avltree,1
16,100,2.0033,0.7755,0.0,0.0031,11,0.0049,1000,avltree,1
12,100,1.9267,0.6669,0.0,0.0084,10,0.0065,1000,avltree,1
14,100,1.162,0.7056,0.0,0.0021,11,0.0027,1000,avltree,1
13,100,1.1737,0.7904,0.0,0.0022,12,0.0032,1000,avltree,1
16,100,1.1752,0.6387,0.0,0.0021,12,0.0027,1000,avltree,1
17,100,1.1729,0.671,0.0,0.002,11,0.0028,1000,avltree,1
14,100,1.1891,0.7316,0.0,0.0021,12,0.0028,1000,avltree,1
16,100,1.1794,0.7104,0.0,0.0022,11,0.0028,1000,avltree,1
12,100,1.2168,0.6263,0.0,0.0023,10,0.0024,1000,avltree,1
11,100,1.1753,0.588,0.0,0.0022,10,0.0025,1000,avltree,1
16,100,1.213,0.766,0.0,0.0023,12,0.0034,1000,avltree,1
10,100,1.1621,0.5767,0.0,0.0022,9,0.0029,1000,avltree,1
13,100,1.1714,0.5791,0.0,0.002,10,0.0028,1000,avltree,1
12,100,1.1324,0.6736,0.0,0.0018,10,0.0024,1000,avltree,1
16,100,1.1614,0.7621,0.0,0.002,13,0.0032,1000,avltree,1
17,100,1.1564,0.7402,0.0,0.0023,12,0.0038,1000,avltree,1
16,100,1.1702,0.7556,0.0,0.0021,13,0.0029,1000,avltree,1
14,100,1.146,0.7345,0.0,0.0019,11,0.0027,1000,avltree,1
22,100,1.2015,0.858,0.0,0.0021,15,0.0037,1000,avltree,1
17,100,1.1858,0.7904,0.0,0.0023,13,0.0041,1000,avltree,1
18,100,1.2064,0.7358,0.0,0.0022,13,0.0033,1000,avltree,1
17,100,1.2029,0.7703,0.0,0.0023,12,0.0029,1000,avltree,1
3922,149,3.2151,0.612,0.0,0.0537,8,0.0296,1000,avltree,1
12872,149,3.695,0.6176,0.0,0.1697,7,0.0535,1000,avltree,1
5037,149,3.3848,0.6015,0.0,0.0677,7,0.0267,1000,avltree,1
13629,149,2.006,0.5921,0.0,0.097,6,0.0306,1000,avltree,1
11752,149,1.9113,0.5864,0.0,0.0777,6,0.0272,1000,avltree,1
10294,149,1.8548,0.5883,0.0,0.069,6,0.0238,1000,avltree,1
3571,149,1.6765,0.6413,0.0,0.0256,8,0.0144,1000,avltree,1
13464,149,3.661,0.6188,0.0,0.1535,6,0.0496,1000,avltree,1
4675,149,3.1103,0.6164,0.0,0.0603,7,0.0258,1000,avltree,1
3007,149,3.2358,0.5883,0.0,0.0325,9,0.0286,1000,avltree,1
3922,149,1.716,0.6141,0.0,0.0278,8,0.0149,1000,avltree,1
12872,149,1.9928,0.6176,0.0,0.093,7,0.0261,1000,avltree,1
5037,149,1.6717,0.6047,0.0,0.04,7,0.0164,1000,avltree,1
13629,149,1.9406,0.5881,0.0,0.0991,5,0.0324,1000,avltree,1
3571,149,3.4084,0.6454,0.0,0.0555,9,0.0294,1000,avltree,1
11752,149,3.662,0.5862,0.0,0.117,6,0.0462,1000,avltree,1
10294,149,3.4076,0.5883,0.0,0.1051,6,0.0391,1000,avltree,1
13464,149,3.6927,0.6173,0.0,0.1207,6,0.0489,1000,avltree,1
4675,149,3.1367,0.6152,0.0,0.0388,7,0.0237,1000,avltree,1
3007,149,3.3263,0.5809,0.0,0.0458,9,0.0273,1000,avltree,1
9944,149,3.4904,0.6065,0.0,0.1048,6,0.0382,1000,avltree,1
6540,149,3.3825,0.611,0.0,0.0782,7,0.0343,1000,avltree,1
9564,149,3.5668,0.6072,0.0,0.1086,7,0.0417,1000,avltree,1
6851,149,1.7401,0.5962,0.0,0.051,6,0.0193,1000,avltree,1
6304,149,3.3151,0.5935,0.0,0.0698,6,0.0361,1000,avltree,1
11752,149,3.6339,0.586,0.0,0.1506,6,0.0495,1000,avltree,1
8672,149,3.5007,0.6058,0.0,0.1134,8,0.0403,1000,avltree,1
9816,149,1.8701,0.6145,0.0,0.0667,7,0.0224,1000,avltree,1
6791,149,1.7286,0.6202,0.0,0.0473,6,0.0194,1000,avltree,1
6128,149,1.8113,0.5909,0.0,0.0396,8,0.0176,1000,avltree,1
8467,149,3.3899,0.6151,0.0,0.1212,5,0.042,1000,avltree,1
7222,149,3.4431,0.6263,0.0,0.0974,8,0.0407,1000,avltree,1
8428,149,3.4612,0.5827,0.0,0.1067,6,0.0362,1000,avltree,1
7396,149,2.0046,0.5968,0.0,0.051,6,0.0211,1000,avltree,1
7151,149,3.3798,0.577,0.0,0.1039,6,0.0385,1000,avltree,1
11752,149,3.7273,0.5929,0.0,0.125,6,0.0425,1000,avltree,1
7936,149,3.2184,0.5738,0.0,0.0794,6,0.0249,1000,avltree,1
8343,149,1.8303,0.6112,0.0,0.0586,7,0.0205,1000,avltree,1
7485,149,1.7926,0.6191,0.0,0.0512,8,0.0187,1000,avltree,1
7125,149,1.7428,0.6058,0.0,0.045,7,0.0184,1000,avltree,1
7469,149,3.469,0.6163,0.0,0.0719,7,0.0376,1000,avltree,1
7921,149,3.4845,0.6118,0.0,0.0955,7,0.0379,1000,avltree,1
7589,149,3.356,0.6206,0.0,0.0979,7,0.0379,1000,avltree,1
7891,149,2.0138,0.6164,0.0,0.0576,6,0.0205,1000,avltree,1
7519,149,3.4799,0.6112,0.0,0.0825,7,0.0336,1000,avltree,1
11752,149,3.6065,0.5879,0.0,0.135,6,0.0462,1000,avltree,1
7705,149,3.4049,0.6163,0.0,0.1051,7,0.0319,1000,avltree,1
7903,149,1.9387,0.611,0.0,0.057,7,0.0194,1000,avltree,1
7608,149,1.7695,0.6164,0.0,0.056,7,0.0202,1000,avltree,1
7445,149,1.7879,0.6054,0.0,0.0514,8,0.0182,1000,avltree,1
7663,149,3.4824,0.6096,0.0,0.093,8,0.0305,1000,avltree,1
7517,149,3.5641,0.6188,0.0,0.0714,8,0.0347,1000,avltree,1
