Number of features,Number of samples,Execution time,Fitness,Train score,Test time,Number of trees
23351,152,1.6878,0.5187,0.0,0.1309,10
19401,152,1.5687,0.5085,0.0,0.0856,10
19881,152,1.6448,0.5351,0.0,0.096,10
27038,152,1.6676,0.5394,0.0,0.1162,10
13010,152,1.4944,0.5813,0.0,0.0597,10
22847,152,1.6337,0.5677,0.0,0.148,10
21759,152,1.6122,0.4936,0.0,0.093,10
4700,152,1.3904,0.5584,0.0,0.0365,10
26774,152,1.6866,0.5615,0.0,0.1279,10
25222,152,1.652,0.5294,0.0,0.1037,10
25915,152,1.6532,0.5424,0.0,0.1053,10
15609,152,1.5616,0.569,0.0,0.0757,10
20825,152,1.5618,0.5628,0.0,0.0854,10
27892,152,1.7,0.539,0.0,0.1213,10
28322,152,1.652,0.5011,0.0,0.1242,10
19732,152,1.5992,0.5504,0.0,0.0917,10
8626,152,1.3877,0.561,0.0,0.0396,10
26320,152,1.6555,0.535,0.0,0.1073,10
4093,152,1.3855,0.5423,0.0,0.0212,10
14120,152,1.5116,0.5485,0.0,0.0782,10
13849,152,1.5183,0.5185,0.0,0.0738,10
11050,152,1.519,0.5584,0.0,0.0565,10
15757,152,1.5634,0.5251,0.0,0.0772,10
5374,152,1.4015,0.554,0.0,0.032,10
26305,152,1.7421,0.5265,0.0,0.1276,10
2198,152,1.3713,0.553,0.0,0.0137,10
2168,152,1.3709,0.4836,0.0,0.0178,10
27710,152,1.6656,0.5696,0.0,0.1199,10
11017,152,1.4247,0.529,0.0,0.0744,10
3231,152,1.3095,0.6013,0.0,0.018,10
1013,152,1.2928,0.5059,0.0,0.0095,10
2904,152,1.3335,0.5751,0.0,0.0193,10
7383,152,1.4113,0.572,0.0,0.0517,10
3689,152,1.3472,0.5294,0.0,0.0239,10
21317,152,1.6397,0.5467,0.0,0.0955,10
9633,152,1.4307,0.5632,0.0,0.0711,10
4177,152,1.3472,0.5313,0.0,0.0308,10
17323,152,1.5945,0.5451,0.0,0.0817,10
18245,152,1.6245,0.5659,0.0,0.0884,10
8496,152,1.405,0.5542,0.0,0.0372,10
9586,152,1.4515,0.5291,0.0,0.0587,10
10831,152,1.4785,0.5149,0.0,0.0568,10
6157,152,1.4522,0.5566,0.0,0.0311,10
17681,152,1.5726,0.5095,0.0,0.0918,10
18456,152,1.5859,0.5321,0.0,0.0869,10
3023,152,1.38,0.5498,0.0,0.0192,10
171,152,1.2251,0.5005,0.0,0.006,10
14001,152,1.4855,0.5786,0.0,0.0835,10
26862,152,1.6822,0.5957,0.0,0.1253,10
3629,152,1.3396,0.5216,0.0,0.0202,10
21981,152,1.65,0.5731,0.0,0.1102,10
22621,152,1.6125,0.553,0.0,0.0984,10
19072,152,1.6099,0.5651,0.0,0.0832,10
24791,152,1.6472,0.5176,0.0,0.1231,10
14833,152,1.5203,0.5106,0.0,0.0645,10
18248,152,1.5903,0.5757,0.0,0.0736,10
8583,152,1.4335,0.5718,0.0,0.0569,10
8730,152,1.3967,0.5379,0.0,0.0381,10
16942,152,1.5284,0.5693,0.0,0.0736,10
18294,152,1.5421,0.5505,0.0,0.0736,10
14895,152,1.4925,0.5075,0.0,0.0619,10
16531,152,1.5316,0.579,0.0,0.0905,10
14562,152,1.5144,0.542,0.0,0.0663,10
15159,152,1.5572,0.4772,0.0,0.0759,10
17770,152,1.5498,0.5598,0.0,0.0803,10
11523,152,1.445,0.5418,0.0,0.0646,10
17021,152,1.536,0.5497,0.0,0.07,10
9015,152,1.4476,0.5493,0.0,0.0595,10
14957,152,1.5011,0.5918,0.0,0.0813,10
12015,152,1.4659,0.5244,0.0,0.0695,10
18182,152,1.6137,0.5758,0.0,0.1015,10
16949,152,1.6175,0.5396,0.0,0.0807,10
8530,152,1.4077,0.5529,0.0,0.041,10
16976,152,1.5602,0.5738,0.0,0.082,10
11439,152,1.4574,0.5171,0.0,0.0538,10
18364,152,1.6049,0.5443,0.0,0.0904,10
12617,152,1.4976,0.5434,0.0,0.0668,10
18292,152,1.5482,0.5906,0.0,0.0796,10
18151,152,1.5705,0.544,0.0,0.1109,10
9828,152,1.4388,0.5563,0.0,0.0415,10
15384,152,1.5844,0.5273,0.0,0.0691,10
9978,152,1.4508,0.4495,0.0,0.0646,10
16997,152,1.6033,0.579,0.0,0.0908,10
9291,152,1.5092,0.5154,0.0,0.0422,10
14982,152,1.4838,0.5604,0.0,0.0606,10
9615,152,1.4635,0.6022,0.0,0.0589,10
11146,152,1.4949,0.5775,0.0,0.0485,10
17118,152,1.5719,0.5432,0.0,0.0857,10
8451,152,1.3997,0.5743,0.0,0.0372,10
16082,152,1.5289,0.5641,0.0,0.0869,10
16355,152,1.5702,0.5889,0.0,0.0796,10
15000,152,1.5349,0.5509,0.0,0.0662,10
15072,152,1.5886,0.5197,0.0,0.0808,10
17819,152,1.5494,0.5771,0.0,0.0725,10
12670,152,1.4897,0.551,0.0,0.0592,10
16378,152,1.5125,0.52,0.0,0.0735,10
15789,152,1.54,0.575,0.0,0.0802,10
9558,152,1.4802,0.526,0.0,0.0478,10
17656,152,1.5242,0.5366,0.0,0.0748,10
17093,152,1.5539,0.5826,0.0,0.0776,10
17351,152,1.5542,0.5266,0.0,0.0774,10
13527,152,1.4816,0.5727,0.0,0.0714,10
15438,152,1.61,0.5421,0.0,0.0778,10
18086,152,1.6024,0.5868,0.0,0.0921,10
18146,152,1.5762,0.5501,0.0,0.1051,10
15165,152,1.5415,0.6059,0.0,0.0801,10
11023,152,1.4391,0.531,0.0,0.0474,10
17540,152,1.5993,0.5723,0.0,0.1022,10
9362,152,1.4395,0.5565,0.0,0.0529,10
12983,152,1.4949,0.5085,0.0,0.0615,10
13001,152,1.5722,0.5039,0.0,0.0772,10
12049,152,1.5067,0.5519,0.0,0.0668,10
13597,152,1.4848,0.5475,0.0,0.0573,10
9694,152,1.4656,0.5444,0.0,0.0541,10
17650,152,1.5776,0.5539,0.0,0.0787,10
8646,152,1.4321,0.5597,0.0,0.0545,10
8677,152,1.4261,0.5652,0.0,0.0412,10
18155,152,1.595,0.5947,0.0,0.0966,10
11849,152,1.5032,0.5563,0.0,0.0561,10
9083,152,1.4271,0.5711,0.0,0.0404,10
8227,152,1.4544,0.5426,0.0,0.0519,10
9092,152,1.4526,0.5513,0.0,0.0442,10
10598,152,1.4665,0.5355,0.0,0.0477,10
9179,152,1.5113,0.5556,0.0,0.0412,10
15810,152,1.5167,0.5314,0.0,0.0762,10
11411,152,1.504,0.5562,0.0,0.0521,10
9362,152,1.4768,0.5199,0.0,0.0518,10
14317,152,1.5151,0.5885,0.0,0.0825,10
14517,152,1.5046,0.5746,0.0,0.0672,10
11002,152,1.4519,0.5522,0.0,0.0531,10
11375,152,1.4778,0.585,0.0,0.05,10
11784,152,1.4736,0.5129,0.0,0.0607,10
10116,152,1.4488,0.5111,0.0,0.0673,10
14323,152,1.5453,0.5585,0.0,0.08,10
14717,152,1.5862,0.5658,0.0,0.0747,10
8987,152,1.4309,0.5432,0.0,0.0452,10
8079,152,1.4623,0.5393,0.0,0.0421,10
12920,152,1.5053,0.5315,0.0,0.0685,10
17832,152,1.5671,0.5722,0.0,0.0731,10
9150,152,1.4755,0.6135,0.0,0.0457,10
15907,152,1.5099,0.5001,0.0,0.1011,10
16104,152,1.5102,0.5818,0.0,0.0701,10
14928,152,1.5333,0.5387,0.0,0.0755,10
17080,152,1.5978,0.5563,0.0,0.0823,10
13282,152,1.5232,0.5313,0.0,0.0678,10
11110,152,1.4385,0.5636,0.0,0.0525,10
7263,152,1.4445,0.5798,0.0,0.0345,10
7335,152,1.397,0.5643,0.0,0.0349,10
10651,152,1.4444,0.5197,0.0,0.0509,10
11290,152,1.5026,0.5723,0.0,0.0557,10
9848,152,1.4701,0.5509,0.0,0.0534,10
10567,152,1.4248,0.5776,0.0,0.0455,10
9727,152,1.4492,0.5791,0.0,0.0498,10
9861,152,1.4646,0.5343,0.0,0.0493,10
10897,152,1.4387,0.5595,0.0,0.062,10
8474,152,1.4586,0.5573,0.0,0.0518,10
10774,152,1.4913,0.5184,0.0,0.0453,10
7420,152,1.4535,0.5719,0.0,0.0452,10
9811,152,1.4993,0.6122,0.0,0.0526,10
8598,152,1.435,0.5332,0.0,0.0521,10
11099,152,1.5079,0.5788,0.0,0.0514,10
10593,152,1.5336,0.5268,0.0,0.0502,10
7262,152,1.4226,0.5233,0.0,0.0367,10
10643,152,1.4397,0.4877,0.0,0.065,10
8424,152,1.4317,0.5654,0.0,0.0575,10
11331,152,1.5021,0.5284,0.0,0.0481,10
8909,152,1.4249,0.538,0.0,0.0451,10
11147,152,1.4802,0.5449,0.0,0.0613,10
11033,152,1.4653,0.5231,0.0,0.0551,10
7824,152,1.4543,0.5396,0.0,0.0357,10
10029,152,1.4691,0.5886,0.0,0.0589,10
7839,152,1.4648,0.5165,0.0,0.0434,10
10753,152,1.4546,0.5635,0.0,0.0472,10
7576,152,1.4049,0.5834,0.0,0.0401,10
9828,152,1.5003,0.5566,0.0,0.0562,10
7732,152,1.4263,0.5506,0.0,0.0369,10
8245,152,1.4406,0.5387,0.0,0.0456,10
10697,152,1.4683,0.5276,0.0,0.0636,10
7181,152,1.4571,0.5937,0.0,0.0374,10
10157,152,1.474,0.5148,0.0,0.0498,10
10409,152,1.4399,0.5138,0.0,0.0467,10
10032,152,1.4608,0.5129,0.0,0.0488,10
9791,152,1.4489,0.5374,0.0,0.046,10
10986,152,1.5072,0.529,0.0,0.0617,10
8945,152,1.4866,0.5853,0.0,0.0507,10
10440,152,1.4012,0.551,0.0,0.0441,10
10133,152,1.4822,0.6046,0.0,0.0445,10
7632,152,1.3884,0.5449,0.0,0.0356,10
10951,152,1.4924,0.5417,0.0,0.0524,10
10759,152,1.513,0.5246,0.0,0.0566,10
10809,152,1.4697,0.533,0.0,0.0576,10
9266,152,1.4395,0.5734,0.0,0.0543,10
10068,152,1.4464,0.5716,0.0,0.0611,10
11164,152,1.4429,0.5254,0.0,0.0487,10
11060,152,1.4464,0.5148,0.0,0.063,10
9985,152,1.4388,0.5969,0.0,0.0529,10
8194,152,1.4152,0.6005,0.0,0.0409,10
10873,152,1.4542,0.5542,0.0,0.0464,10
7611,152,1.4494,0.4908,0.0,0.0419,10
9159,152,1.5031,0.5459,0.0,0.0607,10
9138,152,1.3984,0.4779,0.0,0.0529,10
8685,152,1.4629,0.5304,0.0,0.0575,10
9291,152,1.4332,0.5543,0.0,0.0466,10
7708,152,1.4428,0.5672,0.0,0.0449,10
10990,152,1.4638,0.517,0.0,0.0471,10
7365,152,1.4662,0.493,0.0,0.0504,10
7285,152,1.4154,0.5128,0.0,0.042,10
11153,152,1.459,0.5713,0.0,0.0636,10
8602,152,1.4825,0.517,0.0,0.044,10
7412,152,1.4399,0.5317,0.0,0.0335,10
7194,152,1.4175,0.5612,0.0,0.0336,10
7484,152,1.4065,0.5297,0.0,0.0355,10
8083,152,1.4258,0.5965,0.0,0.0383,10
7517,152,1.411,0.5315,0.0,0.0374,10
10105,152,1.5042,0.5491,0.0,0.0619,10
8496,152,1.4769,0.5839,0.0,0.0544,10
7533,152,1.4521,0.54,0.0,0.0446,10
9492,152,1.4772,0.5151,0.0,0.0453,10
9676,152,1.5217,0.5576,0.0,0.0506,10
8186,152,1.4369,0.4892,0.0,0.0475,10
8471,152,1.4418,0.5524,0.0,0.0533,10
8503,152,1.4307,0.5652,0.0,0.0538,10
7775,152,1.4444,0.5291,0.0,0.0357,10
9552,152,1.4887,0.4988,0.0,0.048,10
9761,152,1.4603,0.5439,0.0,0.0559,10
7459,152,1.44,0.5341,0.0,0.0432,10
7082,152,1.3758,0.5043,0.0,0.0337,10
9090,152,1.4366,0.5322,0.0,0.0504,10
10955,152,1.4782,0.5371,0.0,0.0516,10
9150,152,1.4691,0.5513,0.0,0.0469,10
10199,152,1.4462,0.5431,0.0,0.0722,10
10383,152,1.4152,0.5131,0.0,0.0445,10
9778,152,1.4821,0.5805,0.0,0.044,10
10805,152,1.4702,0.5252,0.0,0.0606,10
9015,152,1.4084,0.5274,0.0,0.0595,10
8126,152,1.4605,0.5857,0.0,0.0447,10
6494,152,1.4095,0.4911,0.0,0.0351,10
6542,152,1.4397,0.6131,0.0,0.0396,10
7992,152,1.483,0.5581,0.0,0.0468,10
8123,152,1.4049,0.5852,0.0,0.0364,10
7579,152,1.4215,0.5862,0.0,0.0426,10
7975,152,1.4651,0.469,0.0,0.0511,10
7503,152,1.3881,0.5617,0.0,0.0463,10
7642,152,1.4907,0.5665,0.0,0.0456,10
8161,152,1.3703,0.5176,0.0,0.0516,10
7030,152,1.4638,0.5633,0.0,0.046,10
8047,152,1.4331,0.4941,0.0,0.0359,10
6685,152,1.4277,0.5755,0.0,0.0353,10
7683,152,1.4079,0.5553,0.0,0.0346,10
7179,152,1.4201,0.5488,0.0,0.0419,10
8113,152,1.3963,0.5744,0.0,0.0459,10
7984,152,1.4075,0.6112,0.0,0.0509,10
6524,152,1.4379,0.535,0.0,0.0345,10
8010,152,1.493,0.5444,0.0,0.0461,10
7165,152,1.4249,0.5933,0.0,0.0348,10
8270,152,1.452,0.5061,0.0,0.0422,10
7242,152,1.405,0.5435,0.0,0.0375,10
8220,152,1.4651,0.543,0.0,0.0534,10
8029,152,1.4083,0.5437,0.0,0.0403,10
6797,152,1.4616,0.5756,0.0,0.0372,10
7747,152,1.4357,0.5113,0.0,0.0415,10
6778,152,1.3379,0.5373,0.0,0.0422,10
8005,152,1.4471,0.5649,0.0,0.0493,10
6763,152,1.4527,0.5802,0.0,0.0457,10
7533,152,1.4382,0.569,0.0,0.0467,10
6707,152,1.4307,0.5751,0.0,0.0458,10
7011,152,1.4198,0.5307,0.0,0.0361,10
7923,152,1.4009,0.5301,0.0,0.0382,10
6532,152,1.4515,0.5665,0.0,0.0408,10
7758,152,1.3999,0.5137,0.0,0.0399,10
7871,152,1.4501,0.5742,0.0,0.0412,10
7743,152,1.4829,0.5982,0.0,0.0472,10
7588,152,1.4322,0.5744,0.0,0.0444,10
8144,152,1.4478,0.55,0.0,0.041,10
7212,152,1.3918,0.5677,0.0,0.0328,10
7881,152,1.4041,0.5506,0.0,0.0359,10
7819,152,1.4116,0.5533,0.0,0.0519,10
6642,152,1.3985,0.5551,0.0,0.0444,10
8101,152,1.4317,0.5456,0.0,0.0496,10
8010,152,1.3961,0.5649,0.0,0.0534,10
7986,152,1.4632,0.5039,0.0,0.0471,10
7394,152,1.4453,0.5354,0.0,0.0411,10
7631,152,1.446,0.5588,0.0,0.0442,10
8197,152,1.4088,0.5867,0.0,0.0472,10
8064,152,1.3874,0.5657,0.0,0.0481,10
7675,152,1.4385,0.5003,0.0,0.0438,10
6971,152,1.4008,0.53,0.0,0.0472,10
8005,152,1.4515,0.5245,0.0,0.0451,10
6722,152,1.3702,0.5608,0.0,0.048,10
7371,152,1.4491,0.5568,0.0,0.0438,10
7327,152,1.4568,0.6107,0.0,0.0377,10
7105,152,1.3993,0.6109,0.0,0.0354,10
7456,152,1.4292,0.5259,0.0,0.0482,10
6751,152,1.4501,0.5737,0.0,0.0371,10
8140,152,1.3974,0.5447,0.0,0.0419,10
6602,152,1.415,0.5828,0.0,0.0298,10
6521,152,1.3668,0.5322,0.0,0.032,10
8065,152,1.4599,0.5657,0.0,0.0377,10
7193,152,1.445,0.5237,0.0,0.0419,10
6595,152,1.4276,0.5761,0.0,0.0393,10
6473,152,1.4065,0.5779,0.0,0.0394,10
6651,152,1.4234,0.5749,0.0,0.0411,10
6891,152,1.3746,0.5012,0.0,0.0455,10
6697,152,1.4045,0.5124,0.0,0.0306,10
7660,152,1.4059,0.5778,0.0,0.0412,10
7081,152,1.3601,0.5217,0.0,0.0328,10
6655,152,1.3676,0.5742,0.0,0.0312,10
7479,152,1.445,0.5636,0.0,0.0335,10
7653,152,1.4254,0.556,0.0,0.0435,10
6882,152,1.4089,0.5439,0.0,0.0462,10
7039,152,1.3898,0.5465,0.0,0.0372,10
7084,152,1.4457,0.5556,0.0,0.0366,10
6765,152,1.4408,0.5304,0.0,0.0328,10
7510,152,1.4212,0.5256,0.0,0.0345,10
7634,152,1.4051,0.5076,0.0,0.0357,10
6710,152,1.448,0.5605,0.0,0.0408,10
6522,152,1.3792,0.5492,0.0,0.0377,10
7347,152,1.4145,0.5291,0.0,0.0362,10
8091,152,1.4279,0.5093,0.0,0.0401,10
9150,152,1.4415,0.5595,0.0,0.046,10
7754,152,1.4444,0.534,0.0,0.0475,10
7960,152,1.4529,0.5752,0.0,0.0495,10
7668,152,1.4344,0.5737,0.0,0.0402,10
7999,152,1.4083,0.5088,0.0,0.0414,10
7262,152,1.4218,0.5648,0.0,0.0398,10
6876,152,1.4005,0.5551,0.0,0.0395,10
6106,152,1.4316,0.578,0.0,0.0353,10
6219,152,1.3835,0.5771,0.0,0.0311,10
6711,152,1.421,0.5534,0.0,0.0358,10
6735,152,1.3805,0.5429,0.0,0.0316,10
6604,152,1.3726,0.5117,0.0,0.031,10
6702,152,1.4108,0.5405,0.0,0.0383,10
6657,152,1.3936,0.5079,0.0,0.0314,10
6533,152,1.4154,0.5782,0.0,0.0387,10
6907,152,1.4716,0.5593,0.0,0.0332,10
6468,152,1.3637,0.559,0.0,0.0434,10
6802,152,1.4281,0.5365,0.0,0.045,10
6213,152,1.3756,0.5695,0.0,0.0375,10
6742,152,1.4552,0.5427,0.0,0.0343,10
6498,152,1.4052,0.5467,0.0,0.0359,10
6879,152,1.4351,0.519,0.0,0.0397,10
6760,152,1.4295,0.5605,0.0,0.0404,10
6239,152,1.4136,0.5465,0.0,0.0393,10
6738,152,1.4779,0.5505,0.0,0.0384,10
6447,152,1.4546,0.565,0.0,0.0298,10
6898,152,1.431,0.557,0.0,0.0348,10
6491,152,1.3813,0.5091,0.0,0.0305,10
6883,152,1.4128,0.5497,0.0,0.0389,10
6745,152,1.449,0.5593,0.0,0.0474,10
6278,152,1.3858,0.5789,0.0,0.038,10
6730,152,1.4046,0.5455,0.0,0.0397,10
6360,152,1.4043,0.5648,0.0,0.0332,10
6762,152,1.3896,0.5539,0.0,0.0312,10
6253,152,1.4027,0.528,0.0,0.0406,10
6521,152,1.4496,0.533,0.0,0.0401,10
6222,152,1.4008,0.5611,0.0,0.0337,10
6414,152,1.3994,0.5312,0.0,0.0356,10
6810,152,1.4396,0.5537,0.0,0.0444,10
6229,152,1.3998,0.5946,0.0,0.0353,10
6724,152,1.4042,0.4934,0.0,0.0486,10
6804,152,1.4568,0.5713,0.0,0.0421,10
6691,152,1.473,0.568,0.0,0.0398,10
6616,152,1.409,0.6158,0.0,0.0453,10
6826,152,1.3952,0.5388,0.0,0.0374,10
6436,152,1.3802,0.5364,0.0,0.0377,10
6768,152,1.3664,0.5658,0.0,0.0494,10
6745,152,1.4671,0.5398,0.0,0.0446,10
6286,152,1.365,0.5686,0.0,0.0359,10
6918,152,1.4159,0.5339,0.0,0.039,10
6836,152,1.3752,0.549,0.0,0.0308,10
6768,152,1.3885,0.5616,0.0,0.0445,10
6506,152,1.426,0.5798,0.0,0.0353,10
6649,152,1.416,0.531,0.0,0.031,10
6864,152,1.4048,0.5175,0.0,0.0323,10
6868,152,1.4056,0.5502,0.0,0.0382,10
6646,152,1.4078,0.5451,0.0,0.0416,10
6451,152,1.4471,0.5813,0.0,0.0343,10
6761,152,1.4074,0.5522,0.0,0.0411,10
6330,152,1.4265,0.5791,0.0,0.0376,10
6587,152,1.3857,0.554,0.0,0.03,10
6464,152,1.3706,0.5426,0.0,0.0327,10
6401,152,1.4573,0.5787,0.0,0.0361,10
6587,152,1.4039,0.5097,0.0,0.0302,10
6332,152,1.3953,0.5442,0.0,0.0383,10
6873,152,1.4201,0.5423,0.0,0.0318,10
6185,152,1.4295,0.5828,0.0,0.0317,10
6272,152,1.4503,0.5742,0.0,0.0343,10
6901,152,1.4875,0.5251,0.0,0.042,10
6551,152,1.4086,0.5283,0.0,0.0357,10
6221,152,1.4443,0.5089,0.0,0.0331,10
6192,152,1.4047,0.5476,0.0,0.048,10
6252,152,1.3942,0.5403,0.0,0.0317,10
6363,152,1.4121,0.5953,0.0,0.0383,10
6361,152,1.4173,0.5233,0.0,0.0375,10
6709,152,1.4306,0.5471,0.0,0.0395,10
6472,152,1.4064,0.4925,0.0,0.0372,10
6289,152,1.4548,0.5792,0.0,0.0395,10
6556,152,1.4258,0.5103,0.0,0.034,10
6691,152,1.3788,0.5343,0.0,0.0356,10
6396,152,1.4357,0.5643,0.0,0.0427,10
6457,152,1.3779,0.5764,0.0,0.0435,10
6409,152,1.4328,0.5578,0.0,0.0333,10
6297,152,1.3381,0.5822,0.0,0.0403,10
6599,152,1.4168,0.556,0.0,0.0398,10
6696,152,1.4184,0.5104,0.0,0.0415,10
6312,152,1.4642,0.5326,0.0,0.0336,10
6113,152,1.4107,0.5685,0.0,0.0401,10
6585,152,1.4284,0.503,0.0,0.033,10
6895,152,1.3759,0.6079,0.0,0.0349,10
9150,152,1.5297,0.5361,0.0,0.0523,10
6721,152,1.4335,0.5746,0.0,0.036,10
6745,152,1.3951,0.5328,0.0,0.0454,10
6727,152,1.4018,0.5244,0.0,0.0371,10
6839,152,1.4178,0.5665,0.0,0.0356,10
6529,152,1.43,0.5427,0.0,0.0323,10
5479,152,1.3695,0.564,0.0,0.0313,10
5250,152,1.4141,0.5763,0.0,0.0253,10
5192,152,1.3872,0.5567,0.0,0.0311,10
5394,152,1.3975,0.5589,0.0,0.0309,10
5378,152,1.4463,0.5519,0.0,0.0332,10
5278,152,1.3583,0.5664,0.0,0.03,10
5333,152,1.3366,0.5648,0.0,0.0325,10
5342,152,1.3733,0.5677,0.0,0.027,10
5276,152,1.4348,0.5726,0.0,0.0361,10
5448,152,1.4343,0.5773,0.0,0.0343,10
5245,152,1.433,0.5357,0.0,0.0278,10
5439,152,1.3653,0.5383,0.0,0.0314,10
5171,152,1.3821,0.5384,0.0,0.0314,10
5361,152,1.3768,0.5636,0.0,0.0317,10
5302,152,1.3657,0.5506,0.0,0.0316,10
5370,152,1.43,0.5881,0.0,0.0303,10
5506,152,1.39,0.5877,0.0,0.0313,10
5118,152,1.3546,0.5782,0.0,0.026,10
5343,152,1.3465,0.5478,0.0,0.0325,10
5332,152,1.451,0.578,0.0,0.0303,10
5450,152,1.3757,0.5383,0.0,0.0318,10
5303,152,1.3813,0.5365,0.0,0.0272,10
5401,152,1.359,0.5525,0.0,0.0268,10
5364,152,1.4043,0.6021,0.0,0.0288,10
5292,152,1.3977,0.542,0.0,0.0275,10
5403,152,1.353,0.5522,0.0,0.0333,10
5287,152,1.3686,0.5063,0.0,0.0374,10
5416,152,1.4355,0.5244,0.0,0.0294,10
5242,152,1.3343,0.5207,0.0,0.0406,10
5344,152,1.3959,0.5181,0.0,0.0292,10
5202,152,1.3669,0.613,0.0,0.0304,10
5353,152,1.4261,0.4896,0.0,0.0315,10
5296,152,1.3535,0.5303,0.0,0.0264,10
5199,152,1.3662,0.5562,0.0,0.026,10
5421,152,1.3612,0.5329,0.0,0.0381,10
5369,152,1.4102,0.5878,0.0,0.0271,10
5389,152,1.4029,0.553,0.0,0.027,10
6616,152,1.4198,0.5621,0.0,0.0372,10
5367,152,1.4064,0.5533,0.0,0.0374,10
5234,152,1.3882,0.5802,0.0,0.0448,10
5408,152,1.3595,0.5324,0.0,0.0275,10
5442,152,1.4149,0.5838,0.0,0.0356,10
5239,152,1.378,0.567,0.0,0.0328,10
5430,152,1.3888,0.5914,0.0,0.0268,10
5454,152,1.4405,0.5172,0.0,0.0325,10
5402,152,1.3956,0.5424,0.0,0.036,10
5342,152,1.3558,0.5519,0.0,0.026,10
5421,152,1.3906,0.5818,0.0,0.0265,10
5473,152,1.4319,0.5527,0.0,0.0366,10
5446,152,1.3882,0.5378,0.0,0.0294,10
5385,152,1.34,0.5585,0.0,0.026,10
5165,152,1.3883,0.6177,0.0,0.0259,10
5369,152,1.4024,0.5768,0.0,0.0286,10
5188,152,1.4092,0.5543,0.0,0.0339,10
5229,152,1.3739,0.558,0.0,0.0324,10
5201,152,1.3599,0.5406,0.0,0.0346,10
5209,152,1.3931,0.495,0.0,0.0363,10
5354,152,1.4038,0.5348,0.0,0.0268,10
5288,152,1.342,0.5422,0.0,0.0271,10
5436,152,1.4339,0.5652,0.0,0.0316,10
5252,152,1.3539,0.5119,0.0,0.027,10
5237,152,1.3928,0.5954,0.0,0.0275,10
5467,152,1.4044,0.5477,0.0,0.0329,10
5281,152,1.3839,0.5419,0.0,0.029,10
5142,152,1.3553,0.5529,0.0,0.0348,10
5127,152,1.4025,0.5589,0.0,0.0273,10
5163,152,1.415,0.577,0.0,0.0268,10
5221,152,1.3559,0.5571,0.0,0.0261,10
5222,152,1.4217,0.5436,0.0,0.0301,10
5305,152,1.3941,0.6253,0.0,0.0306,10
5227,152,1.379,0.5569,0.0,0.0316,10
5212,152,1.4428,0.5557,0.0,0.0318,10
5214,152,1.3967,0.5201,0.0,0.032,10
5399,152,1.4021,0.5642,0.0,0.0285,10
5226,152,1.3822,0.5548,0.0,0.0357,10
5202,152,1.3659,0.5352,0.0,0.0338,10
5255,152,1.3712,0.5511,0.0,0.0305,10
5211,152,1.4648,0.5097,0.0,0.0275,10
5272,152,1.374,0.5255,0.0,0.0372,10
5279,152,1.3756,0.5125,0.0,0.0349,10
5174,152,1.3902,0.5516,0.0,0.0332,10
5097,152,1.402,0.5663,0.0,0.0271,10
5319,152,1.4435,0.5648,0.0,0.0274,10
5394,152,1.3807,0.5468,0.0,0.0375,10
6285,152,1.4516,0.5486,0.0,0.0366,10
5369,152,1.4231,0.546,0.0,0.0395,10
5366,152,1.3423,0.5669,0.0,0.037,10
5406,152,1.376,0.5736,0.0,0.0335,10
5380,152,1.3602,0.595,0.0,0.0265,10
5306,152,1.3758,0.4849,0.0,0.0321,10
4344,152,1.3828,0.546,0.0,0.0372,10
4330,152,1.3194,0.5442,0.0,0.0279,10
4251,152,1.4079,0.534,0.0,0.0256,10
4284,152,1.3848,0.5521,0.0,0.0277,10
4303,152,1.3577,0.5693,0.0,0.0318,10
4325,152,1.3294,0.5619,0.0,0.0295,10
4353,152,1.3794,0.5305,0.0,0.0292,10
4292,152,1.4253,0.5653,0.0,0.027,10
4275,152,1.3684,0.557,0.0,0.0263,10
4339,152,1.3235,0.5701,0.0,0.0233,10
4261,152,1.2819,0.5383,0.0,0.024,10
4374,152,1.402,0.5915,0.0,0.0233,10
4158,152,1.405,0.5219,0.0,0.023,10
4315,152,1.4294,0.5686,0.0,0.0385,10
4231,152,1.3739,0.5228,0.0,0.0256,10
4353,152,1.4402,0.5633,0.0,0.0266,10
4392,152,1.3776,0.5654,0.0,0.0283,10
4222,152,1.3674,0.5109,0.0,0.0256,10
4338,152,1.3637,0.57,0.0,0.0275,10
4283,152,1.3985,0.5811,0.0,0.0305,10
4355,152,1.3923,0.5535,0.0,0.0221,10
4355,152,1.3916,0.5443,0.0,0.0222,10
4380,152,1.4132,0.57,0.0,0.0277,10
4305,152,1.3557,0.5909,0.0,0.0271,10
4292,152,1.3429,0.5572,0.0,0.0234,10
4302,152,1.3202,0.5322,0.0,0.0295,10
4306,152,1.3278,0.5953,0.0,0.0259,10
4377,152,1.355,0.5295,0.0,0.0324,10
4263,152,1.3671,0.5527,0.0,0.0296,10
4364,152,1.4048,0.5253,0.0,0.03,10
4292,152,1.4161,0.552,0.0,0.0292,10
4358,152,1.3798,0.5463,0.0,0.0242,10
4270,152,1.3948,0.5228,0.0,0.03,10
4219,152,1.3683,0.5377,0.0,0.0295,10
4235,152,1.3815,0.5876,0.0,0.0258,10
4331,152,1.3557,0.5502,0.0,0.0316,10
4353,152,1.3294,0.5413,0.0,0.0295,10
4707,152,1.3887,0.5206,0.0,0.0316,10
