Number of features,Number of samples,Execution time,Fitness,Train score,Test time,Number of trees
120,149,2.7388,nan,0.0,0.0469,10
117,149,2.8894,nan,0.0,0.0314,10
120,149,3.0872,nan,0.0,0.0535,10
117,149,2.9275,nan,0.0,0.068,10
104,149,2.9395,nan,0.0,0.0509,10
102,149,2.7215,nan,0.0,0.0591,10
109,149,2.7557,nan,0.0,0.0676,10
114,149,2.8656,nan,0.0,0.0676,10
108,149,2.9109,nan,0.0,0.0563,10
115,149,2.9186,nan,0.0,0.0356,10
112,149,2.8615,nan,0.0,0.0632,10
109,149,3.0108,nan,0.0,0.0619,10
116,149,3.09,nan,0.0,0.058,10
108,149,2.9413,nan,0.0,0.0764,10
111,149,2.852,nan,0.0,0.0515,10
116,149,2.9176,nan,0.0,0.0607,10
119,149,3.0061,nan,0.0,0.0569,10
112,149,2.9283,nan,0.0,0.0601,10
107,149,3.0548,nan,0.0,0.0678,10
114,149,3.0406,nan,0.0,0.0776,10
113,149,2.8051,nan,0.0,0.069,10
113,149,1.4,nan,0.0,0.012,10
118,149,1.3629,nan,0.0,0.0136,10
121,149,1.3695,nan,0.0,0.0104,10
102,149,1.3559,nan,0.0,0.01,10
122,149,1.3812,nan,0.0,0.0105,10
102,149,1.3604,nan,0.0,0.009,10
110,149,1.3668,nan,0.0,0.0152,10
125,149,1.3834,nan,0.0,0.0136,10
121,149,1.3946,nan,0.0,0.0162,10
115,149,1.3561,nan,0.0,0.0077,10
96,149,1.3469,nan,0.0,0.0079,10
111,149,1.3893,nan,0.0,0.0088,10
111,149,1.358,nan,0.0,0.0085,10
125,149,1.371,nan,0.0,0.0081,10
108,149,1.3567,nan,0.0,0.0093,10
109,149,1.3612,nan,0.0,0.0103,10
114,149,2.3197,nan,0.0,0.0572,10
116,149,2.7847,nan,0.0,0.0582,10
115,149,2.7309,nan,0.0,0.0746,10
109,149,2.7291,nan,0.0,0.0487,10
117,149,2.8602,nan,0.0,0.0683,10
104,149,2.782,nan,0.0,0.0657,10
115,149,2.7991,nan,0.0,0.0572,10
119,149,2.7076,nan,0.0,0.0698,10
123,149,2.7486,nan,0.0,0.0739,10
110,149,2.5684,nan,0.0,0.0567,10
104,149,2.7434,nan,0.0,0.0524,10
117,149,2.807,nan,0.0,0.0687,10
119,149,2.7616,nan,0.0,0.0535,10
101,149,2.8501,nan,0.0,0.0351,10
170,149,3.0519,nan,0.0,0.0534,10
107,149,3.0653,nan,0.0,0.0535,10
121,149,2.8577,nan,0.0,0.0468,10
107,149,2.8792,nan,0.0,0.0499,10
99,149,3.0474,nan,0.0,0.0838,10
107,149,2.9746,nan,0.0,0.0652,10
112,149,2.9699,nan,0.0,0.0423,10
111,149,3.0368,nan,0.0,0.0668,10
103,149,2.4821,nan,0.0,0.0551,10
115,149,3.1056,nan,0.0,0.0443,10
115,149,2.9503,nan,0.0,0.0524,10
106,149,3.1162,nan,0.0,0.0876,10
116,149,2.9191,nan,0.0,0.0649,10
114,149,3.0103,nan,0.0,0.0628,10
124,149,2.8743,nan,0.0,0.0699,10
113,149,3.0153,nan,0.0,0.066,10
109,149,2.935,nan,0.0,0.0488,10
109,149,2.8225,nan,0.0,0.0603,10
101,149,2.8064,nan,0.0,0.0538,10
114,149,2.9784,nan,0.0,0.0761,10
109,149,2.9893,nan,0.0,0.0679,10
103,149,2.8283,nan,0.0,0.0805,10
105,149,2.7787,nan,0.0,0.0434,10
115,149,3.0639,nan,0.0,0.0728,10
113,149,2.768,nan,0.0,0.0486,10
116,149,2.9938,nan,0.0,0.0674,10
115,149,2.8451,nan,0.0,0.0572,10
109,149,2.8087,nan,0.0,0.0588,10
104,149,2.716,nan,0.0,0.0801,10
112,149,2.9051,nan,0.0,0.0343,10
106,149,1.7356,nan,0.0,0.01,10
118,149,1.3551,nan,0.0,0.0101,10
110,149,1.368,nan,0.0,0.0096,10
107,149,1.3754,nan,0.0,0.0081,10
103,149,1.3709,nan,0.0,0.0183,10
116,149,1.391,nan,0.0,0.0111,10
121,149,1.3519,nan,0.0,0.0093,10
109,149,1.3372,nan,0.0,0.0112,10
102,149,1.3657,nan,0.0,0.0152,10
106,149,1.3779,nan,0.0,0.0101,10
114,149,1.353,nan,0.0,0.0156,10
122,149,1.3865,nan,0.0,0.0117,10
117,149,1.3611,nan,0.0,0.0095,10
111,149,1.3665,nan,0.0,0.0082,10
107,149,1.3514,nan,0.0,0.01,10
117,149,1.3578,nan,0.0,0.0115,10
114,149,1.3716,nan,0.0,0.0138,10
107,149,1.7148,nan,0.0,0.059,10
114,149,2.9312,nan,0.0,0.0602,10
115,149,2.8137,nan,0.0,0.0627,10
112,149,2.8399,nan,0.0,0.0365,10
107,149,2.7761,nan,0.0,0.0305,10
114,149,2.8007,nan,0.0,0.0533,10
113,149,2.5912,nan,0.0,0.0283,10
106,149,2.8216,nan,0.0,0.0463,10
119,149,2.8652,nan,0.0,0.061,10
112,149,2.949,nan,0.0,0.0536,10
106,149,2.8796,nan,0.0,0.0363,10
117,149,2.825,nan,0.0,0.0541,10
109,149,2.9445,nan,0.0,0.0598,10
107,149,1.3916,nan,0.0,0.0136,10
115,149,1.3581,nan,0.0,0.0095,10
116,149,1.3489,nan,0.0,0.012,10
103,149,1.3532,nan,0.0,0.0111,10
117,149,1.3648,nan,0.0,0.0134,10
99,149,1.3677,nan,0.0,0.0122,10
116,149,1.3644,nan,0.0,0.0121,10
127,149,1.3854,nan,0.0,0.0128,10
111,149,1.3637,nan,0.0,0.0096,10
101,149,1.3597,nan,0.0,0.0104,10
103,149,1.3786,nan,0.0,0.0085,10
108,149,1.3611,nan,0.0,0.0108,10
113,149,1.3568,nan,0.0,0.0082,10
115,149,1.3579,nan,0.0,0.0086,10
98,149,1.3657,nan,0.0,0.0135,10
106,149,1.3657,nan,0.0,0.0114,10
109,149,1.354,nan,0.0,0.0136,10
107,149,1.3796,nan,0.0,0.0154,10
120,149,2.8074,nan,0.0,0.0444,10
110,149,2.8791,nan,0.0,0.0411,10
112,149,2.9637,nan,0.0,0.0588,10
116,149,2.76,nan,0.0,0.0694,10
110,149,2.7934,nan,0.0,0.0528,10
108,149,2.7281,nan,0.0,0.0453,10
111,149,2.8834,nan,0.0,0.0625,10
114,149,2.7417,nan,0.0,0.0269,10
108,149,2.8503,nan,0.0,0.0727,10
111,149,2.7797,nan,0.0,0.0695,10
107,149,2.881,nan,0.0,0.0801,10
108,149,2.752,nan,0.0,0.0458,10
170,149,1.3986,nan,0.0,0.017,10
108,149,1.3516,nan,0.0,0.0119,10
128,149,1.3733,nan,0.0,0.0092,10
110,149,1.3925,nan,0.0,0.0105,10
99,149,1.3511,nan,0.0,0.0104,10
108,149,1.3675,nan,0.0,0.009,10
109,149,1.3709,nan,0.0,0.0194,10
102,149,1.3738,nan,0.0,0.0106,10
110,149,1.347,nan,0.0,0.0128,10
110,149,1.3538,nan,0.0,0.0112,10
108,149,1.3641,nan,0.0,0.0128,10
112,149,1.3684,nan,0.0,0.0148,10
116,149,1.3457,nan,0.0,0.0099,10
98,149,1.3455,nan,0.0,0.0099,10
110,149,1.3593,nan,0.0,0.0153,10
100,149,1.3608,nan,0.0,0.0131,10
121,149,1.3899,nan,0.0,0.0126,10
103,149,1.3692,nan,0.0,0.0102,10
114,149,1.3581,nan,0.0,0.0135,10
129,149,2.1631,nan,0.0,0.0711,10
107,149,2.7712,nan,0.0,0.0615,10
108,149,2.6563,nan,0.0,0.069,10
109,149,2.7661,nan,0.0,0.0532,10
116,149,2.6276,nan,0.0,0.0327,10
97,149,2.9702,nan,0.0,0.0471,10
107,149,2.7507,nan,0.0,0.0391,10
113,149,2.6719,nan,0.0,0.0407,10
101,149,2.8594,nan,0.0,0.0504,10
102,149,2.7145,nan,0.0,0.0415,10
117,149,2.8028,nan,0.0,0.038,10
108,149,3.0815,nan,0.0,0.059,10
111,149,2.6879,nan,0.0,0.0509,10
97,149,2.7622,nan,0.0,0.0462,10
105,149,2.8644,nan,0.0,0.0456,10
107,149,2.9197,nan,0.0,0.0458,10
105,149,2.902,nan,0.0,0.03,10
107,149,2.84,nan,0.0,0.0401,10
101,149,3.0197,nan,0.0,0.0668,10
118,149,3.024,nan,0.0,0.0386,10
101,149,2.8391,nan,0.0,0.0697,10
110,149,2.9861,nan,0.0,0.0575,10
104,149,2.8517,nan,0.0,0.0607,10
118,149,3.0382,nan,0.0,0.0706,10
117,149,2.9955,nan,0.0,0.059,10
118,149,2.8355,nan,0.0,0.0497,10
112,149,2.8578,nan,0.0,0.0654,10
125,149,2.9393,nan,0.0,0.0552,10
97,149,2.9962,nan,0.0,0.0752,10
115,149,2.8236,nan,0.0,0.0678,10
104,149,3.0866,nan,0.0,0.0466,10
106,149,2.9474,nan,0.0,0.0641,10
113,149,2.8393,nan,0.0,0.0735,10
106,149,2.8599,nan,0.0,0.067,10
117,149,2.8395,nan,0.0,0.0512,10
106,149,3.0759,nan,0.0,0.0658,10
107,149,2.8066,nan,0.0,0.0498,10
112,149,2.7169,nan,0.0,0.0745,10
109,149,2.886,nan,0.0,0.0638,10
101,149,3.0116,nan,0.0,0.0585,10
111,149,2.8225,nan,0.0,0.0635,10
114,149,1.4444,nan,0.0,0.0125,10
110,149,1.3653,nan,0.0,0.0074,10
109,149,1.3865,nan,0.0,0.0123,10
100,149,1.3569,nan,0.0,0.0106,10
109,149,1.3736,nan,0.0,0.0143,10
115,149,1.3606,nan,0.0,0.008,10
116,149,1.3741,nan,0.0,0.0119,10
104,149,1.3754,nan,0.0,0.013,10
106,149,1.3748,nan,0.0,0.0189,10
112,149,1.3681,nan,0.0,0.0098,10
108,149,1.3677,nan,0.0,0.008,10
114,149,1.3462,nan,0.0,0.0128,10
115,149,1.3689,nan,0.0,0.0131,10
105,149,1.3578,nan,0.0,0.0122,10
110,149,1.3749,nan,0.0,0.0117,10
107,149,1.3733,nan,0.0,0.0093,10
115,149,1.3794,nan,0.0,0.0102,10
116,149,1.3765,nan,0.0,0.0107,10
116,149,1.3471,nan,0.0,0.0146,10
114,149,2.3402,nan,0.0,0.0565,10
117,149,2.8774,nan,0.0,0.0682,10
113,149,2.9965,nan,0.0,0.0698,10
110,149,3.0653,nan,0.0,0.0566,10
102,149,2.9834,nan,0.0,0.0556,10
112,149,2.8883,nan,0.0,0.0449,10
115,149,2.8674,nan,0.0,0.0594,10
108,149,2.7499,nan,0.0,0.0499,10
115,149,2.7496,nan,0.0,0.0826,10
114,149,2.8506,nan,0.0,0.061,10
108,149,2.7919,nan,0.0,0.0656,10
170,149,1.3829,nan,0.0,0.0102,10
119,149,1.3399,nan,0.0,0.0066,10
122,149,1.3821,nan,0.0,0.0108,10
103,149,1.3529,nan,0.0,0.0169,10
102,149,1.3696,nan,0.0,0.0104,10
116,149,1.35,nan,0.0,0.008,10
112,149,1.3843,nan,0.0,0.0116,10
109,149,1.3504,nan,0.0,0.0131,10
98,149,1.3613,nan,0.0,0.015,10
112,149,1.3765,nan,0.0,0.0123,10
115,149,1.3734,nan,0.0,0.0106,10
115,149,1.3499,nan,0.0,0.0084,10
114,149,1.3655,nan,0.0,0.0106,10
118,149,1.3664,nan,0.0,0.0093,10
112,149,1.3579,nan,0.0,0.007,10
98,149,1.3794,nan,0.0,0.0125,10
105,149,1.3574,nan,0.0,0.0085,10
106,149,1.3645,nan,0.0,0.0121,10
106,149,1.3668,nan,0.0,0.0124,10
109,149,1.3698,nan,0.0,0.0098,10
107,149,1.438,nan,0.0,0.024,10
118,149,2.9271,nan,0.0,0.0484,10
105,149,2.8317,nan,0.0,0.0434,10
110,149,2.7159,nan,0.0,0.0555,10
101,149,2.6611,nan,0.0,0.0323,10
105,149,2.9197,nan,0.0,0.0306,10
107,149,2.9853,nan,0.0,0.0349,10
105,149,2.9075,nan,0.0,0.0448,10
103,149,2.9974,nan,0.0,0.0539,10
105,149,2.9359,nan,0.0,0.0723,10
108,149,1.3531,nan,0.0,0.0086,10
98,149,1.3728,nan,0.0,0.0122,10
105,149,1.3552,nan,0.0,0.0157,10
96,149,1.3525,nan,0.0,0.0109,10
111,149,1.3813,nan,0.0,0.0127,10
107,149,1.3529,nan,0.0,0.0132,10
115,149,1.3638,nan,0.0,0.0133,10
106,149,1.3982,nan,0.0,0.0143,10
117,149,1.3801,nan,0.0,0.0131,10
112,149,1.3629,nan,0.0,0.0093,10
109,149,1.3757,nan,0.0,0.0103,10
114,149,1.3579,nan,0.0,0.0093,10
119,149,1.3769,nan,0.0,0.0106,10
112,149,1.3559,nan,0.0,0.012,10
98,149,1.3638,nan,0.0,0.0067,10
113,149,1.3724,nan,0.0,0.0128,10
126,149,1.3783,nan,0.0,0.0085,10
120,149,1.3456,nan,0.0,0.0186,10
108,149,1.3627,nan,0.0,0.0102,10
110,149,1.3583,nan,0.0,0.0094,10
110,149,1.4924,nan,0.0,0.0268,10
114,149,2.75,nan,0.0,0.0239,10
98,149,2.8415,nan,0.0,0.0453,10
115,149,2.9932,nan,0.0,0.046,10
107,149,3.0493,nan,0.0,0.0764,10
110,149,2.9145,nan,0.0,0.0596,10
112,149,2.6928,nan,0.0,0.0624,10
115,149,2.8985,nan,0.0,0.0591,10
106,149,2.9235,nan,0.0,0.0533,10
112,149,2.9067,nan,0.0,0.0537,10
114,149,2.5,nan,0.0,0.0618,10
118,149,3.0235,nan,0.0,0.0579,10
109,149,3.0137,nan,0.0,0.0679,10
110,149,2.9768,nan,0.0,0.0492,10
112,149,2.967,nan,0.0,0.0738,10
114,149,3.0294,nan,0.0,0.0769,10
116,149,3.0301,nan,0.0,0.0761,10
105,149,2.9221,nan,0.0,0.0788,10
119,149,3.1079,nan,0.0,0.0801,10
117,149,2.5087,nan,0.0,0.0435,10
115,149,3.0861,nan,0.0,0.0541,10
122,149,3.0273,nan,0.0,0.0796,10
110,149,2.8451,nan,0.0,0.0527,10
99,149,2.6141,nan,0.0,0.0368,10
106,149,2.8297,nan,0.0,0.0532,10
113,149,2.8399,nan,0.0,0.0451,10
111,149,2.7474,nan,0.0,0.0459,10
105,149,2.9198,nan,0.0,0.041,10
102,149,2.9064,nan,0.0,0.0354,10
108,149,2.9969,nan,0.0,0.0549,10
115,149,3.0066,nan,0.0,0.0735,10
106,149,2.9389,nan,0.0,0.0641,10
116,149,3.0378,nan,0.0,0.06,10
104,149,2.9446,nan,0.0,0.0551,10
114,149,2.9892,nan,0.0,0.0654,10
115,149,2.9029,nan,0.0,0.0695,10
123,149,2.8585,nan,0.0,0.0678,10
116,149,2.7152,nan,0.0,0.0284,10
119,149,2.9616,nan,0.0,0.0743,10
111,149,2.9792,nan,0.0,0.0665,10
170,149,2.8825,nan,0.0,0.0692,10
114,149,2.8072,nan,0.0,0.0403,10
89,149,2.7982,nan,0.0,0.0587,10
100,149,2.8564,nan,0.0,0.0632,10
108,149,2.8294,nan,0.0,0.0676,10
105,149,3.0421,nan,0.0,0.0659,10
116,149,2.8973,nan,0.0,0.0465,10
112,149,2.9126,nan,0.0,0.0572,10
103,149,2.8439,nan,0.0,0.0381,10
113,149,2.7935,nan,0.0,0.0272,10
113,149,3.0011,nan,0.0,0.0335,10
113,149,2.9064,nan,0.0,0.062,10
114,149,2.9387,nan,0.0,0.0607,10
109,149,3.0295,nan,0.0,0.0558,10
117,149,2.7613,nan,0.0,0.0547,10
109,149,3.0101,nan,0.0,0.0635,10
104,149,2.9119,nan,0.0,0.0623,10
104,149,3.0226,nan,0.0,0.0787,10
114,149,2.727,nan,0.0,0.0737,10
110,149,2.9629,nan,0.0,0.0515,10
100,149,2.8991,nan,0.0,0.0592,10
119,149,2.7772,nan,0.0,0.0895,10
114,149,2.9835,nan,0.0,0.0619,10
115,149,3.0146,nan,0.0,0.0735,10
106,149,2.7738,nan,0.0,0.0653,10
112,149,2.788,nan,0.0,0.0631,10
116,149,2.7634,nan,0.0,0.0626,10
115,149,3.0888,nan,0.0,0.076,10
107,149,2.7668,nan,0.0,0.062,10
101,149,2.7098,nan,0.0,0.0599,10
104,149,1.3737,nan,0.0,0.01,10
106,149,1.3684,nan,0.0,0.009,10
110,149,1.3528,nan,0.0,0.0109,10
100,149,1.4116,nan,0.0,0.0178,10
97,149,1.345,nan,0.0,0.0075,10
115,149,1.3416,nan,0.0,0.0064,10
115,149,1.3701,nan,0.0,0.0121,10
108,149,1.3637,nan,0.0,0.0087,10
117,149,1.3924,nan,0.0,0.0125,10
102,149,1.3684,nan,0.0,0.0098,10
109,149,1.3398,nan,0.0,0.0079,10
101,149,1.3731,nan,0.0,0.0127,10
118,149,1.3736,nan,0.0,0.0095,10
96,149,1.3605,nan,0.0,0.0111,10
99,149,1.381,nan,0.0,0.0145,10
110,149,1.3665,nan,0.0,0.0077,10
106,149,1.3685,nan,0.0,0.0134,10
119,149,1.3849,nan,0.0,0.0136,10
103,149,1.3793,nan,0.0,0.0074,10
106,149,1.3693,nan,0.0,0.0151,10
101,149,1.361,nan,0.0,0.0094,10
118,149,1.3745,nan,0.0,0.011,10
94,149,1.3736,nan,0.0,0.0089,10
105,149,1.9444,nan,0.0,0.0608,10
103,149,2.9158,nan,0.0,0.0668,10
120,149,2.9883,nan,0.0,0.0745,10
115,149,2.8148,nan,0.0,0.0578,10
111,149,2.8391,nan,0.0,0.0745,10
115,149,2.867,nan,0.0,0.055,10
102,149,2.7318,nan,0.0,0.0435,10
105,149,1.4911,nan,0.0,0.0116,10
126,149,1.3689,nan,0.0,0.0105,10
110,149,1.3699,nan,0.0,0.0125,10
106,149,1.3694,nan,0.0,0.0088,10
92,149,1.3683,nan,0.0,0.0134,10
114,149,1.3772,nan,0.0,0.0125,10
119,149,1.3799,nan,0.0,0.0138,10
114,149,1.3697,nan,0.0,0.013,10
107,149,1.3751,nan,0.0,0.0111,10
111,149,1.3708,nan,0.0,0.0095,10
104,149,1.3649,nan,0.0,0.0135,10
116,149,1.3573,nan,0.0,0.0109,10
102,149,1.3618,nan,0.0,0.0077,10
102,149,1.366,nan,0.0,0.015,10
104,149,1.3739,nan,0.0,0.0113,10
108,149,1.379,nan,0.0,0.0132,10
115,149,1.3769,nan,0.0,0.0142,10
107,149,1.3577,nan,0.0,0.0106,10
105,149,1.3392,nan,0.0,0.0098,10
110,149,1.3766,nan,0.0,0.0081,10
101,149,1.3546,nan,0.0,0.008,10
108,149,1.3654,nan,0.0,0.0094,10
110,149,1.3967,nan,0.0,0.0196,10
110,149,2.0389,nan,0.0,0.065,10
116,149,2.7982,nan,0.0,0.0704,10
117,149,2.7422,nan,0.0,0.0537,10
129,149,2.941,nan,0.0,0.0547,10
117,149,2.6959,nan,0.0,0.0501,10
105,149,2.7041,nan,0.0,0.0458,10
110,149,2.8589,nan,0.0,0.0434,10
3903,402,1.8516,0.5366,0.0,0.0315,10
2300,402,1.6705,0.58,0.0,0.0187,10
7237,402,2.1255,0.5296,0.0,0.0521,10
1549,402,1.6506,0.5612,0.0,0.0152,10
8456,402,2.1935,0.5721,0.0,0.0513,10
4194,402,1.8739,0.526,0.0,0.0305,10
3829,402,1.8544,0.572,0.0,0.0361,10
2119,402,1.6994,0.6,0.0,0.0188,10
128,402,1.3242,0.4986,0.0,0.0082,10
3707,402,1.8242,0.5453,0.0,0.0293,10
3407,402,1.873,0.5652,0.0,0.0327,10
1449,402,1.5881,0.5543,0.0,0.0183,10
2492,402,1.7438,0.5218,0.0,0.0224,10
5228,402,2.022,0.5411,0.0,0.0418,10
6005,402,2.0564,0.5444,0.0,0.049,10
4159,402,1.9569,0.5543,0.0,0.0304,10
7573,402,2.2033,0.5484,0.0,0.0549,10
4575,402,1.8918,0.5726,0.0,0.0394,10
8768,402,2.2129,0.5937,0.0,0.0634,10
7748,402,2.1696,0.5883,0.0,0.0553,10
3951,402,1.8095,0.5872,0.0,0.0287,10
328,402,1.4587,0.5772,0.0,0.0086,10
8665,402,2.2499,0.5491,0.0,0.0685,10
8106,402,2.2267,0.5495,0.0,0.0487,10
3981,402,1.908,0.5306,0.0,0.0338,10
4192,402,1.9068,0.5749,0.0,0.038,10
1466,402,1.6198,0.5625,0.0,0.0144,10
2923,402,1.759,0.5112,0.0,0.0234,10
2718,402,1.7825,0.5473,0.0,0.0485,10
2556,402,1.7574,0.5768,0.0,0.0275,10
3672,402,1.8544,0.5905,0.0,0.0277,10
7119,402,2.1136,0.5432,0.0,0.0491,10
6906,402,2.0329,0.555,0.0,0.0458,10
4498,402,1.9541,0.5546,0.0,0.0371,10
3143,402,1.8098,0.5751,0.0,0.0404,10
3155,402,1.773,0.5814,0.0,0.0232,10
5327,402,1.9302,0.572,0.0,0.0475,10
8589,402,2.1892,0.5963,0.0,0.0566,10
872,402,1.5528,0.5546,0.0,0.011,10
6173,402,1.9842,0.5586,0.0,0.0577,10
7656,402,2.1452,0.5918,0.0,0.0747,10
2428,402,1.6922,0.5809,0.0,0.0168,10
885,402,1.5424,0.514,0.0,0.0127,10
3817,402,1.6824,0.5349,0.0,0.052,10
4466,402,1.8879,0.5694,0.0,0.033,10
4555,402,1.9126,0.5756,0.0,0.029,10
4390,402,1.8579,0.5425,0.0,0.0505,10
6839,402,2.0197,0.5448,0.0,0.0436,10
6142,402,2.0493,0.5816,0.0,0.0479,10
234,402,1.3314,0.54,0.0,0.0073,10
385,402,1.4267,0.5489,0.0,0.0111,10
6071,402,1.9429,0.5652,0.0,0.0386,10
5618,402,1.9545,0.5606,0.0,0.0444,10
6329,402,1.9731,0.5703,0.0,0.0479,10
8635,402,2.1833,0.5882,0.0,0.0545,10
3024,402,1.7688,0.5651,0.0,0.0316,10
6264,402,2.0343,0.5639,0.0,0.0383,10
4884,402,1.8965,0.5539,0.0,0.039,10
3388,402,1.8146,0.5774,0.0,0.031,10
810,402,1.5276,0.5399,0.0,0.0101,10
938,402,1.521,0.5825,0.0,0.0115,10
3338,402,1.7632,0.5645,0.0,0.027,10
2281,402,1.6551,0.5769,0.0,0.0177,10
6459,402,1.9895,0.5606,0.0,0.0936,10
5065,402,1.9311,0.5647,0.0,0.0525,10
1163,402,1.5365,0.5594,0.0,0.0125,10
61,402,1.2308,0.5067,0.0,0.0081,10
6749,402,2.0399,0.52,0.0,0.0414,10
7332,402,2.1009,0.5684,0.0,0.0578,10
2466,402,1.706,0.5382,0.0,0.0184,10
1231,402,1.5675,0.5387,0.0,0.0122,10
3249,402,1.6853,0.5752,0.0,0.027,10
4683,402,1.8981,0.5701,0.0,0.0347,10
7493,402,2.0372,0.5286,0.0,0.0461,10
3211,402,1.7592,0.5025,0.0,0.0231,10
6901,402,2.0769,0.5407,0.0,0.0441,10
7947,402,2.1242,0.575,0.0,0.0618,10
3262,402,1.7785,0.5571,0.0,0.0273,10
7108,402,2.043,0.5291,0.0,0.0468,10
2628,402,1.7149,0.5574,0.0,0.018,10
912,402,1.548,0.5541,0.0,0.0119,10
5905,402,2.023,0.5732,0.0,0.0451,10
2298,402,1.7046,0.5608,0.0,0.0205,10
8548,402,2.1376,0.5889,0.0,0.0472,10
2844,402,1.737,0.5564,0.0,0.0278,10
2366,402,1.6405,0.5334,0.0,0.0172,10
7387,402,2.0695,0.5645,0.0,0.0444,10
7943,402,2.1606,0.5424,0.0,0.0597,10
6808,402,1.9884,0.575,0.0,0.0469,10
3069,402,1.7406,0.5588,0.0,0.0217,10
3903,402,1.7844,0.5609,0.0,0.0291,10
2300,402,1.6528,0.5597,0.0,0.0175,10
7237,402,2.1352,0.5754,0.0,0.0522,10
1549,402,1.6152,0.5634,0.0,0.015,10
8456,402,2.1588,0.5633,0.0,0.0831,10
4194,402,1.8087,0.5722,0.0,0.0365,10
3829,402,1.7976,0.5905,0.0,0.0306,10
2119,402,1.6021,0.5389,0.0,0.0195,10
128,402,1.2651,0.5394,0.0,0.0084,10
3707,402,1.7628,0.5824,0.0,0.0295,10
3407,402,1.7545,0.5285,0.0,0.0255,10
1449,402,1.5654,0.5816,0.0,0.0137,10
2492,402,1.6706,0.5771,0.0,0.0242,10
5228,402,1.9537,0.5622,0.0,0.0406,10
6005,402,1.9721,0.5138,0.0,0.046,10
4159,402,1.8163,0.5362,0.0,0.0326,10
7573,402,2.1162,0.534,0.0,0.0548,10
4575,402,1.8761,0.5444,0.0,0.0441,10
8768,402,2.1295,0.5393,0.0,0.055,10
7748,402,2.1029,0.5705,0.0,0.0543,10
3951,402,1.8184,0.5314,0.0,0.033,10
328,402,1.4077,0.5297,0.0,0.009,10
8665,402,2.1535,0.55,0.0,0.0472,10
8106,402,2.1889,0.5712,0.0,0.1029,10
3981,402,1.8451,0.5835,0.0,0.0314,10
4192,402,1.8351,0.5623,0.0,0.0312,10
1466,402,1.5352,0.5503,0.0,0.015,10
2923,402,1.6935,0.5508,0.0,0.0341,10
2718,402,1.6619,0.5187,0.0,0.0181,10
2556,402,1.6513,0.5594,0.0,0.0224,10
3672,402,1.7883,0.5217,0.0,0.024,10
7119,402,2.1287,0.5352,0.0,0.0535,10
6906,402,2.0734,0.5628,0.0,0.0509,10
4498,402,1.8885,0.557,0.0,0.0332,10
3143,402,1.7598,0.5612,0.0,0.0247,10
3155,402,1.7237,0.5538,0.0,0.0211,10
5327,402,1.9563,0.5519,0.0,0.0411,10
8589,402,2.1208,0.4967,0.0,0.0612,10
872,402,1.5013,0.5665,0.0,0.0112,10
6173,402,2.0207,0.5442,0.0,0.0512,10
7656,402,2.0696,0.5908,0.0,0.0751,10
2428,402,1.6334,0.5992,0.0,0.0167,10
885,402,1.4881,0.5707,0.0,0.0102,10
3817,402,1.8302,0.5368,0.0,0.0293,10
4466,402,1.8091,0.5651,0.0,0.0286,10
4555,402,1.8612,0.5771,0.0,0.0271,10
4390,402,1.8556,0.5907,0.0,0.0631,10
6839,402,2.0477,0.5478,0.0,0.075,10
6142,402,2.0459,0.5541,0.0,0.0505,10
234,402,1.3031,0.5181,0.0,0.0075,10
385,402,1.4153,0.5456,0.0,0.0089,10
6071,402,1.952,0.5444,0.0,0.0569,10
5618,402,1.9416,0.5922,0.0,0.0472,10
6329,402,1.984,0.5594,0.0,0.0412,10
8635,402,2.206,0.5407,0.0,0.0985,10
3024,402,1.702,0.5576,0.0,0.0353,10
6264,402,1.9714,0.5507,0.0,0.0425,10
4884,402,1.8595,0.5403,0.0,0.0377,10
3388,402,1.781,0.5836,0.0,0.0311,10
810,402,1.5112,0.5837,0.0,0.0103,10
938,402,1.4835,0.5224,0.0,0.0177,10
3338,402,1.7903,0.5707,0.0,0.0284,10
2281,402,1.6843,0.5488,0.0,0.0194,10
6459,402,2.035,0.5097,0.0,0.0415,10
5065,402,1.9737,0.5544,0.0,0.0475,10
1163,402,1.5628,0.5119,0.0,0.0132,10
61,402,1.2436,0.5249,0.0,0.0084,10
6749,402,2.102,0.5499,0.0,0.062,10
7332,402,2.1151,0.544,0.0,0.0562,10
2466,402,1.7338,0.5508,0.0,0.0216,10
1231,402,1.5837,0.534,0.0,0.0121,10
3249,402,1.7861,0.5466,0.0,0.0269,10
4683,402,1.8787,0.5396,0.0,0.0409,10
7493,402,2.1635,0.6073,0.0,0.0583,10
3211,402,1.824,0.5456,0.0,0.0276,10
6901,402,2.1642,0.5649,0.0,0.0512,10
7947,402,2.16,0.5425,0.0,0.0536,10
3262,402,1.8067,0.5447,0.0,0.0228,10
7108,402,2.1052,0.5882,0.0,0.0495,10
2628,402,1.7117,0.5964,0.0,0.0224,10
912,402,1.4933,0.546,0.0,0.0114,10
5905,402,2.0088,0.6233,0.0,0.0469,10
2298,402,1.7059,0.5803,0.0,0.029,10
8548,402,2.1794,0.5739,0.0,0.0601,10
2844,402,1.7478,0.5389,0.0,0.0248,10
2366,402,1.6965,0.5469,0.0,0.0251,10
7387,402,2.0703,0.5701,0.0,0.0514,10
7943,402,2.1178,0.5589,0.0,0.053,10
6808,402,2.0641,0.5783,0.0,0.0444,10
