Number of features,Number of samples,Execution time,Fitness,Train score,Number of clusters,Algorithm,Scoring method
148,158,0.0561,-0.3171,0.0,2,1,2
13,526,0.0661,-0.5814,0.0,2,1,2
161,526,0.0697,-0.5815,0.0,2,1,2
21559,508,0.22,0.4941,0.0,2,2,1
58,158,0.0483,0.5858,0.0,2,1,1
104,158,0.0455,0.6388,0.0,2,1,1
135,582,0.0825,-1.0864,0.0,2,1,2
8,526,0.0572,-0.5815,0.0,2,1,2
36,526,0.0616,-0.5815,0.0,2,1,2
26,526,0.0697,-0.5809,0.0,2,1,2
143,158,0.0456,0.6257,0.0,2,1,1
296,403,0.094,-2.3177,0.0,2,1,2
3071,150,0.1212,-2.6588,0.0,2,1,2
882,150,0.0698,-2.6557,0.0,2,1,2
10,526,0.0666,-0.5737,0.0,2,1,2
316,510,0.0963,-1.1467,0.0,2,1,2
604,510,0.1092,-1.1733,0.0,2,1,2
24686,508,0.2398,0.4941,0.0,2,2,1
134,582,0.0782,-1.0849,0.0,2,1,2
4591,510,0.4204,-1.1996,0.0,2,1,2
22,526,0.0735,-0.5815,0.0,2,1,2
123,526,0.0645,-0.5815,0.0,2,1,2
25950,508,0.2472,0.4941,0.0,2,2,1
23,526,0.0693,-0.5784,0.0,2,1,2
1059,150,0.088,-2.6566,0.0,2,1,2
7,100,0.0672,-0.3105,0.0,2,1,2
147,526,0.0753,-0.5812,0.0,2,1,2
1210,510,0.1533,-1.2012,0.0,2,1,2
15211,508,0.1798,0.4941,0.0,2,2,1
2506,510,0.2925,-1.2029,0.0,2,1,2
1019,510,0.1497,-1.2034,0.0,2,1,2
10,100,0.0437,-0.3055,0.0,2,1,2
7,100,0.0448,-0.3111,0.0,2,1,2
101,582,0.0743,-1.0887,0.0,2,1,2
1491,403,0.1475,-2.3259,0.0,2,1,2
34,526,0.0703,-0.5812,0.0,2,1,2
4006,510,0.3443,-1.2002,0.0,2,1,2
136,158,0.0475,0.6621,0.0,2,1,1
454,403,0.0772,-2.3259,0.0,2,1,2
1258,150,0.0778,-2.6412,0.0,2,1,2
88,582,0.0839,-1.0826,0.0,2,1,2
819,150,0.0726,-2.6573,0.0,2,1,2
687,510,0.1319,-1.143,0.0,2,1,2
53,526,0.0631,-0.5813,0.0,2,1,2
120,582,0.095,-1.0846,0.0,2,1,2
136,510,0.0839,-1.2087,0.0,2,1,2
13895,508,0.1731,0.4941,0.0,2,2,1
43,1068,0.095,-0.7806,0.0,2,1,2
45,526,0.0657,-0.5815,0.0,2,1,2
138,158,0.0493,0.6366,0.0,2,1,1
104,510,0.0754,-1.2204,0.0,2,1,2
1224,510,0.1984,-1.2027,0.0,2,1,2
2927,510,0.26,-1.197,0.0,2,1,2
1023,150,0.0779,-2.6557,0.0,2,1,2
20,526,0.0578,-0.581,0.0,2,1,2
193,1068,0.123,-0.7789,0.0,2,1,2
243,158,0.0509,-0.3174,0.0,2,1,2
156,510,0.0976,-1.1696,0.0,2,1,2
971,510,0.1491,-1.204,0.0,2,1,2
20525,508,0.2141,0.4941,0.0,2,2,1
5,526,0.0569,-0.5815,0.0,2,1,2
287,158,0.0477,-0.3188,0.0,2,1,2
4359,582,0.546,-1.0887,0.0,2,1,2
176,1068,0.137,-0.7804,0.0,2,1,2
105,158,0.048,-0.3183,0.0,2,1,2
4909,510,0.4215,-1.2044,0.0,2,1,2
94,526,0.0738,-0.5813,0.0,2,1,2
2315,510,0.237,-1.201,0.0,2,1,2
11,526,0.0627,-0.581,0.0,2,1,2
28751,508,0.266,0.4941,0.0,2,2,1
479,403,0.0886,-2.3259,0.0,2,1,2
33,526,0.0636,-0.5809,0.0,2,1,2
1743,150,0.0982,-2.6578,0.0,2,1,2
1554,150,0.0976,-2.6555,0.0,2,1,2
25,526,0.0653,-0.5815,0.0,2,1,2
195,582,0.0876,-1.0887,0.0,2,1,2
1194,403,0.1382,-2.3181,0.0,2,1,2
1281,150,0.0838,-2.6575,0.0,2,1,2
53,158,0.0469,0.5189,0.0,2,1,1
60,510,0.0783,-1.2244,0.0,2,1,2
14,526,0.0607,-0.5779,0.0,2,1,2
9843,508,0.1477,0.4941,0.0,2,2,1
36,100,0.0433,-0.3043,0.0,2,1,2
30,526,0.0645,-0.5721,0.0,2,1,2
143,1068,0.122,-0.7807,0.0,2,1,2
1193,510,0.1527,-1.199,0.0,2,1,2
1594,510,0.1862,-1.2047,0.0,2,1,2
283,403,0.0923,-2.3224,0.0,2,1,2
99,526,0.0674,-0.5814,0.0,2,1,2
150,158,0.044,0.4353,0.0,2,1,1
458,403,0.0918,-2.3136,0.0,2,1,2
20922,508,0.2221,0.4941,0.0,2,2,1
9,526,0.0757,-0.5771,0.0,2,1,2
27,526,0.0629,-0.5809,0.0,2,1,2
637,150,0.0658,-2.655,0.0,2,1,2
19532,508,0.2109,0.4941,0.0,2,2,1
5287,508,0.1179,0.4941,0.0,2,2,1
283,403,0.0832,-2.3259,0.0,2,1,2
58,526,0.0729,-0.5783,0.0,2,1,2
11144,508,0.157,0.4941,0.0,2,2,1
595,150,0.0806,-2.6548,0.0,2,1,2
19045,508,0.2046,0.4941,0.0,2,2,1
43,526,0.071,-0.58,0.0,2,1,2
247,158,0.0515,-0.3183,0.0,2,1,2
25,526,0.0684,-0.5796,0.0,2,1,2
3881,510,0.3704,-1.2047,0.0,2,1,2
65,526,0.0667,-0.5788,0.0,2,1,2
797,510,0.1417,-1.1645,0.0,2,1,2
11,526,0.0605,-0.5811,0.0,2,1,2
7,526,0.0601,-0.5758,0.0,2,1,2
334,510,0.0964,-1.1383,0.0,2,1,2
491,510,0.1066,-1.2004,0.0,2,1,2
2952,150,0.1143,-2.6555,0.0,2,1,2
20655,508,0.2137,0.4941,0.0,2,2,1
11,526,0.0612,-0.5787,0.0,2,1,2
8468,150,0.2387,-2.6506,0.0,2,1,2
141,1068,0.1205,-0.7806,0.0,2,1,2
13,526,0.066,-0.5795,0.0,2,1,2
24,526,0.0703,-0.579,0.0,2,1,2
18,526,0.0622,-0.5814,0.0,2,1,2
304,403,0.072,-2.3259,0.0,2,1,2
1063,150,0.0754,-2.6492,0.0,2,1,2
18,526,0.0666,-0.5806,0.0,2,1,2
72,526,0.065,-0.5805,0.0,2,1,2
7778,508,0.1436,0.4941,0.0,2,2,1
13,100,0.043,-0.3052,0.0,2,1,2
119,526,0.0618,-0.5815,0.0,2,1,2
27234,508,0.2631,0.5174,0.0,2,2,1
117,526,0.0711,-0.5813,0.0,2,1,2
72,510,0.0789,-1.2141,0.0,2,1,2
1192,510,0.1666,-1.2003,0.0,2,1,2
20,526,0.0718,-0.5812,0.0,2,1,2
464,510,0.1149,-1.1509,0.0,2,1,2
70,510,0.0721,-1.2226,0.0,2,1,2
10,526,0.0612,-0.5809,0.0,2,1,2
642,403,0.1057,-2.3182,0.0,2,1,2
8,526,0.0664,-0.568,0.0,2,1,2
43,526,0.0657,-0.5796,0.0,2,1,2
25612,508,0.2549,0.5174,0.0,2,2,1
8995,508,0.1511,0.5174,0.0,2,2,1
449,510,0.0996,-1.2095,0.0,2,1,2
114,526,0.0674,-0.5815,0.0,2,1,2
27411,508,0.2648,0.5174,0.0,2,2,1
7774,508,0.1417,0.5174,0.0,2,2,1
19,526,0.0653,-0.5722,0.0,2,1,2
484,510,0.1025,-1.1991,0.0,2,1,2
602,403,0.1106,-2.3196,0.0,2,1,2
8096,150,0.221,-2.6588,0.0,2,1,2
611,150,0.0633,-2.6497,0.0,2,1,2
3718,403,0.2262,-2.3259,0.0,2,1,2
511,510,0.1098,-1.1584,0.0,2,1,2
118,526,0.0777,-0.5814,0.0,2,1,2
1936,510,0.207,-1.203,0.0,2,1,2
366,403,0.0791,-2.3259,0.0,2,1,2
377,1068,0.1589,-0.7799,0.0,2,1,2
83,526,0.0754,-0.5814,0.0,2,1,2
14,526,0.059,-0.5804,0.0,2,1,2
355,510,0.092,-1.2057,0.0,2,1,2
8,526,0.0802,-0.5661,0.0,2,1,2
178,1068,0.1241,-0.7779,0.0,2,1,2
33,526,0.0649,-0.5815,0.0,2,1,2
25,526,0.0649,-0.5809,0.0,2,1,2
764,150,0.0672,-2.6589,0.0,2,1,2
669,1068,0.1994,-0.7807,0.0,2,1,2
97,526,0.0704,-0.5815,0.0,2,1,2
31,526,0.0678,-0.5734,0.0,2,1,2
21741,508,0.2307,0.5174,0.0,2,2,1
467,1068,0.1711,-0.7807,0.0,2,1,2
2012,510,0.2274,-1.2015,0.0,2,1,2
78,510,0.0786,-1.224,0.0,2,1,2
69,158,0.0448,-0.3181,0.0,2,1,2
2123,150,0.0907,-2.6564,0.0,2,1,2
10,526,0.0934,-0.5814,0.0,2,1,2
1512,510,0.1945,-1.1998,0.0,2,1,2
14,526,0.0584,-0.576,0.0,2,1,2
211,158,0.0501,0.4368,0.0,2,1,1
993,510,0.1343,-1.2051,0.0,2,1,2
31,526,0.0665,-0.5813,0.0,2,1,2
22201,508,0.2314,0.5174,0.0,2,2,1
155,158,0.0517,0.6555,0.0,2,1,1
63,526,0.065,-0.581,0.0,2,1,2
43,158,0.0498,0.5908,0.0,2,1,1
152,1068,0.1145,-0.7803,0.0,2,1,2
13,526,0.0596,-0.5783,0.0,2,1,2
1339,403,0.1447,-2.3122,0.0,2,1,2
34,526,0.0679,-0.5811,0.0,2,1,2
19,526,0.0611,-0.5731,0.0,2,1,2
398,158,0.0499,-0.3189,0.0,2,1,2
15313,508,0.1924,0.5174,0.0,2,2,1
12,526,0.0555,-0.5776,0.0,2,1,2
23152,508,0.2356,0.5174,0.0,2,2,1
34,526,0.0638,-0.5813,0.0,2,1,2
21,526,0.0609,-0.5753,0.0,2,1,2
781,150,0.0738,-2.651,0.0,2,1,2
20,526,0.0616,-0.5811,0.0,2,1,2
22599,508,0.234,0.5174,0.0,2,2,1
11,158,0.0454,-0.3186,0.0,2,1,2
142,1068,0.1162,-0.7807,0.0,2,1,2
62,526,0.0564,-0.5815,0.0,2,1,2
85,582,0.0799,-1.085,0.0,2,1,2
0,158,-1.0,inf,inf,2,1,2
68,526,0.0703,-0.5805,0.0,2,1,2
38,100,0.0434,-0.292,0.0,2,1,2
161,526,0.0774,-0.5813,0.0,2,1,2
23690,508,0.2398,0.5174,0.0,2,2,1
14,526,0.0607,-0.5759,0.0,2,1,2
26521,508,0.2584,0.5174,0.0,2,2,1
8,526,0.0607,-0.5785,0.0,2,1,2
13244,508,0.1735,0.5174,0.0,2,2,1
4535,150,0.1477,-2.6584,0.0,2,1,2
22268,508,0.2389,0.5174,0.0,2,2,1
11800,508,0.1652,0.5174,0.0,2,2,1
33,526,0.0608,-0.5789,0.0,2,1,2
147,1068,0.1129,-0.7798,0.0,2,1,2
89,526,0.0674,-0.5804,0.0,2,1,2
1101,510,0.1359,-1.2026,0.0,2,1,2
823,150,0.0728,-2.6607,0.0,2,1,2
4,526,0.0579,-0.5764,0.0,2,1,2
514,403,0.0905,-2.3259,0.0,2,1,2
35,526,0.0652,-0.5779,0.0,2,1,2
6876,150,0.1886,-2.648,0.0,2,1,2
9,526,0.0726,-0.5795,0.0,2,1,2
606,508,8.0775,0.5026,0.0,2,2,1
58,526,0.069,-0.5814,0.0,2,1,2
121,526,0.0654,-0.5814,0.0,2,1,2
3506,150,0.1116,-2.6506,0.0,2,1,2
516,510,0.1033,-1.2032,0.0,2,1,2
99,526,0.0608,-0.5814,0.0,2,1,2
42,526,0.0659,-0.579,0.0,2,1,2
16,526,0.0647,-0.5663,0.0,2,1,2
76,526,0.0726,-0.5813,0.0,2,1,2
222,403,0.0668,-2.3259,0.0,2,1,2
147,1068,0.1234,-0.7807,0.0,2,1,2
387,150,0.0576,-2.6603,0.0,2,1,2
154,526,0.082,-0.5812,0.0,2,1,2
105,526,0.0631,-0.5815,0.0,2,1,2
13,526,0.0627,-0.5742,0.0,2,1,2
8,526,0.0672,-0.5814,0.0,2,1,2
135,526,0.0695,-0.5815,0.0,2,1,2
3164,508,0.1797,0.5026,0.0,2,2,1
8683,1068,1.8731,-0.7807,0.0,2,1,2
764,510,0.1414,-1.1544,0.0,2,1,2
1263,510,0.1742,-1.1744,0.0,2,1,2
11,100,0.0442,-0.3053,0.0,2,1,2
435,510,0.107,-1.1394,0.0,2,1,2
16865,508,0.1954,0.5174,0.0,2,2,1
127,1068,0.1031,-0.7802,0.0,2,1,2
13,526,0.0643,-0.5799,0.0,2,1,2
27,526,0.0629,-0.5809,0.0,2,1,2
195,158,0.0475,-0.318,0.0,2,1,2
20222,508,0.2227,0.5174,0.0,2,2,1
39,158,0.0518,0.7696,0.0,2,1,1
824,510,0.1307,-1.1636,0.0,2,1,2
10,526,0.0671,-0.5767,0.0,2,1,2
19620,508,0.2131,0.5174,0.0,2,2,1
60,100,0.0404,-0.3046,0.0,2,1,2
2926,150,0.1144,-2.6558,0.0,2,1,2
2816,510,0.3006,-1.2032,0.0,2,1,2
325,158,0.0496,-0.3174,0.0,2,1,2
10700,508,0.1612,0.5174,0.0,2,2,1
1946,510,0.1974,-1.2013,0.0,2,1,2
44,526,0.0608,-0.5813,0.0,2,1,2
8,526,0.0614,-0.5783,0.0,2,1,2
4294,508,0.1169,0.5174,0.0,2,2,1
2401,150,0.1019,-2.6568,0.0,2,1,2
37,526,0.0622,-0.5815,0.0,2,1,2
35,526,0.0627,-0.5786,0.0,2,1,2
35,526,0.0614,-0.5811,0.0,2,1,2
945,403,0.1264,-2.3159,0.0,2,1,2
462,508,8.0783,0.502,0.0,2,2,1
2056,150,0.0915,-2.6588,0.0,2,1,2
3393,510,0.3243,-1.2021,0.0,2,1,2
19321,508,0.2147,0.5174,0.0,2,2,1
5729,150,0.1799,-2.6506,0.0,2,1,2
1427,510,0.169,-1.203,0.0,2,1,2
14480,508,0.1834,0.5174,0.0,2,2,1
73,158,0.0499,-0.3087,0.0,2,1,2
1844,403,0.1992,-2.3191,0.0,2,1,2
22,526,0.0706,-0.5736,0.0,2,1,2
42,526,0.0622,-0.5815,0.0,2,1,2
19495,508,0.2139,0.5174,0.0,2,2,1
25,526,0.0666,-0.5815,0.0,2,1,2
20713,508,0.2319,0.5174,0.0,2,2,1
18,526,0.0683,-0.5762,0.0,2,1,2
23870,508,0.2445,0.5174,0.0,2,2,1
145,582,0.0827,-1.0878,0.0,2,1,2
19,526,0.0733,-0.5795,0.0,2,1,2
263,158,0.0522,-0.3188,0.0,2,1,2
208,582,0.1017,-1.0831,0.0,2,1,2
8214,510,0.6594,-1.2019,0.0,2,1,2
1026,510,0.1838,-1.1513,0.0,2,1,2
40,526,0.0603,-0.5814,0.0,2,1,2
67,526,0.0693,-0.5814,0.0,2,1,2
0,158,-1.0,inf,inf,2,1,2
197,158,0.0474,0.6424,0.0,2,1,1
208,1068,0.138,-0.78,0.0,2,1,2
481,150,0.0714,-2.6585,0.0,2,1,2
136,158,0.0478,0.6955,0.0,2,1,1
69,526,0.0688,-0.581,0.0,2,1,2
12,526,0.0711,-0.5743,0.0,2,1,2
24,526,0.068,-0.5743,0.0,2,1,2
12288,150,0.3257,-2.6584,0.0,2,1,2
49,158,0.047,0.726,0.0,2,1,1
1519,510,0.1711,-1.1969,0.0,2,1,2
7,100,0.0438,-0.3035,0.0,2,1,2
54,526,0.0656,-0.5812,0.0,2,1,2
2805,510,0.2693,-1.2039,0.0,2,1,2
773,510,0.1338,-1.1437,0.0,2,1,2
26389,508,0.259,0.5174,0.0,2,2,1
465,510,0.0999,-1.1423,0.0,2,1,2
560,510,0.1378,-1.2018,0.0,2,1,2
12,526,0.065,-0.5741,0.0,2,1,2
5962,508,0.129,0.5174,0.0,2,2,1
833,1068,0.3162,-0.7807,0.0,2,1,2
60,526,0.0593,-0.5814,0.0,2,1,2
12228,508,0.1615,0.4941,0.0,2,2,1
12435,508,0.1619,0.4941,0.0,2,2,1
979,150,0.073,-2.6584,0.0,2,1,2
1601,1068,0.4077,-0.7807,0.0,2,1,2
567,150,0.0665,-2.6514,0.0,2,1,2
26,526,0.0624,-0.578,0.0,2,1,2
430,158,0.0528,0.4855,0.0,2,1,1
4774,508,0.1146,0.4941,0.0,2,2,1
231,403,0.0767,-2.3259,0.0,2,1,2
21,526,0.0694,-0.5799,0.0,2,1,2
67,526,0.0693,-0.5814,0.0,2,1,2
20,526,0.0577,-0.5768,0.0,2,1,2
145,158,0.0477,-0.3189,0.0,2,1,2
28,100,0.0439,-0.3121,0.0,2,1,2
22,100,0.0409,-0.312,0.0,2,1,2
488,510,0.116,-1.14,0.0,2,1,2
2955,1068,0.5812,-0.7807,0.0,2,1,2
74,526,0.0651,-0.5812,0.0,2,1,2
67,526,0.0672,-0.5815,0.0,2,1,2
998,150,0.0721,-2.6568,0.0,2,1,2
468,510,0.1091,-1.1723,0.0,2,1,2
59,526,0.0698,-0.5812,0.0,2,1,2
409,510,0.0946,-1.1381,0.0,2,1,2
42,526,0.0589,-0.5812,0.0,2,1,2
30,526,0.0611,-0.5814,0.0,2,1,2
659,150,0.0688,-2.6577,0.0,2,1,2
1734,150,0.0874,-2.6584,0.0,2,1,2
6,100,0.0409,-0.3125,0.0,2,1,2
199,1068,0.1137,-0.7803,0.0,2,1,2
1804,150,0.0854,-2.6506,0.0,2,1,2
3426,510,0.3361,-1.203,0.0,2,1,2
41,526,0.0683,-0.5814,0.0,2,1,2
10,526,0.0601,-0.5795,0.0,2,1,2
807,150,0.0752,-2.6607,0.0,2,1,2
3915,508,0.1094,0.4941,0.0,2,2,1
9,100,0.0461,-0.3013,0.0,2,1,2
7,526,0.0676,-0.5762,0.0,2,1,2
5106,508,0.1179,0.4941,0.0,2,2,1
2166,510,0.2422,-1.2002,0.0,2,1,2
8,526,0.0916,-0.5811,0.0,2,1,2
12,100,0.0451,-0.3006,0.0,2,1,2
57,526,0.076,-0.5814,0.0,2,1,2
7723,508,0.1335,0.4941,0.0,2,2,1
70,526,0.0657,-0.5815,0.0,2,1,2
3734,510,0.3268,-1.2059,0.0,2,1,2
48,526,0.0656,-0.5811,0.0,2,1,2
14,526,0.062,-0.5796,0.0,2,1,2
110,158,0.0464,0.5429,0.0,2,1,1
3143,508,0.1033,0.4941,0.0,2,2,1
441,158,0.0511,0.5087,0.0,2,1,1
261,158,0.0511,-0.3183,0.0,2,1,2
1406,1068,0.3862,-0.7808,0.0,2,1,2
66,526,0.0879,-0.5815,0.0,2,1,2
13462,508,0.1705,0.4941,0.0,2,2,1
246,582,0.0831,-1.0853,0.0,2,1,2
317,510,0.1004,-1.1445,0.0,2,1,2
9,526,0.0703,-0.5696,0.0,2,1,2
20,526,0.069,-0.5695,0.0,2,1,2
139,582,0.0771,-1.084,0.0,2,1,2
1166,403,0.1085,-2.3259,0.0,2,1,2
8216,508,0.1378,0.4941,0.0,2,2,1
79,526,0.0595,-0.5815,0.0,2,1,2
9,526,0.0646,-0.5811,0.0,2,1,2
767,150,0.0783,-2.6527,0.0,2,1,2
2440,510,0.2294,-1.2022,0.0,2,1,2
10650,508,0.1552,0.4941,0.0,2,2,1
21,526,0.0606,-0.5781,0.0,2,1,2
78,158,0.0468,-0.3182,0.0,2,1,2
31,526,0.0622,-0.5813,0.0,2,1,2
11,526,0.0622,-0.5804,0.0,2,1,2
56,526,0.0655,-0.5814,0.0,2,1,2
3555,508,0.1079,0.4941,0.0,2,2,1
54,158,0.0456,0.6163,0.0,2,1,1
1891,150,0.0874,-2.6584,0.0,2,1,2
21,526,0.0666,-0.5793,0.0,2,1,2
4042,510,0.3676,-1.2038,0.0,2,1,2
12,526,0.065,-0.5741,0.0,2,1,2
1851,508,0.1639,0.5027,0.0,2,2,1
10,526,0.0609,-0.5805,0.0,2,1,2
517,158,0.0534,-0.3181,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,1
153,1068,0.1084,-0.7795,0.0,2,1,2
833,403,0.0984,-2.3259,0.0,2,1,2
606,150,0.0641,-2.6607,0.0,2,1,2
1052,150,0.0735,-2.6555,0.0,2,1,2
346,158,0.0513,0.4855,0.0,2,1,1
6482,508,0.1261,0.4941,0.0,2,2,1
4312,1068,0.8243,-0.7807,0.0,2,1,2
24,526,0.0627,-0.5815,0.0,2,1,2
6,526,0.0636,-0.577,0.0,2,1,2
4856,508,0.1162,0.4941,0.0,2,2,1
928,510,0.1571,-1.2026,0.0,2,1,2
213,403,0.0723,-2.3259,0.0,2,1,2
9,526,0.0627,-0.578,0.0,2,1,2
366,582,0.0997,-1.0887,0.0,2,1,2
66,526,0.058,-0.5815,0.0,2,1,2
65,526,0.0604,-0.5815,0.0,2,1,2
15,526,0.061,-0.5797,0.0,2,1,2
4161,510,0.4164,-1.2048,0.0,2,1,2
111,582,0.0806,-1.0801,0.0,2,1,2
13187,508,0.1671,0.4941,0.0,2,2,1
4107,508,0.1107,0.4941,0.0,2,2,1
38,526,0.063,-0.5814,0.0,2,1,2
259,158,0.0501,-0.3172,0.0,2,1,2
21,526,0.0614,-0.5815,0.0,2,1,2
456,510,0.0964,-1.1586,0.0,2,1,2
13556,508,0.1699,0.4941,0.0,2,2,1
1078,510,0.1424,-1.2016,0.0,2,1,2
46,526,0.0671,-0.5813,0.0,2,1,2
102,582,0.0832,-1.0887,0.0,2,1,2
3699,150,0.1349,-2.6544,0.0,2,1,2
10727,508,0.1579,0.4941,0.0,2,2,1
77,158,0.0462,0.6047,0.0,2,1,1
15,100,0.0409,-0.3065,0.0,2,1,2
76,510,0.081,-1.2223,0.0,2,1,2
11,100,0.0434,-0.3125,0.0,2,1,2
126,158,0.0519,-0.3183,0.0,2,1,2
853,150,0.0731,-2.6574,0.0,2,1,2
15,526,0.0697,-0.5748,0.0,2,1,2
7,526,0.0612,-0.581,0.0,2,1,2
72,510,0.0761,-1.2234,0.0,2,1,2
10376,508,0.1522,0.4941,0.0,2,2,1
4815,508,0.114,0.4941,0.0,2,2,1
96,510,0.0873,-1.2234,0.0,2,1,2
373,403,0.0949,-2.3204,0.0,2,1,2
11598,508,0.1589,0.4941,0.0,2,2,1
229,403,0.0915,-2.3171,0.0,2,1,2
29,526,0.0637,-0.5796,0.0,2,1,2
73,526,0.057,-0.581,0.0,2,1,2
6189,508,0.1248,0.4941,0.0,2,2,1
57,526,0.0634,-0.5812,0.0,2,1,2
16,526,0.065,-0.5764,0.0,2,1,2
164,158,0.0475,0.4985,0.0,2,1,1
163,158,0.0448,0.564,0.0,2,1,1
6,526,0.0625,-0.5772,0.0,2,1,2
6763,582,0.6171,-1.0887,0.0,2,1,2
6,526,0.0685,-0.5749,0.0,2,1,2
11983,508,0.1592,0.4941,0.0,2,2,1
17,526,0.0663,-0.5787,0.0,2,1,2
43,100,0.0466,-0.3098,0.0,2,1,2
1084,150,0.086,-2.6574,0.0,2,1,2
22,526,0.0774,-0.5775,0.0,2,1,2
4343,1068,0.8599,-0.7807,0.0,2,1,2
74,526,0.0869,-0.5815,0.0,2,1,2
5900,508,0.122,0.4941,0.0,2,2,1
22,526,0.0668,-0.5795,0.0,2,1,2
937,403,0.1144,-2.3259,0.0,2,1,2
517,150,0.0688,-2.6548,0.0,2,1,2
22,526,0.0671,-0.5731,0.0,2,1,2
7979,508,0.1376,0.4941,0.0,2,2,1
803,150,0.0666,-2.6602,0.0,2,1,2
66,510,0.069,-1.2079,0.0,2,1,2
373,510,0.0856,-1.2031,0.0,2,1,2
28,526,0.0576,-0.5815,0.0,2,1,2
31,526,0.0764,-0.5802,0.0,2,1,2
9,526,0.0758,-0.5679,0.0,2,1,2
10,526,0.0619,-0.5811,0.0,2,1,2
14,100,0.0427,-0.3059,0.0,2,1,2
976,150,0.0731,-2.6574,0.0,2,1,2
129,582,0.0852,-1.0885,0.0,2,1,2
92,526,0.0605,-0.5812,0.0,2,1,2
326,510,0.1013,-1.1258,0.0,2,1,2
54,510,0.079,-1.2245,0.0,2,1,2
18,526,0.0721,-0.5788,0.0,2,1,2
78,582,0.0712,-1.0887,0.0,2,1,2
2329,510,0.2055,-1.2042,0.0,2,1,2
85,526,0.0726,-0.5782,0.0,2,1,2
59,526,0.0658,-0.5813,0.0,2,1,2
19,526,0.0673,-0.5778,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,1
10,526,0.0619,-0.5727,0.0,2,1,2
11,526,0.0546,-0.5815,0.0,2,1,2
2761,150,0.113,-2.6588,0.0,2,1,2
1003,510,0.1407,-1.2007,0.0,2,1,2
6406,508,0.1293,0.4941,0.0,2,2,1
0,508,-1.0,-inf,-inf,2,2,1
53,510,0.0756,-1.2132,0.0,2,1,2
2761,150,0.1015,-2.6601,0.0,2,1,2
81,526,0.0652,-0.5814,0.0,2,1,2
23,526,0.0693,-0.5727,0.0,2,1,2
81,526,0.0648,-0.5814,0.0,2,1,2
120,582,0.0839,-1.0855,0.0,2,1,2
663,510,0.1214,-1.202,0.0,2,1,2
28,526,0.0708,-0.5812,0.0,2,1,2
9828,508,0.1479,0.4941,0.0,2,2,1
158,526,0.0708,-0.5812,0.0,2,1,2
466,510,0.1137,-1.202,0.0,2,1,2
7,526,0.0688,-0.581,0.0,2,1,2
10,526,0.0685,-0.5748,0.0,2,1,2
15,526,0.0677,-0.5802,0.0,2,1,2
135,582,0.0785,-1.0846,0.0,2,1,2
85,158,0.0461,0.6446,0.0,2,1,1
9,526,0.0673,-0.5707,0.0,2,1,2
9083,508,0.144,0.5089,0.0,2,2,1
1022,510,0.1337,-1.164,0.0,2,1,2
598,510,0.1049,-1.204,0.0,2,1,2
771,150,0.0717,-2.6604,0.0,2,1,2
3076,508,0.1673,0.5026,0.0,2,2,1
2021,150,0.0904,-2.6556,0.0,2,1,2
11856,508,0.1625,0.5089,0.0,2,2,1
7,526,0.0626,-0.5811,0.0,2,1,2
389,510,0.1107,-1.1483,0.0,2,1,2
45,526,0.067,-0.5813,0.0,2,1,2
472,403,0.0862,-2.3259,0.0,2,1,2
19,526,0.0652,-0.5783,0.0,2,1,2
27,526,0.0701,-0.5782,0.0,2,1,2
457,510,0.1186,-1.2051,0.0,2,1,2
296,403,0.0714,-2.3259,0.0,2,1,2
60,526,0.0613,-0.5815,0.0,2,1,2
271,582,0.1021,-1.0887,0.0,2,1,2
177,1068,0.1153,-0.7807,0.0,2,1,2
2186,510,0.2395,-1.206,0.0,2,1,2
371,1068,0.1685,-0.7789,0.0,2,1,2
7,526,0.0644,-0.5801,0.0,2,1,2
574,582,0.1133,-1.0887,0.0,2,1,2
4108,508,0.1112,0.5089,0.0,2,2,1
44,526,0.0674,-0.5787,0.0,2,1,2
895,510,0.1363,-1.1797,0.0,2,1,2
13,526,0.0627,-0.5742,0.0,2,1,2
3925,508,0.1114,0.5089,0.0,2,2,1
67,526,0.0655,-0.5814,0.0,2,1,2
47,526,0.0634,-0.5814,0.0,2,1,2
60,158,0.0472,0.6272,0.0,2,1,1
1776,150,0.0917,-2.657,0.0,2,1,2
8,526,0.0626,-0.5781,0.0,2,1,2
445,158,0.0524,0.5022,0.0,2,1,1
2173,403,0.2167,-2.3158,0.0,2,1,2
11,100,0.0429,-0.2962,0.0,2,1,2
9,526,0.0692,-0.5712,0.0,2,1,2
11127,150,0.2174,-2.6564,0.0,2,1,2
7,100,0.044,-0.2969,0.0,2,1,2
58,526,0.0659,-0.5814,0.0,2,1,2
104,582,0.0891,-1.0826,0.0,2,1,2
17,100,0.0433,-0.3087,0.0,2,1,2
8901,508,0.1447,0.5089,0.0,2,2,1
120,582,0.0835,-1.0859,0.0,2,1,2
0,508,-1.0,-inf,-inf,2,2,1
916,150,0.0725,-2.6558,0.0,2,1,2
58,526,0.0585,-0.5811,0.0,2,1,2
30,526,0.07,-0.5814,0.0,2,1,2
34,526,0.066,-0.5775,0.0,2,1,2
5338,582,0.6519,-1.0887,0.0,2,1,2
49,526,0.0688,-0.5815,0.0,2,1,2
80,526,0.0732,-0.5813,0.0,2,1,2
