Number of features,Number of samples,Execution time,Fitness,Train score,Number of clusters,Algorithm,Scoring method
108,403,0.0753,0.599,0.0,2,1,1
729,510,0.1649,0.7288,0.0,2,1,1
111,403,0.0705,0.5837,0.0,2,1,1
105,403,0.0774,0.5534,0.0,2,1,1
598,510,0.1159,0.7383,0.0,2,1,1
624,403,0.1075,0.5661,0.0,2,1,1
2953,510,0.3184,0.6134,0.0,2,1,1
96,403,0.0817,0.5935,0.0,2,1,1
239,403,0.0869,0.5867,0.0,2,1,1
1566,510,0.1755,0.6121,0.0,2,1,1
3803,510,0.3295,0.6087,0.0,2,1,1
228,403,0.083,0.5683,0.0,2,1,1
8361,403,0.6632,0.5665,0.0,2,1,1
556,403,0.0931,0.5679,0.0,2,1,1
99,403,0.0776,0.5706,0.0,2,1,1
114,403,0.0739,0.5822,0.0,2,1,1
1022,582,0.1767,0.5463,0.0,2,1,1
6617,582,0.6673,0.5063,0.0,2,1,1
967,582,0.1518,0.5063,0.0,2,1,1
1106,510,0.1544,0.6902,0.0,2,1,1
1314,403,0.1325,0.5648,0.0,2,1,1
2464,510,0.2159,0.6175,0.0,2,1,1
8668,582,0.9978,0.5063,0.0,2,1,1
940,582,0.142,0.5063,0.0,2,1,1
105,403,0.0717,0.5888,0.0,2,1,1
1058,582,0.1559,0.5063,0.0,2,1,1
1387,582,0.1878,0.5063,0.0,2,1,1
1222,510,0.1718,0.7118,0.0,2,1,1
8525,403,0.5839,0.5598,0.0,2,1,1
1513,403,0.1494,0.5597,0.0,2,1,1
130,403,0.0765,0.592,0.0,2,1,1
125,403,0.0755,0.5718,0.0,2,1,1
1289,582,0.188,0.5063,0.0,2,1,1
936,582,0.1658,0.5063,0.0,2,1,1
600,510,0.1191,0.7245,0.0,2,1,1
1667,510,0.1916,0.6078,0.0,2,1,1
112,403,0.0774,0.5664,0.0,2,1,1
1130,510,0.13,0.6659,0.0,2,1,1
1262,510,0.173,0.7126,0.0,2,1,1
2329,582,0.2614,0.5063,0.0,2,1,1
1001,582,0.1454,0.5063,0.0,2,1,1
2551,510,0.2548,0.6094,0.0,2,1,1
943,582,0.1557,0.5418,0.0,2,1,1
1317,510,0.1605,0.7028,0.0,2,1,1
936,582,0.1676,0.5103,0.0,2,1,1
1334,582,0.1604,0.5063,0.0,2,1,1
8832,510,0.7854,0.6059,0.0,2,1,1
698,510,0.1101,0.613,0.0,2,1,1
1043,582,0.1682,0.5084,0.0,2,1,1
102,403,0.0678,0.5976,0.0,2,1,1
3832,582,0.3493,0.5063,0.0,2,1,1
996,582,0.1665,0.526,0.0,2,1,1
1768,582,0.2044,0.5063,0.0,2,1,1
613,403,0.1054,0.5655,0.0,2,1,1
3141,510,0.318,0.6173,0.0,2,1,1
977,582,0.1884,0.5145,0.0,2,1,1
5207,403,0.3556,0.5586,0.0,2,1,1
100,403,0.0743,0.589,0.0,2,1,1
5301,510,0.4592,0.6089,0.0,2,1,1
1880,582,0.2431,0.5063,0.0,2,1,1
1394,582,0.1863,0.5063,0.0,2,1,1
7588,403,0.577,0.5677,0.0,2,1,1
619,510,0.1203,0.7391,0.0,2,1,1
1173,510,0.1428,0.6037,0.0,2,1,1
6919,403,0.4415,0.5672,0.0,2,1,1
274,403,0.0931,0.5656,0.0,2,1,1
101,403,0.0675,0.5881,0.0,2,1,1
994,582,0.151,0.5594,0.0,2,1,1
2911,510,0.2727,0.6082,0.0,2,1,1
1660,510,0.1944,0.6111,0.0,2,1,1
431,403,0.0894,0.5756,0.0,2,1,1
967,582,0.1807,0.5372,0.0,2,1,1
1178,582,0.1744,0.5063,0.0,2,1,1
109,403,0.0809,0.5619,0.0,2,1,1
113,403,0.0688,0.5879,0.0,2,1,1
109,403,0.0766,0.5662,0.0,2,1,1
879,582,0.1478,0.5063,0.0,2,1,1
145,403,0.0762,0.5682,0.0,2,1,1
106,403,0.0725,0.5972,0.0,2,1,1
1130,582,0.1761,0.5063,0.0,2,1,1
2256,510,0.2456,0.615,0.0,2,1,1
2559,582,0.3083,0.5063,0.0,2,1,1
1308,403,0.1387,0.5603,0.0,2,1,1
253,403,0.0879,0.5699,0.0,2,1,1
1254,510,0.1587,0.6839,0.0,2,1,1
1445,510,0.1761,0.6123,0.0,2,1,1
2373,510,0.2154,0.61,0.0,2,1,1
954,582,0.178,0.5063,0.0,2,1,1
116,403,0.0806,0.5832,0.0,2,1,1
1030,582,0.1609,0.5063,0.0,2,1,1
134,403,0.0842,0.5728,0.0,2,1,1
122,403,0.0752,0.5928,0.0,2,1,1
1048,510,0.1371,0.6094,0.0,2,1,1
239,403,0.0859,0.5867,0.0,2,1,1
149,403,0.0725,0.5877,0.0,2,1,1
1162,582,0.1659,0.5063,0.0,2,1,1
7164,582,0.6934,0.5063,0.0,2,1,1
1689,510,0.1993,0.6114,0.0,2,1,1
2350,403,0.2027,0.5536,0.0,2,1,1
408,403,0.0884,0.5561,0.0,2,1,1
417,403,0.0988,0.5788,0.0,2,1,1
1572,582,0.2056,0.5063,0.0,2,1,1
1028,582,0.1516,0.54,0.0,2,1,1
1699,510,0.1955,0.6104,0.0,2,1,1
1790,510,0.1938,0.7001,0.0,2,1,1
502,582,0.1118,0.5063,0.0,2,1,1
3103,510,0.3109,0.6179,0.0,2,1,1
965,582,0.1569,0.5409,0.0,2,1,1
1035,582,0.1566,0.5386,0.0,2,1,1
5821,510,0.4893,0.6064,0.0,2,1,1
1741,510,0.1939,0.6146,0.0,2,1,1
1344,582,0.1874,0.5063,0.0,2,1,1
1010,582,0.1695,0.5063,0.0,2,1,1
1332,582,0.174,0.5063,0.0,2,1,1
1733,510,0.1846,0.6122,0.0,2,1,1
1089,582,0.1773,0.5173,0.0,2,1,1
2260,582,0.279,0.5063,0.0,2,1,1
1317,510,0.1662,0.6213,0.0,2,1,1
2514,403,0.2303,0.5015,0.0,2,1,1
692,510,0.1153,0.7278,0.0,2,1,1
4713,403,0.2868,0.5002,0.0,2,1,1
1893,510,0.2115,0.6088,0.0,2,1,1
142,403,0.079,0.5651,0.0,2,1,1
7224,582,0.6031,0.5063,0.0,2,1,1
951,582,0.1395,0.5063,0.0,2,1,1
1914,582,0.2223,0.5063,0.0,2,1,1
1885,510,0.1991,0.611,0.0,2,1,1
4437,582,0.374,0.5063,0.0,2,1,1
1477,582,0.2061,0.5664,0.0,2,1,1
1043,403,0.1346,0.5511,0.0,2,1,1
889,403,0.1199,0.5562,0.0,2,1,1
832,403,0.1633,0.5015,0.0,2,1,1
632,403,0.1007,0.5657,0.0,2,1,1
853,510,0.1399,0.7181,0.0,2,1,1
965,582,0.1791,0.5258,0.0,2,1,1
485,510,0.0991,0.7476,0.0,2,1,1
245,403,0.0763,0.5634,0.0,2,1,1
2074,510,0.2277,0.61,0.0,2,1,1
762,510,0.1354,0.7355,0.0,2,1,1
115,403,0.0707,0.5945,0.0,2,1,1
1799,510,0.1806,0.6215,0.0,2,1,1
1265,510,0.1642,0.6122,0.0,2,1,1
5850,403,0.4282,0.5638,0.0,2,1,1
119,403,0.0868,0.5747,0.0,2,1,1
1048,582,0.1598,0.5063,0.0,2,1,1
1381,510,0.1392,0.6109,0.0,2,1,1
829,510,0.1227,0.6104,0.0,2,1,1
1017,403,0.1359,0.5667,0.0,2,1,1
155,403,0.0771,0.5644,0.0,2,1,1
185,403,0.0744,0.5796,0.0,2,1,1
1544,582,0.2164,0.5063,0.0,2,1,1
988,582,0.1625,0.5063,0.0,2,1,1
142,403,0.078,0.5701,0.0,2,1,1
1164,582,0.1656,0.5063,0.0,2,1,1
1214,510,0.1474,0.6121,0.0,2,1,1
167,403,0.0775,0.5771,0.0,2,1,1
139,403,0.0767,0.5675,0.0,2,1,1
1151,582,0.1736,0.5063,0.0,2,1,1
115,403,0.0767,0.583,0.0,2,1,1
966,582,0.1472,0.5478,0.0,2,1,1
925,582,0.168,0.5445,0.0,2,1,1
1316,582,0.2053,0.5063,0.0,2,1,1
160,403,0.0751,0.5912,0.0,2,1,1
129,403,0.0815,0.579,0.0,2,1,1
113,403,0.0801,0.572,0.0,2,1,1
1028,582,0.1547,0.5063,0.0,2,1,1
678,510,0.1259,0.6217,0.0,2,1,1
1886,582,0.2253,0.5063,0.0,2,1,1
450,510,0.0981,0.7394,0.0,2,1,1
212,403,0.0752,0.5755,0.0,2,1,1
334,403,0.0841,0.5683,0.0,2,1,1
275,403,0.0871,0.5832,0.0,2,1,1
6069,510,0.4944,0.6126,0.0,2,1,1
2162,582,0.2323,0.5063,0.0,2,1,1
1079,510,0.1677,0.7229,0.0,2,1,1
228,403,0.0791,0.5789,0.0,2,1,1
7632,510,0.6863,0.6077,0.0,2,1,1
2157,582,0.235,0.5586,0.0,2,1,1
1109,582,0.1837,0.5063,0.0,2,1,1
128,403,0.0711,0.5964,0.0,2,1,1
1317,403,0.1945,0.5015,0.0,2,1,1
974,582,0.1232,0.5063,0.0,2,1,1
7662,510,0.628,0.61,0.0,2,1,1
976,582,0.1654,0.5542,0.0,2,1,1
1608,582,0.2156,0.5063,0.0,2,1,1
1508,582,0.1935,0.5063,0.0,2,1,1
709,510,0.1313,0.7282,0.0,2,1,1
104,403,0.0775,0.5788,0.0,2,1,1
2327,582,0.2626,0.5063,0.0,2,1,1
3217,510,0.3231,0.6112,0.0,2,1,1
980,582,0.1613,0.5232,0.0,2,1,1
413,403,0.0977,0.5622,0.0,2,1,1
992,582,0.1587,0.5063,0.0,2,1,1
973,582,0.1628,0.5442,0.0,2,1,1
6140,510,0.5217,0.6088,0.0,2,1,1
989,582,0.1585,0.5063,0.0,2,1,1
432,582,0.1046,0.5007,0.0,2,1,1
161,403,0.0765,0.5886,0.0,2,1,1
2613,582,0.2988,0.5063,0.0,2,1,1
1682,510,0.1965,0.7194,0.0,2,1,1
1061,582,0.157,0.5063,0.0,2,1,1
1773,403,0.1926,0.5664,0.0,2,1,1
2358,510,0.2004,0.6158,0.0,2,1,1
1176,510,0.18,0.7215,0.0,2,1,1
478,510,0.1019,0.7374,0.0,2,1,1
1321,582,0.2064,0.5142,0.0,2,1,1
1265,582,0.1846,0.52,0.0,2,1,1
985,582,0.1703,0.5507,0.0,2,1,1
3168,582,0.3701,0.5063,0.0,2,1,1
1249,582,0.1974,0.5063,0.0,2,1,1
2189,510,0.2181,0.6147,0.0,2,1,1
2093,510,0.2084,0.6091,0.0,2,1,1
1728,582,0.2271,0.5063,0.0,2,1,1
479,510,0.1051,0.7507,0.0,2,1,1
214,403,0.0806,0.5773,0.0,2,1,1
943,582,0.1684,0.5473,0.0,2,1,1
591,510,0.1167,0.7257,0.0,2,1,1
1579,510,0.1819,0.6161,0.0,2,1,1
903,510,0.1289,0.6117,0.0,2,1,1
2712,582,0.3105,0.5063,0.0,2,1,1
1021,582,0.1948,0.4997,0.0,2,1,1
1232,582,0.1772,0.5063,0.0,2,1,1
879,510,0.1424,0.7134,0.0,2,1,1
476,510,0.0981,0.7423,0.0,2,1,1
2404,403,0.2372,0.5015,0.0,2,1,1
3880,582,0.3766,0.5063,0.0,2,1,1
742,403,0.1071,0.5656,0.0,2,1,1
887,403,0.127,0.5561,0.0,2,1,1
3974,582,0.4752,0.5063,0.0,2,1,1
2305,403,0.1838,0.5591,0.0,2,1,1
965,582,0.2142,0.549,0.0,2,1,1
192,403,0.0834,0.5536,0.0,2,1,1
121,403,0.0751,0.5944,0.0,2,1,1
913,510,0.1515,0.6119,0.0,2,1,1
182,403,0.0834,0.5782,0.0,2,1,1
967,582,0.1712,0.5056,0.0,2,1,1
1095,510,0.1571,0.6178,0.0,2,1,1
8466,510,0.622,0.6088,0.0,2,1,1
943,582,0.1542,0.5063,0.0,2,1,1
1774,582,0.2237,0.5548,0.0,2,1,1
963,582,0.1394,0.5346,0.0,2,1,1
924,403,0.1152,0.5669,0.0,2,1,1
4422,582,0.462,0.5063,0.0,2,1,1
1373,510,0.2133,0.6114,0.0,2,1,1
100,403,0.0712,0.5911,0.0,2,1,1
2933,582,0.3656,0.5036,0.0,2,1,1
1293,510,0.1729,0.6101,0.0,2,1,1
1092,403,0.1177,0.5629,0.0,2,1,1
1899,582,0.2028,0.5063,0.0,2,1,1
108,403,0.0757,0.5837,0.0,2,1,1
2446,510,0.2532,0.6183,0.0,2,1,1
671,510,0.1216,0.713,0.0,2,1,1
985,582,0.1581,0.5509,0.0,2,1,1
1429,510,0.1862,0.6903,0.0,2,1,1
1001,582,0.1642,0.512,0.0,2,1,1
173,403,0.0707,0.5948,0.0,2,1,1
1279,510,0.1555,0.6242,0.0,2,1,1
1802,582,0.2409,0.5366,0.0,2,1,1
250,403,0.0882,0.5713,0.0,2,1,1
1600,582,0.2465,0.5063,0.0,2,1,1
1328,582,0.2023,0.5063,0.0,2,1,1
126,403,0.0699,0.5959,0.0,2,1,1
457,403,0.1,0.5655,0.0,2,1,1
997,582,0.1461,0.5063,0.0,2,1,1
914,582,0.1451,0.5651,0.0,2,1,1
3336,510,0.288,0.6168,0.0,2,1,1
857,510,0.1342,0.7228,0.0,2,1,1
52,582,0.0695,0.5153,0.0,2,1,1
1192,510,0.1966,0.7058,0.0,2,1,1
3059,510,0.2775,0.6097,0.0,2,1,1
995,582,0.1517,0.5033,0.0,2,1,1
1047,582,0.1677,0.5063,0.0,2,1,1
1505,510,0.1683,0.7166,0.0,2,1,1
1383,582,0.1802,0.5546,0.0,2,1,1
122,403,0.0805,0.5968,0.0,2,1,1
4481,403,0.2838,0.5684,0.0,2,1,1
215,403,0.0726,0.5694,0.0,2,1,1
1076,582,0.1577,0.553,0.0,2,1,1
2461,582,0.2709,0.5146,0.0,2,1,1
3338,582,0.3506,0.5063,0.0,2,1,1
946,582,0.1718,0.552,0.0,2,1,1
475,510,0.0991,0.7346,0.0,2,1,1
178,403,0.0771,0.5897,0.0,2,1,1
452,510,0.0971,0.7368,0.0,2,1,1
1252,582,0.1487,0.5063,0.0,2,1,1
704,510,0.1239,0.6887,0.0,2,1,1
930,582,0.1627,0.5063,0.0,2,1,1
462,510,0.0992,0.7313,0.0,2,1,1
122,403,0.0776,0.5839,0.0,2,1,1
1075,510,0.1358,0.6192,0.0,2,1,1
1041,582,0.1625,0.5284,0.0,2,1,1
1002,582,0.1493,0.5195,0.0,2,1,1
3133,582,0.3687,0.5063,0.0,2,1,1
944,582,0.1361,0.5518,0.0,2,1,1
968,582,0.1383,0.5063,0.0,2,1,1
4970,582,0.582,0.5063,0.0,2,1,1
876,510,0.1242,0.6074,0.0,2,1,1
1279,582,0.2014,0.5216,0.0,2,1,1
1270,510,0.18,0.7141,0.0,2,1,1
681,510,0.1475,0.7333,0.0,2,1,1
1435,510,0.159,0.6118,0.0,2,1,1
1679,582,0.1783,0.5063,0.0,2,1,1
474,403,0.1018,0.5696,0.0,2,1,1
922,582,0.1528,0.5132,0.0,2,1,1
173,403,0.0773,0.5874,0.0,2,1,1
1556,582,0.1904,0.5063,0.0,2,1,1
2418,510,0.2138,0.6135,0.0,2,1,1
174,403,0.0754,0.5758,0.0,2,1,1
6548,582,0.5722,0.5063,0.0,2,1,1
1151,582,0.1682,0.5063,0.0,2,1,1
1575,510,0.1643,0.6148,0.0,2,1,1
1007,510,0.1472,0.6785,0.0,2,1,1
731,510,0.1273,0.6924,0.0,2,1,1
694,510,0.1131,0.6167,0.0,2,1,1
109,403,0.0749,0.5799,0.0,2,1,1
112,403,0.0766,0.5808,0.0,2,1,1
8581,403,0.7009,0.5674,0.0,2,1,1
1290,582,0.1991,0.5063,0.0,2,1,1
5225,403,0.4201,0.5624,0.0,2,1,1
1002,582,0.1718,0.5392,0.0,2,1,1
2413,582,0.3315,0.4972,0.0,2,1,1
5398,403,0.4349,0.5572,0.0,2,1,1
845,510,0.1143,0.7249,0.0,2,1,1
159,403,0.0737,0.5715,0.0,2,1,1
6838,582,0.5602,0.5063,0.0,2,1,1
1010,582,0.1763,0.5424,0.0,2,1,1
884,510,0.1284,0.6246,0.0,2,1,1
936,582,0.139,0.5063,0.0,2,1,1
102,403,0.0829,0.5914,0.0,2,1,1
1739,510,0.2334,0.7102,0.0,2,1,1
109,403,0.0756,0.5485,0.0,2,1,1
130,403,0.0754,0.5893,0.0,2,1,1
896,510,0.1416,0.7357,0.0,2,1,1
1076,582,0.193,0.5445,0.0,2,1,1
6304,582,0.6658,0.5063,0.0,2,1,1
1787,582,0.2372,0.5063,0.0,2,1,1
739,510,0.1199,0.7071,0.0,2,1,1
153,403,0.0835,0.5683,0.0,2,1,1
1134,582,0.167,0.5483,0.0,2,1,1
121,403,0.0699,0.5809,0.0,2,1,1
957,582,0.1338,0.5063,0.0,2,1,1
1136,403,0.144,0.5554,0.0,2,1,1
1000,582,0.1494,0.5553,0.0,2,1,1
1905,510,0.1765,0.7179,0.0,2,1,1
115,403,0.0804,0.6018,0.0,2,1,1
945,582,0.1722,0.5483,0.0,2,1,1
846,403,0.1242,0.5755,0.0,2,1,1
599,510,0.1058,0.7239,0.0,2,1,1
113,403,0.0679,0.5921,0.0,2,1,1
514,403,0.1052,0.5445,0.0,2,1,1
255,403,0.0852,0.5482,0.0,2,1,1
983,582,0.1665,0.5489,0.0,2,1,1
1196,582,0.1416,0.5063,0.0,2,1,1
1649,582,0.1925,0.5063,0.0,2,1,1
608,582,0.1205,0.5063,0.0,2,1,1
710,510,0.113,0.7232,0.0,2,1,1
1064,510,0.1396,0.6154,0.0,2,1,1
116,403,0.0764,0.599,0.0,2,1,1
1020,510,0.1183,0.6044,0.0,2,1,1
431,403,0.096,0.5761,0.0,2,1,1
5955,510,0.5802,0.6138,0.0,2,1,1
8424,582,0.8715,0.5063,0.0,2,1,1
8574,582,0.7041,0.5063,0.0,2,1,1
454,510,0.1027,0.7341,0.0,2,1,1
1427,582,0.1888,0.5063,0.0,2,1,1
1184,510,0.1397,0.6054,0.0,2,1,1
1719,510,0.2041,0.6117,0.0,2,1,1
1788,510,0.1858,0.6089,0.0,2,1,1
109,403,0.0785,0.5747,0.0,2,1,1
454,510,0.0985,0.7324,0.0,2,1,1
2209,403,0.2439,0.5015,0.0,2,1,1
1299,582,0.2209,0.5477,0.0,2,1,1
111,403,0.0726,0.5845,0.0,2,1,1
701,510,0.1263,0.6873,0.0,2,1,1
1242,510,0.1472,0.6889,0.0,2,1,1
3873,403,0.2935,0.563,0.0,2,1,1
627,403,0.107,0.5784,0.0,2,1,1
138,403,0.0747,0.5812,0.0,2,1,1
866,510,0.1044,0.7198,0.0,2,1,1
1216,582,0.1832,0.5063,0.0,2,1,1
932,582,0.1597,0.4993,0.0,2,1,1
691,510,0.1224,0.7324,0.0,2,1,1
106,403,0.0794,0.58,0.0,2,1,1
956,582,0.1652,0.5063,0.0,2,1,1
143,403,0.076,0.5572,0.0,2,1,1
1256,510,0.146,0.7218,0.0,2,1,1
1053,582,0.159,0.537,0.0,2,1,1
854,510,0.128,0.6085,0.0,2,1,1
153,403,0.0794,0.5789,0.0,2,1,1
1378,510,0.171,0.6116,0.0,2,1,1
152,403,0.0833,0.591,0.0,2,1,1
267,403,0.0827,0.5746,0.0,2,1,1
747,510,0.134,0.7226,0.0,2,1,1
1042,510,0.1792,0.6088,0.0,2,1,1
546,510,0.1244,0.7438,0.0,2,1,1
315,403,0.0778,0.5677,0.0,2,1,1
1604,582,0.2434,0.5063,0.0,2,1,1
1103,582,0.1781,0.5501,0.0,2,1,1
3292,510,0.2839,0.6071,0.0,2,1,1
448,510,0.0928,0.7378,0.0,2,1,1
3034,403,0.2636,0.5609,0.0,2,1,1
371,403,0.0865,0.5789,0.0,2,1,1
3346,403,0.2372,0.5592,0.0,2,1,1
3260,582,0.2717,0.5063,0.0,2,1,1
951,403,0.1259,0.5612,0.0,2,1,1
1016,582,0.1656,0.5143,0.0,2,1,1
1769,582,0.2289,0.5614,0.0,2,1,1
1177,510,0.1637,0.7209,0.0,2,1,1
7924,510,0.6809,0.6082,0.0,2,1,1
226,403,0.077,0.5698,0.0,2,1,1
963,582,0.1546,0.5388,0.0,2,1,1
7588,403,0.5807,0.5677,0.0,2,1,1
576,510,0.109,0.7378,0.0,2,1,1
98,403,0.0761,0.5805,0.0,2,1,1
7362,582,0.6895,0.5063,0.0,2,1,1
3338,582,0.3455,0.5063,0.0,2,1,1
1334,582,0.1901,0.5063,0.0,2,1,1
382,403,0.0867,0.5728,0.0,2,1,1
3034,510,0.2529,0.6092,0.0,2,1,1
966,582,0.1313,0.5063,0.0,2,1,1
1395,510,0.1604,0.6161,0.0,2,1,1
535,403,0.0955,0.5736,0.0,2,1,1
6223,582,0.6061,0.5063,0.0,2,1,1
1576,510,0.1999,0.6175,0.0,2,1,1
986,510,0.1446,0.7174,0.0,2,1,1
243,403,0.09,0.5657,0.0,2,1,1
1007,582,0.1474,0.5063,0.0,2,1,1
1182,582,0.1877,0.5428,0.0,2,1,1
108,403,0.08,0.5457,0.0,2,1,1
1569,403,0.1912,0.5015,0.0,2,1,1
759,510,0.119,0.6978,0.0,2,1,1
893,510,0.1203,0.6734,0.0,2,1,1
974,582,0.1732,0.5063,0.0,2,1,1
220,403,0.0797,0.5788,0.0,2,1,1
454,510,0.0986,0.724,0.0,2,1,1
704,510,0.1162,0.7163,0.0,2,1,1
950,582,0.1318,0.5063,0.0,2,1,1
119,403,0.0735,0.5679,0.0,2,1,1
810,510,0.134,0.611,0.0,2,1,1
185,403,0.0895,0.5742,0.0,2,1,1
1160,582,0.1831,0.5063,0.0,2,1,1
8064,510,0.7567,0.608,0.0,2,1,1
345,403,0.1411,0.5015,0.0,2,1,1
1484,582,0.1712,0.5063,0.0,2,1,1
359,403,0.0918,0.5628,0.0,2,1,1
1147,582,0.1685,0.5063,0.0,2,1,1
7028,582,0.6189,0.5063,0.0,2,1,1
1108,510,0.1522,0.7308,0.0,2,1,1
99,403,0.0739,0.5986,0.0,2,1,1
982,582,0.1496,0.5063,0.0,2,1,1
461,510,0.098,0.7368,0.0,2,1,1
1554,510,0.188,0.6103,0.0,2,1,1
779,403,0.101,0.5002,0.0,2,1,1
1623,582,0.2374,0.5186,0.0,2,1,1
436,510,0.0964,0.7397,0.0,2,1,1
1857,582,0.2165,0.5063,0.0,2,1,1
1823,510,0.1928,0.6106,0.0,2,1,1
1037,510,0.1425,0.7283,0.0,2,1,1
534,403,0.0937,0.5583,0.0,2,1,1
4011,510,0.3732,0.6115,0.0,2,1,1
3537,403,0.2975,0.5598,0.0,2,1,1
1048,510,0.1471,0.7195,0.0,2,1,1
1372,582,0.1702,0.5063,0.0,2,1,1
937,582,0.1482,0.5063,0.0,2,1,1
1057,510,0.1567,0.7179,0.0,2,1,1
2603,510,0.2842,0.611,0.0,2,1,1
1904,582,0.1957,0.5063,0.0,2,1,1
3822,510,0.3686,0.6109,0.0,2,1,1
7281,403,0.5275,0.569,0.0,2,1,1
1521,582,0.1751,0.5063,0.0,2,1,1
591,510,0.1242,0.7095,0.0,2,1,1
8004,510,0.7477,0.607,0.0,2,1,1
8623,403,0.6641,0.5616,0.0,2,1,1
1741,403,0.1859,0.5635,0.0,2,1,1
567,582,0.1316,0.5431,0.0,2,1,1
982,582,0.1918,0.5489,0.0,2,1,1
564,510,0.1141,0.7177,0.0,2,1,1
104,403,0.0767,0.5827,0.0,2,1,1
2808,582,0.3255,0.5063,0.0,2,1,1
1345,582,0.2068,0.5063,0.0,2,1,1
2266,582,0.2881,0.5063,0.0,2,1,1
8548,510,0.6312,0.6083,0.0,2,1,1
599,510,0.1158,0.7213,0.0,2,1,1
1601,582,0.2248,0.5063,0.0,2,1,1
8848,403,0.6832,0.563,0.0,2,1,1
7496,403,0.5231,0.5623,0.0,2,1,1
255,403,0.0768,0.5733,0.0,2,1,1
1575,582,0.2078,0.5605,0.0,2,1,1
1045,582,0.1676,0.5374,0.0,2,1,1
896,510,0.131,0.7237,0.0,2,1,1
5204,510,0.4447,0.6101,0.0,2,1,1
1411,510,0.1516,0.6098,0.0,2,1,1
961,510,0.1466,0.6907,0.0,2,1,1
595,510,0.1051,0.7192,0.0,2,1,1
998,582,0.1657,0.5367,0.0,2,1,1
148,403,0.0728,0.5879,0.0,2,1,1
919,582,0.1586,0.5484,0.0,2,1,1
95,403,0.0728,0.5667,0.0,2,1,1
464,403,0.0948,0.5491,0.0,2,1,1
993,582,0.1562,0.5129,0.0,2,1,1
1036,510,0.1481,0.7231,0.0,2,1,1
460,510,0.1045,0.7461,0.0,2,1,1
1313,510,0.189,0.6034,0.0,2,1,1
409,403,0.1015,0.5647,0.0,2,1,1
1447,582,0.2061,0.5693,0.0,2,1,1
8232,510,0.6125,0.6083,0.0,2,1,1
107,403,0.0731,0.5834,0.0,2,1,1
633,582,0.1379,0.5063,0.0,2,1,1
5042,403,0.326,0.5653,0.0,2,1,1
1590,582,0.2106,0.5063,0.0,2,1,1
456,510,0.1004,0.7387,0.0,2,1,1
948,582,0.1592,0.5063,0.0,2,1,1
110,403,0.0801,0.5806,0.0,2,1,1
1297,510,0.1721,0.7121,0.0,2,1,1
3414,510,0.3008,0.6086,0.0,2,1,1
154,403,0.0775,0.583,0.0,2,1,1
102,403,0.0727,0.5768,0.0,2,1,1
432,510,0.0989,0.731,0.0,2,1,1
111,403,0.0751,0.5876,0.0,2,1,1
1184,403,0.1204,0.5676,0.0,2,1,1
502,582,0.1111,0.5063,0.0,2,1,1
703,510,0.1451,0.7055,0.0,2,1,1
941,582,0.2024,0.5596,0.0,2,1,1
8997,510,0.6697,0.6082,0.0,2,1,1
144,403,0.0716,0.578,0.0,2,1,1
6293,510,0.5893,0.6059,0.0,2,1,1
239,403,0.0819,0.5738,0.0,2,1,1
889,510,0.1377,0.7171,0.0,2,1,1
1365,403,0.1461,0.5624,0.0,2,1,1
1292,403,0.1438,0.5565,0.0,2,1,1
5345,582,0.6362,0.5063,0.0,2,1,1
108,403,0.0672,0.5914,0.0,2,1,1
112,403,0.074,0.5823,0.0,2,1,1
921,582,0.1809,0.5449,0.0,2,1,1
976,582,0.1695,0.5468,0.0,2,1,1
108,403,0.0783,0.5889,0.0,2,1,1
442,403,0.1005,0.5726,0.0,2,1,1
1027,510,0.1542,0.7235,0.0,2,1,1
1851,582,0.2253,0.5063,0.0,2,1,1
1378,510,0.1719,0.6233,0.0,2,1,1
611,510,0.1193,0.6108,0.0,2,1,1
3414,510,0.283,0.609,0.0,2,1,1
961,582,0.1682,0.5063,0.0,2,1,1
1652,582,0.2397,0.5063,0.0,2,1,1
957,582,0.1482,0.5063,0.0,2,1,1
1006,510,0.1587,0.7111,0.0,2,1,1
1202,582,0.177,0.5063,0.0,2,1,1
598,510,0.107,0.7396,0.0,2,1,1
993,582,0.148,0.5063,0.0,2,1,1
1066,582,0.1472,0.5063,0.0,2,1,1
2188,582,0.2715,0.5063,0.0,2,1,1
1911,582,0.2386,0.5063,0.0,2,1,1
916,582,0.1674,0.5411,0.0,2,1,1
1417,582,0.1786,0.5063,0.0,2,1,1
116,403,0.0775,0.5905,0.0,2,1,1
3350,582,0.403,0.5063,0.0,2,1,1
52,582,0.0729,0.5153,0.0,2,1,1
1845,510,0.19,0.6176,0.0,2,1,1
2334,403,0.214,0.5587,0.0,2,1,1
1335,403,0.1938,0.5015,0.0,2,1,1
192,403,0.0796,0.5874,0.0,2,1,1
917,582,0.1497,0.5545,0.0,2,1,1
1272,582,0.2091,0.5063,0.0,2,1,1
8574,582,0.9417,0.5063,0.0,2,1,1
1034,510,0.1448,0.7161,0.0,2,1,1
1911,582,0.1901,0.5063,0.0,2,1,1
743,510,0.1094,0.7256,0.0,2,1,1
1094,582,0.1543,0.5063,0.0,2,1,1
1797,403,0.1709,0.5558,0.0,2,1,1
120,403,0.0745,0.5712,0.0,2,1,1
1624,510,0.1739,0.6117,0.0,2,1,1
633,403,0.1227,0.5637,0.0,2,1,1
1035,582,0.1535,0.5063,0.0,2,1,1
