number_of_features,execution_times,fitness,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
15900,12.4337,0.4858,1.5195,0.4219,0.5257,1.0,1082,ranking,1000,rbtree,linear
16000,12.8559,0.4942,1.5591,0.4575,0.5325,1.0,1082,ranking,1000,rbtree,linear
16200,13.1284,0.4573,1.5578,0.4638,0.5088,1.0,1082,ranking,1000,rbtree,linear
16100,13.1771,0.4838,1.5783,0.4845,0.522,1.0,1082,ranking,1000,rbtree,linear
16300,13.2247,0.4826,1.6003,0.4533,0.5289,1.0,1082,ranking,1000,rbtree,linear
16400,13.4059,0.4712,1.6061,0.4446,0.4967,1.0,1082,ranking,1000,rbtree,linear
16500,13.1912,0.4846,1.6527,0.4549,0.5142,1.0,1082,ranking,1000,rbtree,linear
16700,13.2864,0.4759,1.6294,0.4814,0.5165,1.0,1082,ranking,1000,rbtree,linear
16800,13.7961,0.5613,1.7527,0.5092,0.619,1.0,1082,ranking,1000,rbtree,linear
16600,13.1698,0.4947,1.6312,0.5033,0.5464,1.0,1082,ranking,1000,rbtree,linear
16900,13.4498,0.4803,1.6854,0.4915,0.5328,1.0,1082,ranking,1000,rbtree,linear
17000,13.2961,0.4775,1.6529,0.4894,0.534,1.0,1082,ranking,1000,rbtree,linear
17200,13.6308,0.4893,1.712,0.513,0.5404,1.0,1082,ranking,1000,rbtree,linear
17300,13.7513,0.4637,1.7042,0.5411,0.5183,1.0,1082,ranking,1000,rbtree,linear
17100,13.1885,0.4954,1.6082,0.4992,0.5365,1.0,1082,ranking,1000,rbtree,linear
17400,13.547,0.4595,1.7022,0.5245,0.5176,1.0,1082,ranking,1000,rbtree,linear
17500,13.4493,0.5688,1.6884,0.5031,0.6257,1.0,1082,ranking,1000,rbtree,linear
17700,13.5441,0.4571,1.6678,0.4756,0.5071,1.0,1082,ranking,1000,rbtree,linear
17800,13.9442,0.4861,1.7043,0.5322,0.5323,1.0,1082,ranking,1000,rbtree,linear
17600,14.002,0.5684,1.7046,0.5461,0.6292,1.0,1082,ranking,1000,rbtree,linear
17900,14.0614,0.4757,1.757,0.5246,0.5329,1.0,1082,ranking,1000,rbtree,linear
18000,14.029,0.4667,1.7159,0.5357,0.5209,1.0,1082,ranking,1000,rbtree,linear
18200,14.3799,0.4694,1.7695,0.579,0.5176,1.0,1082,ranking,1000,rbtree,linear
18100,14.8104,0.5796,1.9258,0.5655,0.628,1.0,1082,ranking,1000,rbtree,linear
18300,14.4624,0.4712,1.8536,0.5317,0.5201,1.0,1082,ranking,1000,rbtree,linear
18400,14.778,0.4763,1.8037,0.594,0.5316,1.0,1082,ranking,1000,rbtree,linear
18500,14.8159,0.5706,1.8426,0.5374,0.635,1.0,1082,ranking,1000,rbtree,linear
18700,15.2519,0.4602,1.9616,0.5611,0.5224,1.0,1082,ranking,1000,rbtree,linear
18800,14.6329,0.4753,1.8297,0.5402,0.5306,1.0,1082,ranking,1000,rbtree,linear
18600,14.2523,0.4859,1.7925,0.5325,0.5348,1.0,1082,ranking,1000,rbtree,linear
18900,14.6414,0.4764,1.7991,0.5675,0.5301,1.0,1082,ranking,1000,rbtree,linear
19000,15.3396,0.4823,1.9753,0.6002,0.5351,1.0,1082,ranking,1000,rbtree,linear
19200,15.3541,0.4647,1.9129,0.5937,0.5289,1.0,1082,ranking,1000,rbtree,linear
19300,14.8932,0.4691,1.8575,0.5905,0.5308,1.0,1082,ranking,1000,rbtree,linear
19100,15.3533,0.4687,1.9048,0.606,0.5312,1.0,1082,ranking,1000,rbtree,linear
19400,14.967,0.4759,1.9004,0.5784,0.5313,1.0,1082,ranking,1000,rbtree,linear
19500,15.1219,0.4735,1.8869,0.5579,0.5295,1.0,1082,ranking,1000,rbtree,linear
19700,15.6352,0.4752,1.9502,0.611,0.5329,1.0,1082,ranking,1000,rbtree,linear
19600,15.3693,0.4752,1.9223,0.5985,0.5322,1.0,1082,ranking,1000,rbtree,linear
19900,15.9801,0.4766,1.9702,0.6527,0.5329,1.0,1082,ranking,1000,rbtree,linear
19800,15.5147,0.4765,1.9563,0.6317,0.5329,1.0,1082,ranking,1000,rbtree,linear
20000,16.8847,0.4763,2.0729,0.5908,0.5331,1.0,1082,ranking,1000,rbtree,linear
100,4.091,0.4714,0.1351,0.0072,0.5325,2.0,1082,ranking,1000,rbtree,linear
400,5.6077,0.5237,0.2221,0.0157,0.6298,2.0,1082,ranking,1000,rbtree,linear
500,2.3652,0.5307,0.1938,0.0179,0.6194,1.0,1082,ranking,1000,rbtree,linear
300,6.9145,0.4999,0.2271,0.0118,0.712,4.6,1082,ranking,1000,rbtree,linear
200,2.1523,0.5626,0.1548,0.0121,0.6093,1.0,1082,ranking,1000,rbtree,linear
600,4.1475,0.535,0.2215,0.0194,0.703,2.5,1082,ranking,1000,rbtree,linear
900,2.5367,0.387,0.1932,0.0283,0.4576,1.0,1082,ranking,1000,rbtree,linear
1000,2.8308,0.524,0.2365,0.0326,0.6419,1.3,1082,ranking,1000,rbtree,linear
700,2.4389,0.4562,0.1807,0.0253,0.4838,1.0,1082,ranking,1000,rbtree,linear
800,2.5452,0.5069,0.2146,0.0266,0.6051,1.0,1082,ranking,1000,rbtree,linear
1100,2.6025,0.415,0.2046,0.0348,0.479,1.0,1082,ranking,1000,rbtree,linear
1400,2.821,0.4196,0.2387,0.045,0.5123,1.0,1082,ranking,1000,rbtree,linear
1500,3.09,0.5518,0.3093,0.0473,0.628,1.0,1082,ranking,1000,rbtree,linear
1200,2.7739,0.3881,0.2275,0.04,0.4375,1.0,1082,ranking,1000,rbtree,linear
1300,2.7708,0.5194,0.2267,0.0373,0.5273,1.0,1082,ranking,1000,rbtree,linear
1600,3.1217,0.5238,0.3056,0.0477,0.6288,1.0,1082,ranking,1000,rbtree,linear
1900,3.3063,0.5363,0.3299,0.0543,0.6251,1.0,1082,ranking,1000,rbtree,linear
2000,3.5036,0.5676,0.3455,0.0598,0.6094,1.0,1082,ranking,1000,rbtree,linear
1700,3.2161,0.5931,0.2996,0.0538,0.6154,1.0,1082,ranking,1000,rbtree,linear
1800,3.2318,0.5916,0.2886,0.0561,0.5952,1.0,1082,ranking,1000,rbtree,linear
2100,3.2775,0.4875,0.2959,0.061,0.4841,1.0,1082,ranking,1000,rbtree,linear
2400,3.4016,0.4284,0.3184,0.0711,0.4409,1.0,1082,ranking,1000,rbtree,linear
2500,3.6108,0.5611,0.3501,0.0658,0.5691,1.0,1082,ranking,1000,rbtree,linear
2300,3.3251,0.447,0.3196,0.0766,0.4855,1.0,1082,ranking,1000,rbtree,linear
2200,3.4608,0.566,0.3507,0.0672,0.6019,1.0,1082,ranking,1000,rbtree,linear
2600,3.7672,0.574,0.4031,0.072,0.6037,1.0,1082,ranking,1000,rbtree,linear
2900,3.8488,0.5662,0.3818,0.0808,0.5614,1.0,1082,ranking,1000,rbtree,linear
3000,3.8674,0.4646,0.3757,0.0824,0.511,1.0,1082,ranking,1000,rbtree,linear
2800,3.7565,0.4607,0.3639,0.0749,0.4692,1.0,1082,ranking,1000,rbtree,linear
2700,3.7087,0.5473,0.3605,0.0745,0.5959,1.0,1082,ranking,1000,rbtree,linear
3100,3.9372,0.5883,0.4053,0.0839,0.5954,1.0,1082,ranking,1000,rbtree,linear
3400,4.1934,0.5114,0.443,0.0965,0.5305,1.0,1082,ranking,1000,rbtree,linear
3500,4.2628,0.4394,0.4371,0.0981,0.4635,1.0,1082,ranking,1000,rbtree,linear
3300,4.2269,0.5371,0.4309,0.0923,0.5701,1.0,1082,ranking,1000,rbtree,linear
3200,4.0024,0.566,0.4223,0.089,0.6208,1.0,1082,ranking,1000,rbtree,linear
3600,4.431,0.5801,0.4717,0.1018,0.6298,1.0,1082,ranking,1000,rbtree,linear
3900,4.6518,0.5915,0.4938,0.1068,0.6028,1.0,1082,ranking,1000,rbtree,linear
4000,4.7304,0.3913,0.4811,0.1221,0.4413,1.0,1082,ranking,1000,rbtree,linear
3800,4.8402,0.5698,0.5358,0.1227,0.6326,1.0,1082,ranking,1000,rbtree,linear
3700,4.7305,0.4905,0.4822,0.1088,0.5698,1.0,1082,ranking,1000,rbtree,linear
4100,4.6312,0.5858,0.4834,0.1227,0.6086,1.0,1082,ranking,1000,rbtree,linear
4400,5.007,0.5836,0.5504,0.1265,0.6097,1.0,1082,ranking,1000,rbtree,linear
4500,5.1068,0.5595,0.5698,0.1252,0.62,1.0,1082,ranking,1000,rbtree,linear
4300,4.7784,0.4856,0.4872,0.12,0.4877,1.0,1082,ranking,1000,rbtree,linear
4200,4.9464,0.5614,0.5534,0.1165,0.6126,1.0,1082,ranking,1000,rbtree,linear
4600,5.295,0.5612,0.5589,0.1301,0.6017,1.0,1082,ranking,1000,rbtree,linear
4900,5.2034,0.5584,0.5505,0.1374,0.5694,1.0,1082,ranking,1000,rbtree,linear
5000,5.7005,0.4852,0.6031,0.1717,0.4998,1.0,1082,ranking,1000,rbtree,linear
4700,5.1737,0.4954,0.5091,0.1385,0.5034,1.0,1082,ranking,1000,rbtree,linear
4800,5.4504,0.5089,0.55,0.1458,0.5544,1.0,1082,ranking,1000,rbtree,linear
5100,5.2379,0.4784,0.5722,0.1467,0.5092,1.0,1082,ranking,1000,rbtree,linear
5400,6.0267,0.5791,0.6427,0.1555,0.6053,1.0,1082,ranking,1000,rbtree,linear
5500,5.7893,0.5114,0.63,0.1683,0.603,1.0,1082,ranking,1000,rbtree,linear
5300,5.7371,0.596,0.6394,0.1504,0.6158,1.0,1082,ranking,1000,rbtree,linear
5200,5.5046,0.4396,0.5973,0.1427,0.5821,1.0,1082,ranking,1000,rbtree,linear
5600,5.6656,0.5412,0.6092,0.1646,0.5662,1.0,1082,ranking,1000,rbtree,linear
5900,5.8176,0.5086,0.624,0.1729,0.5194,1.0,1082,ranking,1000,rbtree,linear
6000,6.0685,0.5538,0.6795,0.1626,0.6171,1.0,1082,ranking,1000,rbtree,linear
5800,5.7993,0.5421,0.6371,0.1653,0.5773,1.0,1082,ranking,1000,rbtree,linear
5700,5.8572,0.5526,0.6537,0.1516,0.6387,1.0,1082,ranking,1000,rbtree,linear
6100,6.253,0.5856,0.6605,0.1721,0.6159,1.0,1082,ranking,1000,rbtree,linear
6400,6.4488,0.4549,0.7339,0.1901,0.5536,1.0,1082,ranking,1000,rbtree,linear
6500,6.4348,0.5734,0.738,0.1849,0.604,1.0,1082,ranking,1000,rbtree,linear
6200,6.409,0.3812,0.6976,0.1782,0.4901,1.0,1082,ranking,1000,rbtree,linear
6300,6.3277,0.5248,0.7145,0.1802,0.598,1.0,1082,ranking,1000,rbtree,linear
6600,6.3845,0.5007,0.7012,0.1763,0.5177,1.0,1082,ranking,1000,rbtree,linear
6900,6.6447,0.5114,0.7576,0.1943,0.5096,1.0,1082,ranking,1000,rbtree,linear
7000,6.728,0.5026,0.7516,0.1983,0.5246,1.0,1082,ranking,1000,rbtree,linear
6700,6.6269,0.5883,0.7557,0.1828,0.6296,1.0,1082,ranking,1000,rbtree,linear
6800,6.731,0.558,0.7667,0.1863,0.6191,1.0,1082,ranking,1000,rbtree,linear
7100,6.7938,0.5598,0.7596,0.1897,0.5984,1.0,1082,ranking,1000,rbtree,linear
7400,7.0505,0.4887,0.8227,0.213,0.5759,1.0,1082,ranking,1000,rbtree,linear
7500,6.9693,0.5575,0.8171,0.2041,0.6217,1.0,1082,ranking,1000,rbtree,linear
7300,7.104,0.5818,0.7993,0.2186,0.6194,1.0,1082,ranking,1000,rbtree,linear
7200,6.7467,0.4724,0.7589,0.1896,0.5122,1.0,1082,ranking,1000,rbtree,linear
7600,7.0058,0.4832,0.7949,0.2047,0.508,1.0,1082,ranking,1000,rbtree,linear
7900,7.5145,0.4615,0.8416,0.2375,0.4783,1.0,1082,ranking,1000,rbtree,linear
8000,7.173,0.5659,0.8364,0.2137,0.6039,1.0,1082,ranking,1000,rbtree,linear
7700,7.2011,0.5547,0.8177,0.2142,0.6211,1.0,1082,ranking,1000,rbtree,linear
7800,7.8853,0.5914,0.9127,0.2607,0.6514,1.0,1082,ranking,1000,rbtree,linear
8100,7.4417,0.5274,0.8462,0.225,0.5365,1.0,1082,ranking,1000,rbtree,linear
8400,7.5307,0.5671,0.8736,0.2253,0.6075,1.0,1082,ranking,1000,rbtree,linear
8500,7.5846,0.5175,0.8532,0.2482,0.533,1.0,1082,ranking,1000,rbtree,linear
8200,7.4767,0.5661,0.882,0.2166,0.6479,1.0,1082,ranking,1000,rbtree,linear
8300,7.4457,0.4674,0.8488,0.2269,0.5764,1.0,1082,ranking,1000,rbtree,linear
8600,7.7656,0.478,0.9129,0.2329,0.5622,1.0,1082,ranking,1000,rbtree,linear
8900,8.1972,0.5626,0.9911,0.2752,0.5986,1.0,1082,ranking,1000,rbtree,linear
9000,8.0931,0.4833,0.9218,0.2558,0.5243,1.0,1082,ranking,1000,rbtree,linear
8700,8.0303,0.554,0.9417,0.2461,0.6037,1.0,1082,ranking,1000,rbtree,linear
8800,8.0449,0.5001,0.9669,0.2447,0.6111,1.0,1082,ranking,1000,rbtree,linear
9100,8.3918,0.5206,0.9672,0.2634,0.573,1.0,1082,ranking,1000,rbtree,linear
9400,8.2409,0.5692,0.9779,0.261,0.6287,1.0,1082,ranking,1000,rbtree,linear
9500,8.4947,0.5684,1.0243,0.2604,0.6174,1.0,1082,ranking,1000,rbtree,linear
9200,8.2644,0.4929,0.973,0.2577,0.5286,1.0,1082,ranking,1000,rbtree,linear
9300,8.4476,0.4669,0.9582,0.2942,0.4943,1.0,1082,ranking,1000,rbtree,linear
9600,8.4724,0.5766,0.9966,0.2606,0.6065,1.0,1082,ranking,1000,rbtree,linear
9900,8.6277,0.5657,1.0458,0.2722,0.6384,1.0,1082,ranking,1000,rbtree,linear
10000,8.6611,0.5,1.0005,0.3039,0.512,1.0,1082,ranking,1000,rbtree,linear
9800,8.6143,0.5987,1.0177,0.281,0.633,1.0,1082,ranking,1000,rbtree,linear
9700,8.4241,0.5003,0.9712,0.2709,0.5042,1.0,1082,ranking,1000,rbtree,linear
10100,9.1593,0.5725,1.1188,0.2992,0.6154,1.0,1082,ranking,1000,rbtree,linear
10400,8.9707,0.5116,1.077,0.2954,0.5206,1.0,1082,ranking,1000,rbtree,linear
10500,9.0665,0.4942,1.0765,0.2991,0.5216,1.0,1082,ranking,1000,rbtree,linear
10200,8.9688,0.4416,1.0809,0.3057,0.4793,1.0,1082,ranking,1000,rbtree,linear
10300,9.0536,0.5176,1.0725,0.2882,0.5433,1.0,1082,ranking,1000,rbtree,linear
10600,9.1383,0.4994,1.0846,0.2938,0.5098,1.0,1082,ranking,1000,rbtree,linear
10900,9.5511,0.4386,1.1171,0.3273,0.49,1.0,1082,ranking,1000,rbtree,linear
11000,9.661,0.5456,1.1718,0.3204,0.6235,1.0,1082,ranking,1000,rbtree,linear
10700,9.1811,0.4449,1.0859,0.3146,0.5038,1.0,1082,ranking,1000,rbtree,linear
10800,9.7418,0.5559,1.1443,0.3316,0.6054,1.0,1082,ranking,1000,rbtree,linear
11200,9.4861,0.5854,1.1062,0.3097,0.6308,1.0,1082,ranking,1000,rbtree,linear
11100,9.5003,0.5705,1.1516,0.31,0.6181,1.0,1082,ranking,1000,rbtree,linear
11400,9.6454,0.4944,1.1518,0.3235,0.5238,1.0,1082,ranking,1000,rbtree,linear
11500,9.6865,0.4776,1.1266,0.3318,0.5213,1.0,1082,ranking,1000,rbtree,linear
11300,9.3112,0.4941,1.092,0.3189,0.5351,1.0,1082,ranking,1000,rbtree,linear
11800,9.7809,0.5215,1.1734,0.3227,0.5454,1.0,1082,ranking,1000,rbtree,linear
11600,9.7229,0.4731,1.143,0.3489,0.5122,1.0,1082,ranking,1000,rbtree,linear
11700,9.8143,0.4889,1.1726,0.3277,0.53,1.0,1082,ranking,1000,rbtree,linear
11900,9.9764,0.4867,1.1805,0.3284,0.515,1.0,1082,ranking,1000,rbtree,linear
12000,10.1503,0.4807,1.2288,0.3412,0.5318,1.0,1082,ranking,1000,rbtree,linear
12200,10.4283,0.525,1.2457,0.39,0.5518,1.0,1082,ranking,1000,rbtree,linear
12300,10.0811,0.4843,1.1995,0.3307,0.5293,1.0,1082,ranking,1000,rbtree,linear
12100,9.9931,0.4905,1.1928,0.3374,0.5407,1.0,1082,ranking,1000,rbtree,linear
12400,10.5062,0.4902,1.2961,0.3787,0.517,1.0,1082,ranking,1000,rbtree,linear
12500,10.5628,0.4669,1.2801,0.3906,0.506,1.0,1082,ranking,1000,rbtree,linear
12800,10.4386,0.5077,1.2544,0.3564,0.5151,1.0,1082,ranking,1000,rbtree,linear
12700,10.7214,0.5059,1.2925,0.4015,0.5292,1.0,1082,ranking,1000,rbtree,linear
12600,10.6591,0.4997,1.282,0.4114,0.5416,1.0,1082,ranking,1000,rbtree,linear
12900,10.6208,0.4825,1.2621,0.394,0.5207,1.0,1082,ranking,1000,rbtree,linear
13000,10.8125,0.4833,1.315,0.4146,0.5246,1.0,1082,ranking,1000,rbtree,linear
13100,10.9054,0.5007,1.2876,0.3822,0.5314,1.0,1082,ranking,1000,rbtree,linear
13400,11.2506,0.481,1.3517,0.4574,0.5081,1.0,1082,ranking,1000,rbtree,linear
13500,11.385,0.4685,1.3653,0.3848,0.5116,1.0,1082,ranking,1000,rbtree,linear
13200,11.287,0.4962,1.3452,0.3946,0.5175,1.0,1082,ranking,1000,rbtree,linear
13300,10.8621,0.4771,1.3241,0.3633,0.5139,1.0,1082,ranking,1000,rbtree,linear
13800,12.099,0.5624,1.4727,0.4056,0.6104,1.0,1082,ranking,1000,rbtree,linear
13600,11.8937,0.5032,1.3893,0.4308,0.5342,1.0,1082,ranking,1000,rbtree,linear
13900,11.6924,0.5608,1.4059,0.3779,0.6022,1.0,1082,ranking,1000,rbtree,linear
14000,11.7773,0.4942,1.3999,0.3905,0.5047,1.0,1082,ranking,1000,rbtree,linear
13700,11.6372,0.5099,1.3691,0.43,0.5415,1.0,1082,ranking,1000,rbtree,linear
14100,11.57,0.4591,1.4121,0.4172,0.4985,1.0,1082,ranking,1000,rbtree,linear
14400,12.0516,0.5662,1.4653,0.4384,0.6262,1.0,1082,ranking,1000,rbtree,linear
14500,12.0217,0.511,1.4696,0.4578,0.5245,1.0,1082,ranking,1000,rbtree,linear
14300,11.9101,0.5718,1.4508,0.4206,0.6229,1.0,1082,ranking,1000,rbtree,linear
14200,11.8781,0.4848,1.4302,0.426,0.5204,1.0,1082,ranking,1000,rbtree,linear
14600,11.6631,0.504,1.426,0.4357,0.5384,1.0,1082,ranking,1000,rbtree,linear
14900,13.2948,0.4731,1.6844,0.4686,0.5183,1.0,1082,ranking,1000,rbtree,linear
15000,12.5425,0.4761,1.5179,0.4171,0.5191,1.0,1082,ranking,1000,rbtree,linear
14700,12.503,0.474,1.4583,0.4169,0.5247,1.0,1082,ranking,1000,rbtree,linear
14800,12.5533,0.4946,1.5032,0.4517,0.5367,1.0,1082,ranking,1000,rbtree,linear
15200,12.7154,0.5661,1.6618,0.4379,0.6114,1.0,1082,ranking,1000,rbtree,linear
15300,12.402,0.494,1.4769,0.4586,0.5337,1.0,1082,ranking,1000,rbtree,linear
15100,12.331,0.5143,1.5126,0.4451,0.551,1.0,1082,ranking,1000,rbtree,linear
15400,12.5949,0.5676,1.5884,0.4083,0.6287,1.0,1082,ranking,1000,rbtree,linear
15500,12.1509,0.5019,1.4977,0.446,0.5429,1.0,1082,ranking,1000,rbtree,linear
15800,12.8212,0.5914,1.5924,0.4857,0.6252,1.0,1082,ranking,1000,rbtree,linear
15700,12.1837,0.4957,1.4822,0.4302,0.532,1.0,1082,ranking,1000,rbtree,linear
15600,12.4024,0.564,1.5589,0.4733,0.6257,1.0,1082,ranking,1000,rbtree,linear
15900,12.8074,0.4689,1.533,0.521,0.5094,1.0,1082,ranking,1000,rbtree,linear
16000,12.5585,0.5612,1.5818,0.4832,0.6189,1.0,1082,ranking,1000,rbtree,linear
16100,13.0225,0.4771,1.6298,0.4791,0.5188,1.0,1082,ranking,1000,rbtree,linear
16400,13.271,0.5633,1.6435,0.4962,0.6231,1.0,1082,ranking,1000,rbtree,linear
16500,13.1706,0.51,1.6338,0.5022,0.5394,1.0,1082,ranking,1000,rbtree,linear
16300,13.6185,0.571,1.7174,0.519,0.6249,1.0,1082,ranking,1000,rbtree,linear
16200,12.9168,0.5707,1.6365,0.4579,0.6254,1.0,1082,ranking,1000,rbtree,linear
16600,13.1013,0.4782,1.5585,0.5285,0.5278,1.0,1082,ranking,1000,rbtree,linear
16900,13.0401,0.5018,1.5639,0.4844,0.5425,1.0,1082,ranking,1000,rbtree,linear
17000,12.9861,0.4806,1.5496,0.4848,0.5307,1.0,1082,ranking,1000,rbtree,linear
16800,13.0711,0.4767,1.6067,0.4734,0.5129,1.0,1082,ranking,1000,rbtree,linear
16700,13.5048,0.4918,1.7001,0.4725,0.5395,1.0,1082,ranking,1000,rbtree,linear
17200,13.7879,0.4758,1.7097,0.503,0.532,1.0,1082,ranking,1000,rbtree,linear
17300,13.8556,0.4795,1.7136,0.5363,0.5273,1.0,1082,ranking,1000,rbtree,linear
17100,13.743,0.4973,1.7287,0.5021,0.5462,1.0,1082,ranking,1000,rbtree,linear
17400,13.6236,0.4654,1.6921,0.4865,0.5242,1.0,1082,ranking,1000,rbtree,linear
17500,13.9045,0.452,1.6731,0.5322,0.5218,1.0,1082,ranking,1000,rbtree,linear
17800,13.7696,0.4814,1.7209,0.5458,0.5358,1.0,1082,ranking,1000,rbtree,linear
17700,14.0923,0.4764,1.7792,0.5568,0.5297,1.0,1082,ranking,1000,rbtree,linear
17600,13.6564,0.4823,1.7168,0.4885,0.5189,1.0,1082,ranking,1000,rbtree,linear
17900,14.0496,0.4784,1.7767,0.5072,0.5309,1.0,1082,ranking,1000,rbtree,linear
18000,14.0271,0.4819,1.7724,0.5288,0.5279,1.0,1082,ranking,1000,rbtree,linear
18200,15.0417,0.472,1.8378,0.5956,0.525,1.0,1082,ranking,1000,rbtree,linear
18300,14.7351,0.4929,1.8804,0.5495,0.5447,1.0,1082,ranking,1000,rbtree,linear
18100,15.2009,0.487,1.8939,0.6395,0.5326,1.0,1082,ranking,1000,rbtree,linear
18400,14.3,0.4724,1.7423,0.5233,0.5303,1.0,1082,ranking,1000,rbtree,linear
18500,15.0949,0.4783,1.8422,0.6199,0.5318,1.0,1082,ranking,1000,rbtree,linear
18700,15.7581,0.4704,1.8848,0.5761,0.5261,1.0,1082,ranking,1000,rbtree,linear
18600,14.442,0.4969,1.7894,0.5337,0.5468,1.0,1082,ranking,1000,rbtree,linear
18900,15.3226,0.4768,1.8328,0.6207,0.5304,1.0,1082,ranking,1000,rbtree,linear
19000,14.8097,0.4788,1.8649,0.5695,0.5325,1.0,1082,ranking,1000,rbtree,linear
18800,14.197,0.4769,1.773,0.5172,0.533,1.0,1082,ranking,1000,rbtree,linear
19200,15.3765,0.4751,1.8474,0.6189,0.532,1.0,1082,ranking,1000,rbtree,linear
19300,15.2203,0.4779,1.9304,0.5703,0.5314,1.0,1082,ranking,1000,rbtree,linear
19100,15.1184,0.4918,1.8477,0.6056,0.5463,1.0,1082,ranking,1000,rbtree,linear
19400,15.6701,0.4769,2.0102,0.6301,0.5327,1.0,1082,ranking,1000,rbtree,linear
19500,15.2828,0.478,1.8947,0.597,0.5346,1.0,1082,ranking,1000,rbtree,linear
19600,15.95,0.4749,1.9762,0.5602,0.5318,1.0,1082,ranking,1000,rbtree,linear
19700,15.9106,0.4751,1.9529,0.6609,0.5322,1.0,1082,ranking,1000,rbtree,linear
19800,15.5113,0.4772,1.8798,0.6071,0.5333,1.0,1082,ranking,1000,rbtree,linear
19900,15.4152,0.4754,1.9108,0.62,0.5329,1.0,1082,ranking,1000,rbtree,linear
20000,16.2551,0.4759,2.0341,0.5661,0.5331,1.0,1082,ranking,1000,rbtree,linear
300,2.4094,0.61,0.1512,0.0136,0.5796,1.0,1082,ranking,1000,rbtree,linear
100,15.3592,0.5297,0.3627,0.0075,0.8232,11.4,1082,ranking,1000,rbtree,linear
400,2.4338,0.5714,0.1548,0.0169,0.547,1.0,1082,ranking,1000,rbtree,linear
500,2.6477,0.5256,0.1881,0.0181,0.6404,1.2,1082,ranking,1000,rbtree,linear
200,11.6818,0.5651,0.3567,0.0093,0.8784,7.9,1082,ranking,1000,rbtree,linear
600,2.3566,0.5748,0.1782,0.0202,0.6094,1.0,1082,ranking,1000,rbtree,linear
900,2.5302,0.3901,0.1956,0.0301,0.4742,1.0,1082,ranking,1000,rbtree,linear
1000,2.7753,0.5381,0.2514,0.0338,0.6345,1.0,1082,ranking,1000,rbtree,linear
700,2.4861,0.5309,0.2081,0.0233,0.6252,1.0,1082,ranking,1000,rbtree,linear
800,2.5712,0.5778,0.2343,0.0273,0.6764,1.0,1082,ranking,1000,rbtree,linear
1100,2.59,0.5098,0.2039,0.0338,0.5109,1.0,1082,ranking,1000,rbtree,linear
1400,3.0568,0.4997,0.2353,0.0445,0.503,1.0,1082,ranking,1000,rbtree,linear
1500,3.2268,0.5619,0.2603,0.0464,0.5849,1.0,1082,ranking,1000,rbtree,linear
1300,3.075,0.5527,0.2656,0.0388,0.6015,1.0,1082,ranking,1000,rbtree,linear
1200,2.9972,0.4526,0.2452,0.0368,0.5764,1.0,1082,ranking,1000,rbtree,linear
1600,3.0502,0.6009,0.2684,0.0501,0.5996,1.0,1082,ranking,1000,rbtree,linear
1900,3.2315,0.5592,0.2935,0.0602,0.583,1.0,1082,ranking,1000,rbtree,linear
2000,3.3081,0.5521,0.3132,0.059,0.6156,1.0,1082,ranking,1000,rbtree,linear
1800,3.1903,0.5119,0.3124,0.0529,0.6201,1.0,1082,ranking,1000,rbtree,linear
1700,3.0049,0.5593,0.2838,0.0516,0.5448,1.0,1082,ranking,1000,rbtree,linear
2100,3.3943,0.5356,0.3374,0.0601,0.6366,1.0,1082,ranking,1000,rbtree,linear
2400,3.618,0.5784,0.372,0.0703,0.6011,1.0,1082,ranking,1000,rbtree,linear
2500,3.6628,0.5587,0.3785,0.0691,0.6141,1.0,1082,ranking,1000,rbtree,linear
2200,3.5541,0.379,0.3415,0.0698,0.4526,1.0,1082,ranking,1000,rbtree,linear
2300,3.6183,0.5823,0.3543,0.0669,0.6137,1.0,1082,ranking,1000,rbtree,linear
2600,3.8159,0.5736,0.3982,0.0802,0.6042,1.0,1082,ranking,1000,rbtree,linear
2900,3.9696,0.4851,0.4002,0.0819,0.5162,1.0,1082,ranking,1000,rbtree,linear
3000,3.9658,0.5551,0.4079,0.0817,0.608,1.0,1082,ranking,1000,rbtree,linear
2800,3.7063,0.5336,0.3705,0.0814,0.5957,1.0,1082,ranking,1000,rbtree,linear
2700,3.8835,0.5886,0.4139,0.0801,0.6333,1.0,1082,ranking,1000,rbtree,linear
3100,4.0171,0.4547,0.3968,0.0873,0.5518,1.0,1082,ranking,1000,rbtree,linear
3400,4.4536,0.5462,0.4822,0.0949,0.6354,1.0,1082,ranking,1000,rbtree,linear
3500,4.1836,0.4932,0.4222,0.0999,0.4929,1.0,1082,ranking,1000,rbtree,linear
3200,4.2076,0.4568,0.4179,0.0966,0.519,1.0,1082,ranking,1000,rbtree,linear
3300,4.1138,0.3754,0.4071,0.0899,0.4796,1.0,1082,ranking,1000,rbtree,linear
3600,4.3388,0.4066,0.4419,0.1064,0.4996,1.0,1082,ranking,1000,rbtree,linear
3900,4.6362,0.5798,0.4752,0.1027,0.6036,1.0,1082,ranking,1000,rbtree,linear
4000,4.6998,0.5706,0.4934,0.1169,0.6073,1.0,1082,ranking,1000,rbtree,linear
3800,4.4895,0.5867,0.4657,0.0958,0.6168,1.0,1082,ranking,1000,rbtree,linear
