Iteration,Mean,Std
1.0,89.37977282206218,51.45344457943892
2.0,126.98842104276021,41.89926296605935
3.0,66.15685963630676,34.44896984131485
4.0,65.94674054781596,32.746657734618495
5.0,60.20221543312073,30.447963489551174
6.0,61.8248880704244,32.06782154474647
7.0,63.61460812886556,34.122179841957895
8.0,60.573337157567344,31.386139624298508
9.0,60.53856372833252,33.592603307395976
10.0,65.60978841781616,36.02981726221575
11.0,61.4547073841095,33.65449706024216
12.0,58.73626891771952,32.336089417404594
13.0,63.56754835446676,35.73850141968087
14.0,64.17698367436726,36.201249437557934
15.0,87.32209785779317,54.40391859127718
16.0,125.21138135592143,71.25412778965494
18.0,58.15541688601176,29.19877794319163
20.0,73.48946817715962,40.06559659194741
22.0,99.37329077720642,56.773243183582224
23.0,183.47080238660178,112.32069348075868
24.0,132.3065369129181,82.12964496098263
25.0,1116.6492657661438,266.59849002008724
