Iteration,Mean,Std
1.0,919.2594202359518,62.13182157677474
3.0,548.5186158021291,28.151786108954493
4.0,501.5845332145691,34.27362783848936
6.0,478.8303982416789,27.930774870286214
7.0,494.7227324644725,33.25965006381344
8.0,482.22971415519714,33.403486465156625
9.0,489.640585899353,31.607502747338103
10.0,513.1629372437795,34.75800310916587
11.0,504.99787187576294,36.272006286866265
12.0,516.467277765274,37.07098126944519
13.0,512.1480090618134,37.49610159586233
14.0,535.6897195974985,36.99577957978448
15.0,559.0640051364899,87.585241501864
16.0,542.1995007991791,39.40532877319599
17.0,531.2375787099203,36.20617928220861
18.0,544.7743658224741,38.2249963594277
19.0,556.4823868274689,36.87771826163108
20.0,608.2903066476186,42.26228478955844
21.0,661.6543579101562,51.888928507157395
22.0,785.2152976195017,71.84943708853257
23.0,915.6240955193838,78.22225832613283
24.0,942.9270945390066,81.5172047339761
25.0,1651.3884642124176,618.984252145409
